1264101194	20240919	202409	2024	2024.7096											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	10	1	10	2.53164556962025	0								4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	20250919170000	https://www.webwire.com/ViewPressRel.asp?aId=344099
1264101195	20240919	202409	2024	2024.7096	AUT	AUSTRIA	AUT								GOV	PRIME MINISTER						GOV			0	042	042	04	1	1.9	10	1	10	5.06756756756757	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101196	20240919	202409	2024	2024.7096	AUT	AUSTRIA	AUT								GOV	PRIME MINISTER						GOV			0	043	043	04	1	2.8	2	1	2	5.06756756756757	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101197	20240919	202409	2024	2024.7096	CHN	CHINA	CHN																		1	036	036	03	1	4.0	5	1	5	-5.63380281690141	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20250919170000	https://indianexpress.com/shorts/world/i-like-tiktok-it-helped-get-me-elected-trump-xi-discuss-deal-10259877-2/
1264101198	20240919	202409	2024	2024.7096	GOV	PRIME MINISTER						GOV			AUT	AUSTRIA	AUT								0	042	042	04	1	1.9	8	1	8	5.06756756756757	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101199	20240919	202409	2024	2024.7096	GOV	PRIME MINISTER						GOV			AUT	AUSTRIA	AUT								0	042	042	04	1	1.9	2	1	2	5.06756756756757	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101200	20240919	202409	2024	2024.7096	GOV	PRIME MINISTER						GOV			AUT	AUSTRIA	AUT								0	043	043	04	1	2.8	6	1	6	5.06756756756757	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101201	20240919	202409	2024	2024.7096	GOV	PRIME MINISTER						GOV			AUT	AUSTRIA	AUT								0	043	043	04	1	2.8	2	1	2	5.06756756756757	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101202	20240919	202409	2024	2024.7096	GOV	PRIME MINISTER						GOV			AUT	AUSTRIA	AUT								0	043	043	04	1	2.8	2	1	2	5.06756756756757	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250919170000	https://www.prokerala.com/news/articles/a1676720.html
1264101203	20240919	202409	2024	2024.7096	LBN	LEBANESE	LBN								REB	REBEL						REB			0	073	073	07	2	7.4	1	1	1	-3.5827186512118	4	Ghouta, Dimashq, Syria	SY	SY13	26333	33.5	36.3833	-2538031	4	Ghouta, Dimashq, Syria	SY	SY13	26333	33.5	36.3833	-2538031	4	Ghouta, Dimashq, Syria	SY	SY13	26333	33.5	36.3833	-2538031	20250919170000	https://www.thenationalnews.com/news/mena/2025/09/19/syria-discovers-mass-grave-at-site-of-2014-ambush/
1264101204	20240919	202409	2024	2024.7096	LBN	LEBANESE	LBN								REB	REBEL						REB			0	073	073	07	2	7.4	1	1	1	-3.5827186512118	1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Ghouta, Dimashq, Syria	SY	SY13	26333	33.5	36.3833	-2538031	1	Israel	IS	IS		31.5	34.75	IS	20250919170000	https://www.thenationalnews.com/news/mena/2025/09/19/syria-discovers-mass-grave-at-site-of-2014-ambush/
1264101205	20240919	202409	2024	2024.7096	LBN	LEBANESE	LBN								REB	REBEL						REB			0	073	073	07	2	7.4	6	1	6	-3.5827186512118	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250919170000	https://www.thenationalnews.com/news/mena/2025/09/19/syria-discovers-mass-grave-at-site-of-2014-ambush/
1264101206	20250820	202508	2025	2025.6301	GOV	PRESIDENT						GOV													0	010	010	01	1	0.0	3	1	3	-5.26315789473684	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20250919170000	https://eletric-vehicles.com/nikola/trevor-miltons-nikola-case-dropped-by-sec-following-trump-pardon/
1264101207	20250820	202508	2025	2025.6301	GOV	PRESIDENT						GOV			KOR	SOUTH KOREA	KOR								1	013	013	01	1	0.4	2	1	2	3.07692307692308	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101208	20250820	202508	2025	2025.6301	GOV	PRESIDENT						GOV			KOR	SOUTH KOREA	KOR								1	013	013	01	1	0.4	4	1	4	3.07692307692308	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101209	20250820	202508	2025	2025.6301	GOV	PRESIDENT						GOV			KOR	SOUTH KOREA	KOR								1	013	013	01	1	0.4	1	1	1	3.07692307692308	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101210	20250820	202508	2025	2025.6301	GOV	PRESIDENT						GOV			KOR	SOUTH KOREA	KOR								1	013	013	01	1	0.4	3	1	3	3.07692307692308	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20250919170000	https://www.prokerala.com/news/articles/a1676722.html
1264101211	20250820	202508	2025	2025.6301	USA	CLEVELAND	USA								ITA	ITALY	ITA								1	190	190	19	4	-10.0	2	1	2	1.73410404624278	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	20250919170000	https://www.cleveland.com/entertainment/2025/09/amanda-knox-to-headline-cleveland-public-librarys-ya-book-festival-appear-at-fundraiser.html
1264101212	20250912	202509	2025	2025.6904											MED	WRITER						MED			1	043	043	04	1	2.8	6	1	6	2.2	0								1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20250919170000	https://www.cagesideseats.com/wwe/383794/dave-bautista-on-john-cena-getting-dc-universe-role-written-for-him-james-gunn-peacemaker-hbo
1264101213	20250912	202509	2025	2025.6904	EDU	STUDENT						EDU			LEG	LAWMAKER						LEG			0	046	046	04	1	7.0	5	1	5	-1.68776371308017	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919170000	https://www.thecollegefix.com/texas-am-president-quits-after-backlash-over-dei-gender-identity-lessons/
1264101214	20250912	202509	2025	2025.6904	GOV	AUTHORITIES						GOV			SYR	DAMASCUS	SYR								0	173	173	17	4	-5.0	10	1	10	-3.5827186512118	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20250919170000	https://www.thenationalnews.com/news/mena/2025/09/19/syria-discovers-mass-grave-at-site-of-2014-ambush/
1264101215	20250912	202509	2025	2025.6904	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIAN	RUS								0	114	114	11	3	-2.0	1	1	1	-8.77513711151736	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20250919170000	https://www.thehindu.com/news/international/estonia-and-allies-denounce-reckless-russian-air-incursion/article70071251.ece
1264101216	20250912	202509	2025	2025.6904	LEG	LAWMAKER						LEG			EDU	STUDENT						EDU			0	046	046	04	1	7.0	5	1	5	-1.68776371308017	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919170000	https://www.thecollegefix.com/texas-am-president-quits-after-backlash-over-dei-gender-identity-lessons/
1264101217	20250912	202509	2025	2025.6904	LEG	HOUSE OF REPRESENTATIVES						LEG			USAOPP	UNITED STATES	USA					OPP			1	051	051	05	1	3.4	2	1	2	-5	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20250919170000	https://www.moneycontrol.com/world/us-house-honors-charlie-kirk-condemns-political-violence-after-utah-shooting-article-13562410.html
1264101218	20250912	202509	2025	2025.6904	MED	WRITER						MED													1	042	042	04	1	1.9	6	1	6	2.2	1	Chad	CD	CD		15	19	CD	0								1	Chad	CD	CD		15	19	CD	20250919170000	https://www.cagesideseats.com/wwe/383794/dave-bautista-on-john-cena-getting-dc-universe-role-written-for-him-james-gunn-peacemaker-hbo
1264101219	20250912	202509	2025	2025.6904	MED	WRITER						MED			TCD	CHAD	TCD								1	043	043	04	1	2.8	4	1	4	2.2	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20250919170000	https://www.cagesideseats.com/wwe/383794/dave-bautista-on-john-cena-getting-dc-universe-role-written-for-him-james-gunn-peacemaker-hbo
1264101220	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			ISR	ISRAEL	ISR								1	051	051	05	1	3.4	2	1	2	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101221	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			ISR	ISRAEL	ISR								1	051	051	05	1	3.4	2	1	2	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101222	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			ISRGOV	ISRAEL	ISR					GOV			1	0841	084	08	2	7.0	4	1	4	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101223	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			PSE	PALESTINE	PSE								1	051	051	05	1	3.4	2	1	2	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101224	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			PSE	PALESTINE	PSE								1	051	051	05	1	3.4	2	1	2	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101225	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			PSE	PALESTINIAN	PSE								1	0841	084	08	2	7.0	1	1	1	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101226	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			PSE	PALESTINIAN	PSE								1	0841	084	08	2	7.0	1	1	1	4.06976744186047	1	Israel	IS	IS		31.5	34.75	IS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101227	20250912	202509	2025	2025.6904	MLTGOV	MALTA	MLT					GOV			PSEGOV	PALESTINIAN	PSE					GOV			1	0841	084	08	2	7.0	2	1	2	4.06976744186047	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	1	Israel	IS	IS		31.5	34.75	IS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20250919170000	https://english.wafa.ps/Pages/Details/161505
1264101228	20250912	202509	2025	2025.6904	NPL	NEPAL	NPL								MED	MEDIA						MED			1	141	141	14	3	-6.5	2	1	2	-8.25892857142856	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250919170000	https://en.tempo.co/read/2050397/todays-top-3-news-human-rights-ministry-says-enforced-disappearance-in-august-protests-is-hasty-conclusion
1264101229	20250912	202509	2025	2025.6904	NPL	NEPAL	NPL								MED	MEDIA						MED			1	172	172	17	4	-5.0	2	1	2	-8.25892857142856	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250919170000	https://en.tempo.co/read/2050397/todays-top-3-news-human-rights-ministry-says-enforced-disappearance-in-august-protests-is-hasty-conclusion
1264101230	20250912	202509	2025	2025.6904	NPL	NEPAL	NPL								MED	MEDIA						MED			1	172	172	17	4	-5.0	2	1	2	-8.25892857142856	1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	4	Jakarta, Jakarta Raya, Indonesia	ID	ID04	18585	-6.17444	106.829	-2679652	20250919170000	https://en.tempo.co/read/2050397/todays-top-3-news-human-rights-ministry-says-enforced-disappearance-in-august-protests-is-hasty-conclusion
1264101231	20250912	202509	2025	2025.6904	POL	POLAND	POL								RUS	RUSSIA	RUS								0	111	111	11	3	-2.0	6	1	6	-8.17438692098093	1	Poland	PL	PL		52	20	PL	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20250919170000	https://news.az/news/nato-scrambles-to-intercept-russian-warplanes-breaching-estonian-airspace
1264101232	20250912	202509	2025	2025.6904	POL	POLAND	POL								RUS	RUSSIA	RUS								0	192	192	19	4	-9.5	7	1	7	-8.17438692098093	1	Poland	PL	PL		52	20	PL	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Poland	PL	PL		52	20	PL	20250919170000	https://news.az/news/nato-scrambles-to-intercept-russian-warplanes-breaching-estonian-airspace
1264101233	20250912	202509	2025	2025.6904	TCD	CHAD	TCD								MED	WRITER						MED			1	042	042	04	1	1.9	4	1	4	2.2	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	1	Chad	CD	CD		15	19	CD	20250919170000	https://www.cagesideseats.com/wwe/383794/dave-bautista-on-john-cena-getting-dc-universe-role-written-for-him-james-gunn-peacemaker-hbo
1264101234	20250912	202509	2025	2025.6904	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	1.42348754448398	3	Mount Pleasant, Michigan, United States	US	USMI	MI073	43.5978	-84.7675	632832	0								3	Mount Pleasant, Michigan, United States	US	USMI		43.5978	-84.7675	632832	20250919170000	https://www.themorningsun.com/2025/09/19/the-halloween-store-opened-its-doors-in-mount-pleasant/
1264101235	20250912	202509	2025	2025.6904	USA	UNITED STATES	USA								GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	14	7	14	-7.54912099276112	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	3	Evanston, Illinois, United States	US	USIL	IL031	42.0411	-87.6901	408101	20250919170000	https://www.ocregister.com/2025/09/19/tear-gas-protesters-broadview-ice/
1264101236	20250912	202509	2025	2025.6904	USA	ILLINOIS	USA								GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	56	7	56	-7.54912099276112	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250919170000	https://www.ocregister.com/2025/09/19/tear-gas-protesters-broadview-ice/
1264101237	20250918	202509	2025	2025.7068	GBR	UNITED KINGDOM	GBR																		0	020	020	02	1	3.0	1	1	1	-3.42587123449498	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	0								4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	20250919170000	https://www.dailymail.co.uk/news/article-15115449/Northern-Ireland-veterans-blast-Labour-betrayal-Troubles-legacy-deal-result-fresh-criminal-prosecutions-service-personnel.html
1264101238	20250918	202509	2025	2025.7068	GBR	UNITED KINGDOM	GBR																		0	020	020	02	1	3.0	1	1	1	-3.42587123449498	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20250919170000	https://www.dailymail.co.uk/news/article-15115449/Northern-Ireland-veterans-blast-Labour-betrayal-Troubles-legacy-deal-result-fresh-criminal-prosecutions-service-personnel.html
1264101239	20250918	202509	2025	2025.7068	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								0	020	020	02	1	3.0	1	1	1	-3.42587123449498	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	20250919170000	https://www.dailymail.co.uk/news/article-15115449/Northern-Ireland-veterans-blast-Labour-betrayal-Troubles-legacy-deal-result-fresh-criminal-prosecutions-service-personnel.html
1264101240	20250918	202509	2025	2025.7068	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								0	020	020	02	1	3.0	1	1	1	-3.42587123449498	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20250919170000	https://www.dailymail.co.uk/news/article-15115449/Northern-Ireland-veterans-blast-Labour-betrayal-Troubles-legacy-deal-result-fresh-criminal-prosecutions-service-personnel.html
1264101241	20250918	202509	2025	2025.7068	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								0	036	036	03	1	4.0	1	1	1	-3.42587123449498	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	20250919170000	https://www.dailymail.co.uk/news/article-15115449/Northern-Ireland-veterans-blast-Labour-betrayal-Troubles-legacy-deal-result-fresh-criminal-prosecutions-service-personnel.html
1264101242	20250918	202509	2025	2025.7068	GBR	UNITED KINGDOM	GBR								IRL	IRELAND	IRL								0	036	036	03	1	4.0	1	1	1	-3.42587123449498	4	Hillsborough Castle, Lisburn, United Kingdom	UK	UKS5	40158	54.4333	-6.08333	-2598736	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20250919170000	https://www.dailymail.co.uk/news/article-15115449/Northern-Ireland-veterans-blast-Labour-betrayal-Troubles-legacy-deal-result-fresh-criminal-prosecutions-service-personnel.html
1264101243	20250919	202509	2025	2025.7096											AGR	FARMER						AGR			1	130	130	13	3	-4.4	1	1	1	-6.26185958254269	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20250919170000	https://aninews.in/news/national/politics/almatti-height-increase-death-warrant-for-telangana-by-karnataka-congress-ktr20250919212545/
1264101244	20250919	202509	2025	2025.7096											AGR	FARMER						AGR			1	130	130	13	3	-4.4	4	1	4	-6.26185958254269	0								4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	4	Telangana, Andhra Pradesh, India	IN	IN02	17568	18	79.5	-2112824	20250919170000	https://aninews.in/news/national/politics/almatti-height-increase-death-warrant-for-telangana-by-karnataka-congress-ktr20250919212545/
1264101245	20250919	202509	2025	2025.7096											ARE	ABU DHABI	ARE								0	040	040	04	1	1.0	4	1	4	3.03643724696356	0								4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	4	Abu Dhabi, Abu Z¸aby, United Arab Emirates	AE	AE01	28568	24.4667	54.3667	-782066	20250919170000	https://aninews.in/news/world/middle-east/india-uae-working-to-expand-investments-in-various-sectorscountries-reorienting-infra-investments-to-integrate-in-imec-corridor-piyush-goyal20250919214048/
1264101246	20250919	202509	2025	2025.7096											ARE	ABU DHABI	ARE								0	042	042	04	1	1.9	5	1	5	-3.5827186512118	0								1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20250919170000	https://www.thenationalnews.com/news/mena/2025/09/19/syria-discovers-mass-grave-at-site-of-2014-ambush/
1264101247	20250919	202509	2025	2025.7096											BGDREF	BANGLADESHI	BGD					REF			1	1823	182	18	4	-10.0	10	1	10	-10.9489051094891	0								0								0								20250919170000	https://www.thedailystar.net/news/bangladesh/crime-justice/news/bangladeshi-expatriate-murdered-over-previous-enmity-ctg-3989886
1264101248	20250919	202509	2025	2025.7096											BUS	INDUSTRY						BUS			1	014	014	01	1	0.0	20	2	20	6.6094731116357	0								4	Martebo, Gotland, Sweden	SW	SW05	26026	57.75	18.4833	-2503810	4	Martebo, Gotland, Sweden	SW	SW05	26026	57.75	18.4833	-2503810	20250919170000	https://www.railway-technology.com/news/alstoms-proposals-to-develop-swedens-railway-system/
1264101249	20250919	202509	2025	2025.7096											BUS	INVESTOR						BUS			1	046	046	04	1	7.0	5	1	5	0.977198697068409	0								4	Siruseri, Tamil Nadu, India	IN	IN25	70244	12.8358	80.2025	9087124	4	Siruseri, Tamil Nadu, India	IN	IN25	70244	12.8358	80.2025	9087124	20250919170000	https://www.thehindu.com/news/national/tamil-nadu/stalin-inaugurates-574-crore-data-centre-of-equinix-at-siruseri-sipcot/article70070052.ece
1264101250	20250919	202509	2025	2025.7096											CAN	ALBERTA	CAN								1	164	164	16	4	-7.0	10	1	10	-2.01005025125628	0								4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20250919170000	https://www.winnipegfreepress.com/uncategorized/2025/09/19/talks-resume-as-oct-6-deadline-looms-in-possible-alberta-wide-teachers-strike
1264101251	20250919	202509	2025	2025.7096											CHE	SWITZERLAND	CHE								0	010	010	01	1	0.0	6	1	6	-3.86940749697703	0								4	Gstaad, Switzerland (general), Switzerland	SZ	SZ00	26307	46.473	7.28706	-2552338	4	Gstaad, Switzerland (general), Switzerland	SZ	SZ00	26307	46.473	7.28706	-2552338	20250919170000	https://www.express.co.uk/news/uk/2110896/free-speech-donald-trump
1264101252	20250919	202509	2025	2025.7096											CHE	SWITZERLAND	CHE								0	042	042	04	1	1.9	10	1	10	-3.86940749697703	0								4	Gstaad, Switzerland (general), Switzerland	SZ	SZ00	26307	46.473	7.28706	-2552338	4	Gstaad, Switzerland (general), Switzerland	SZ	SZ00	26307	46.473	7.28706	-2552338	20250919170000	https://www.express.co.uk/news/uk/2110896/free-speech-donald-trump
1264101253	20250919	202509	2025	2025.7096											COP	PRISON						COP			1	042	042	04	1	1.9	6	1	6	1.73410404624278	0								4	Perugia, Umbria, Italy	IT	IT18	18411	43.1333	12.3667	-124324	4	Perugia, Umbria, Italy	IT	IT18	18411	43.1333	12.3667	-124324	20250919170000	https://www.cleveland.com/entertainment/2025/09/amanda-knox-to-headline-cleveland-public-librarys-ya-book-festival-appear-at-fundraiser.html
1264101254	20250919	202509	2025	2025.7096											COP	PRISON						COP			1	042	042	04	1	1.9	1	1	1	1.73410404624278	0								3	Cleveland, Ohio, United States	US	USOH	OH035	41.4995	-81.6954	1066654	4	Perugia, Umbria, Italy	IT	IT18	18411	43.1333	12.3667	-124324	20250919170000	https://www.cleveland.com/entertainment/2025/09/amanda-knox-to-headline-cleveland-public-librarys-ya-book-festival-appear-at-fundraiser.html
1264101255	20250919	202509	2025	2025.7096											COP	PRISON						COP			1	043	043	04	1	2.8	3	1	3	1.73410404624278	0								4	Perugia, Umbria, Italy	IT	IT18	18411	43.1333	12.3667	-124324	4	Perugia, Umbria, Italy	IT	IT18	18411	43.1333	12.3667	-124324	20250919170000	https://www.cleveland.com/entertainment/2025/09/amanda-knox-to-headline-cleveland-public-librarys-ya-book-festival-appear-at-fundraiser.html
