1270066434	20241022	202410	2024	2024.8000	AUT	AUSTRIA	AUT								CVL	CIVIL SOCIETY						CVL			0	100	100	10	3	-5.0	4	1	4	-4.25170068027211	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251022154500	https://www.vol.at/the-situation-is-serious-democracy-index-with-sobering-result-for-austria/9757478
1270066435	20241022	202410	2024	2024.8000	CHN	BEIJING	CHN																		0	0871	087	08	2	9.0	2	1	2	-1.29573170731707	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022154500	https://www.prokerala.com/news/articles/a1688724.html
1270066436	20241022	202410	2024	2024.8000	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								0	071	071	07	2	7.4	5	1	5	-1.29573170731707	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022154500	https://www.prokerala.com/news/articles/a1688724.html
1270066437	20241022	202410	2024	2024.8000	CHN	BEIJING	CHN								PAK	PAKISTAN	PAK								0	071	071	07	2	7.4	1	1	1	-1.29573170731707	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251022154500	https://www.prokerala.com/news/articles/a1688724.html
1270066438	20241022	202410	2024	2024.8000	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								0	0871	087	08	2	9.0	5	1	5	-1.29573170731707	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251022154500	https://www.prokerala.com/news/articles/a1688724.html
1270066439	20241022	202410	2024	2024.8000	CHN	BEIJING	CHN								PAK	PAKISTAN	PAK								0	0871	087	08	2	9.0	1	1	1	-1.29573170731707	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251022154500	https://www.prokerala.com/news/articles/a1688724.html
1270066440	20241022	202410	2024	2024.8000	DEUGOV	GERMAN	DEU					GOV			GBR	UNITED KINGDOM	GBR								1	120	120	12	3	-4.0	3	1	3	-4.84949832775919	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20251022154500	https://www.birminghammail.co.uk/news/midlands-news/asylum-seeker-accused-killing-worker-32730255
1270066441	20241022	202410	2024	2024.8000	GOV	MINIST						GOV			PAK	PAKISTAN	PAK								1	036	036	03	1	4.0	5	1	5	5.33980582524272	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251022154500	https://www.arabnews.com/node/2619852/pakistan
1270066442	20241022	202410	2024	2024.8000	PAK	PAKISTAN	PAK								GOV	MINIST						GOV			1	036	036	03	1	4.0	5	1	5	5.33980582524272	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251022154500	https://www.arabnews.com/node/2619852/pakistan
1270066443	20241022	202410	2024	2024.8000	USA	UNITED STATES	USA								TUR	TURKEY	TUR								1	010	010	01	1	0.0	1	1	1	-1.79910044977511	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251022154500	https://redstate.com/nick-arama/2025/10/22/liberal-media-tries-to-grill-walmart-ceo-on-prices-it-doesnt-go-as-hoped-when-he-blow-up-dem-narrative-n2195342
1270066444	20250922	202509	2025	2025.7178											USA	UNITED STATES	USA								1	036	036	03	1	4.0	8	1	8	0.7255139056832	0								3	Millard County, Utah, United States	US	USUT		39.1255	-113.125	1448027	3	Millard County, Utah, United States	US	USUT		39.1255	-113.125	1448027	20251022154500	https://www.ksl.com:443/article/51393484/millard-data-center-to-break-ground-and-bring-promise-to-rural-utah
1270066445	20250922	202509	2025	2025.7178	BGD	BANGLADESH	BGD								GOV	REGIME						GOV			0	010	010	01	1	0.0	2	1	2	-12.094395280236	4	Narail, Bangladesh (general), Bangladesh	BG	BG00	5803	23.1667	89.5	-2737573	4	Narail, Bangladesh (general), Bangladesh	BG	BG00	5803	23.1667	89.5	-2737573	4	Narail, Bangladesh (general), Bangladesh	BG	BG00	5803	23.1667	89.5	-2737573	20251022154500	https://indianewengland.com/hindu-man-abducted-brutally-assaulted-in-bangladesh-awami-league-blames-yunus-led-regime/
1270066446	20250922	202509	2025	2025.7178	BGD	BANGLADESH	BGD								HIN	HINDU				HIN					0	130	130	13	3	-4.4	2	1	2	-12.094395280236	4	Narail, Bangladesh (general), Bangladesh	BG	BG00	5803	23.1667	89.5	-2737573	4	Narail, Bangladesh (general), Bangladesh	BG	BG00	5803	23.1667	89.5	-2737573	4	Narail, Bangladesh (general), Bangladesh	BG	BG00	5803	23.1667	89.5	-2737573	20251022154500	https://indianewengland.com/hindu-man-abducted-brutally-assaulted-in-bangladesh-awami-league-blames-yunus-led-regime/
