1266929960	20250905	202509	2025	2025.6712	CANGOV	CANADA	CAN					GOV			CAN	CANADA	CAN								1	051	051	05	1	3.4	3	3	3	2.82485875706215	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20251005173000	https://www.stcatharinesstandard.ca/thestar/news/canada/how-canada-can-take-advantage-of-trumps-100-000-charge-for-skilled-worker-visas-and/article_7be9cdc0-bf12-5396-a71f-bc72080b6ae9.html
1266929961	20251005	202510	2025	2025.7534											AFR	AFRICA	AFR								0	043	043	04	1	2.8	3	1	3	-0.98522167487684	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251005173000	https://www.ynetnews.com/culture/article/bybz11xlpxg
1266929962	20251005	202510	2025	2025.7534											AFR	AFRICA	AFR								0	043	043	04	1	2.8	1	1	1	-0.98522167487684	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251005173000	https://www.ynetnews.com/culture/article/bybz11xlpxg
1266929963	20251005	202510	2025	2025.7534											CHR	CHRISTIAN				CHR					1	010	010	01	1	0.0	5	1	5	0.96618357487923	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251005173000	https://www.hellomagazine.com/film/859761/jodie-whittaker-private-life-off-screen-with-famous-husband/
1266929964	20251005	202510	2025	2025.7534											CHR	CHRISTIAN				CHR					1	046	046	04	1	7.0	5	1	5	0.96618357487923	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251005173000	https://www.hellomagazine.com/film/859761/jodie-whittaker-private-life-off-screen-with-famous-husband/
1266929965	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	020	020	02	1	3.0	3	1	3	-2.01612903225807	0								1	Israel	IS	IS		31.5	34.75	IS	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20251005173000	https://www.ynetnews.com/jewish-world/article/hjboteetxg
1266929966	20251005	202510	2025	2025.7534											COP	POLICE						COP			1	040	040	04	1	1.0	10	1	10	-1.61943319838056	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251005173000	https://cnycentral.com/news/local/syracuse-police-discuss-speed-cameras-a-road-dedication-and-pink-badges
1266929967	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	042	042	04	1	1.9	1	1	1	-7.58426966292135	0								4	Wolfsburg, Niedersachsen, Germany	GM	GM06	40698	52.4333	10.8	-1890440	4	Wolfsburg, Niedersachsen, Germany	GM	GM06	40698	52.4333	10.8	-1890440	20251005173000	https://radaronline.com/p/madeleine-mccann-suspect-christian-bruckner-germany-police-monitoring/
1266929968	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-2.17391304347826	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251005173000	https://www.mirror.co.uk/news/us-news/woman-who-ran-away-teen-36017377
1266929969	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	114	114	11	3	-2.0	1	1	1	-7.58426966292135	0								4	Wolfsburg, Niedersachsen, Germany	GM	GM06	40698	52.4333	10.8	-1890440	4	Wolfsburg, Niedersachsen, Germany	GM	GM06	40698	52.4333	10.8	-1890440	20251005173000	https://radaronline.com/p/madeleine-mccann-suspect-christian-bruckner-germany-police-monitoring/
1266929970	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	124	124	12	3	-4.0	3	1	3	-2.01612903225807	0								1	Israel	IS	IS		31.5	34.75	IS	4	Bucharest, Bucuresti, Romania	RO	RO10	25006	44.4333	26.1	-1153951	20251005173000	https://www.ynetnews.com/jewish-world/article/hjboteetxg
1266929971	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	124	124	12	3	-4.0	2	1	2	-2.01612903225807	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251005173000	https://www.ynetnews.com/jewish-world/article/hjboteetxg
1266929972	20251005	202510	2025	2025.7534											COP	POLICE						COP			0	1243	124	12	3	-4.0	6	1	6	-0.96774193548387	0								4	Heaton Park, Manchester, United Kingdom	UK	UKI2	40118	53.5333	-2.26667	-2598411	4	Heaton Park, Manchester, United Kingdom	UK	UKI2	40118	53.5333	-2.26667	-2598411	20251005173000	https://www.bbc.com/news/articles/cx2r51x17jpo
1266929973	20251005	202510	2025	2025.7534											COP	POLICE CONSTABLE						COP			1	173	173	17	4	-5.0	10	1	10	-13.9664804469274	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20251005173000	https://www.thehindu.com/news/national/karnataka/former-police-constable-arrested-for-extorting-government-officials/article70128028.ece
1266929974	20251005	202510	2025	2025.7534											CRM	RUNNER						CRM			1	036	036	03	1	4.0	6	1	6	0	0								4	Batopilas, Coahuila de Zaragoza, Mexico	MX	MX07	19771	27.0167	-107.733	-1652735	4	Batopilas, Coahuila de Zaragoza, Mexico	MX	MX07	19771	27.0167	-107.733	-1652735	20251005173000	https://runningmagazine.ca/trail-running/canadian-wins-inaugural-utmb-100-miler-in-mexico/
1266929975	20251005	202510	2025	2025.7534											CRM	RUNNER						CRM			1	036	036	03	1	4.0	4	1	4	0	0								4	Shawinigan, Quebec, Canada	CA	CA10	12743	46.55	-72.7333	-573483	4	Shawinigan, Quebec, Canada	CA	CA10	12743	46.55	-72.7333	-573483	20251005173000	https://runningmagazine.ca/trail-running/canadian-wins-inaugural-utmb-100-miler-in-mexico/
1266929976	20251005	202510	2025	2025.7534											CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	10	1	10	-4.71142520612485	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20251005173000	https://wcfcourier.com/news/state-regional/education/article_998d6fbc-3b50-5484-8c2c-1a7855f74a81.html
1266929977	20251005	202510	2025	2025.7534											CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	5	1	5	4.56919060052219	0								3	Great Bend, Kansas, United States	US	USKS		38.3645	-98.7648	475650	3	Great Bend, Kansas, United States	US	USKS		38.3645	-98.7648	475650	20251005173000	https://greatbendpost.com/posts/0d7a0a41-20e9-47b9-8f6c-213853dbbbaa
1266929978	20251005	202510	2025	2025.7534											CVL	TRAVELLER						CVL			0	181	181	18	4	-9.0	2	1	2	-5.63829787234042	0								5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	20251005173000	https://peoplesdailyng.com/adc-politics-is-blinding-tinubu-to-insecurity-in-nigeria/
1266929979	20251005	202510	2025	2025.7534											CVL	TRAVELLER						CVL			0	190	190	19	4	-10.0	2	1	2	-5.63829787234042	0								5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	5	Kogi State, Kogi, Nigeria	NI	NI41	191205	7.75	6.75	9153500	20251005173000	https://peoplesdailyng.com/adc-politics-is-blinding-tinubu-to-insecurity-in-nigeria/
1266929980	20251005	202510	2025	2025.7534											EDU	STUDENT						EDU			0	051	051	05	1	3.4	10	1	10	7.86516853932584	0								3	Yolo, California, United States	US	USCA	CA113	38.7318	-121.808	1660214	3	Yolo, California, United States	US	USCA	CA113	38.7318	-121.808	1660214	20251005173000	https://www.davisenterprise.com/features/name_droppers/name-droppers-wjusd-student-earns-perfect-score-on-psat/article_92a6a2b5-93bf-4e5a-b2b5-09aa8ea91fa2.html
1266929981	20251005	202510	2025	2025.7534											EGY	EGYPT	EGY								0	042	042	04	1	1.9	6	1	6	-2.15231788079471	0								4	Sharm El-Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	4	Sharm El-Sheikh, Janub Sina', Egypt	EG	EG26	66041	27.8518	34.305	-302053	20251005173000	https://www.ynetnews.com/article/r1hwvzlpeg
1266929982	20251005	202510	2025	2025.7534											GBR	LONDON	GBR								1	013	013	01	1	0.4	6	1	6	3.41296928327645	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251005173000	https://www.sandiegouniontribune.com/2025/10/05/how-pop-musical-juliet-brings-the-bard-to-britney-spears/
1266929983	20251005	202510	2025	2025.7534											GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	7	1	7	-1.69902912621359	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251005173000	https://www.shropshirestar.com/uk-news/2025/10/05/badenochs-position-on-human-rights-convention-very-worrying-sinn-fein-says/
1266929984	20251005	202510	2025	2025.7534											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-3.59712230215827	0								4	Penarth, Vale of Glamorgan, The, United Kingdom	UK	UKZ3	40185	51.4347	-3.18	-2605145	4	Glamorgan, Neath Port Talbot, United Kingdom	UK	UKY5	40186	51.6667	-3.66667	-2597012	20251005173000	https://www.nottinghampost.com/news/uk-world-news/rail-operator-fined-1m-after-10550785
1266929985	20251005	202510	2025	2025.7534											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	7	1	7	3.32225913621263	0								5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20251005173000	https://www.echo-news.co.uk/news/25509371.essex-mp-bayo-alaba-attends-st-michaels-day-parade/
1266929986	20251005	202510	2025	2025.7534											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	4	1	4	-3.59712230215827	0								4	Glamorgan, Neath Port Talbot, United Kingdom	UK	UKY5	40186	51.6667	-3.66667	-2597012	4	Glamorgan, Neath Port Talbot, United Kingdom	UK	UKY5	40186	51.6667	-3.66667	-2597012	20251005173000	https://www.nottinghampost.com/news/uk-world-news/rail-operator-fined-1m-after-10550785
1266929987	20251005	202510	2025	2025.7534											GOV	PRIME MINISTER						GOV			0	036	036	03	1	4.0	8	1	8	-4.84027105517909	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20251005173000	https://www.ynetnews.com/article/byjhz11xagg
1266929988	20251005	202510	2025	2025.7534											GOV	KING						GOV			0	042	042	04	1	1.9	6	1	6	0.77720207253886	0								4	Loch Lomond, United Kingdom (general), United Kingdom	UK	UK00	40176	56.0833	-4.6	-2601882	4	Loch Lomond, United Kingdom (general), United Kingdom	UK	UK00	40176	56.0833	-4.6	-2601882	20251005173000	https://www.the-independent.com/arts-entertainment/tv/news/strictly-come-dancing-2025-odds-winner-elimination-tonight-b2839599.html
1266929989	20251005	202510	2025	2025.7534											GOV	GOVERNMENT OFFICIAL						GOV			1	173	173	17	4	-5.0	10	1	10	-13.9664804469274	0								4	Magadi, Karnataka, India	IN	IN19	70158	12.9667	77.2333	-2103054	4	Magadi, Karnataka, India	IN	IN19	70158	12.9667	77.2333	-2103054	20251005173000	https://www.thehindu.com/news/national/karnataka/former-police-constable-arrested-for-extorting-government-officials/article70128028.ece
