1273510767	20241111	202411	2024	2024.8521	CRM	CONVICTS						CRM													1	190	190	19	4	-10.0	10	1	10	-8.36236933797909	4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	0								4	Belgrade, Serbia (general),	RB	RB00	47629	44.8186	20.4681	-74897	20251111024500	https://www.belgrade-news.com/news/jury-convicts-man-of-murdering-dustin-kjersem-last-year/article_2382d36e-1a2d-4925-99b3-7eaf5bba71c8.html
1273510768	20241111	202411	2024	2024.8521	CVL	NATIONALS						CVL			IGOUNO	UNITED NATIONS		UNO				IGO			1	043	043	04	1	2.8	2	1	2	-2.11764705882353	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251111024500	https://www.miragenews.com/chris-bowens-cop-summit-vanity-project-doubles-1567816/
1273510769	20241111	202411	2024	2024.8521	IGOUNO	UNITED NATIONS		UNO				IGO			CVL	NATIONALS						CVL			1	042	042	04	1	1.9	2	1	2	-2.11764705882353	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251111024500	https://www.miragenews.com/chris-bowens-cop-summit-vanity-project-doubles-1567816/
1273510770	20241111	202411	2024	2024.8521	LEG	SENATE						LEG													0	090	090	09	2	-2.0	5	1	5	-1.11022997620936	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251111024500	https://www.cbc.ca/news/world/us-government-shutdown-9.6973695
1273510771	20241111	202411	2024	2024.8521	USA	UNITED STATES	USA								USAMIL	UNITED STATES	USA					MIL			0	160	160	16	4	-4.0	2	1	2	-1.11022997620936	2	California, United States	US	USCA		36.17	-119.746	CA	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	California, United States	US	USCA		36.17	-119.746	CA	20251111024500	https://www.cbc.ca/news/world/us-government-shutdown-9.6973695
1273510772	20241111	202411	2024	2024.8521	USA	CALIFORNIA	USA								USAMIL	ILLINOIS	USA					MIL			0	160	160	16	4	-4.0	5	1	5	-1.11022997620936	2	California, United States	US	USCA		36.17	-119.746	CA	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251111024500	https://www.cbc.ca/news/world/us-government-shutdown-9.6973695
1273510773	20251012	202510	2025	2025.7726											USA	CALIFORNIA	USA								1	173	173	17	4	-5.0	3	1	3	-5.06134969325153	0								3	Santa Barbara County, California, United States	US	USCA		34.7333	-120.034	277306	3	Santa Barbara County, California, United States	US	USCA		34.7333	-120.034	277306	20251111024500	https://www.yahoo.com/news/articles/mother-missing-9-old-melodee-230406695.html
1273510774	20251012	202510	2025	2025.7726	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	190	190	19	4	-10.0	2	1	2	-6.96378830083566	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251111024500	https://www.thenews.com.pk/latest/1357108-pakistan-alerts-world-at-un-to-dangers-of-afghan-arms-in-terrorist-hands
1273510775	20251012	202510	2025	2025.7726	CAN	CANADA	CAN								CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		0	040	040	04	1	1.0	16	4	16	-3.05567438080164	1	Canada	CA	CA		60	-96	CA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251111024500	https://www.averyjournal.com/news/national/ukraine-chinas-critical-mineral-dominance-on-agenda-as-g7-meets/article_d40704c5-57c5-594a-b112-065fd477f3c6.html
1273510776	20251012	202510	2025	2025.7726	CAN	CANADA	CAN								CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		0	040	040	04	1	1.0	8	4	8	-3.05567438080165	1	Canada	CA	CA		60	-96	CA	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Canada	CA	CA		60	-96	CA	20251111024500	https://www.averyjournal.com/news/national/ukraine-chinas-critical-mineral-dominance-on-agenda-as-g7-meets/article_d40704c5-57c5-594a-b112-065fd477f3c6.html
1273510777	20251012	202510	2025	2025.7726	CAN	CANADA	CAN								RUS	RUSSIA	RUS								0	046	046	04	1	7.0	8	4	8	-3.05567438080165	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251111024500	https://www.averyjournal.com/news/national/ukraine-chinas-critical-mineral-dominance-on-agenda-as-g7-meets/article_d40704c5-57c5-594a-b112-065fd477f3c6.html
