1270894654	20241027	202410	2024	2024.8137	BLR	BELARUS	BLR								LVA	LATVIA	LVA								1	120	120	12	3	-4.0	5	1	5	-4.34782608695652	1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	1	Belarus	BO	BO		53	28	BO	20251027120000	https://bnn-news.com/border-guard-pressure-from-the-belarusian-side-remains-high-273515
1270894655	20241027	202410	2024	2024.8137	GOV	PRESIDENT						GOV			HLH	HOSPITAL						HLH			1	090	090	09	2	-2.0	8	1	8	-0.6006006006006	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251027120000	https://www.belfastlive.co.uk/news/irish-president-michael-d-higgins-32754339
1270894656	20241027	202410	2024	2024.8137	IRLGOV	IRELAND	IRL					GOV			HLH	HOSPITAL						HLH			1	090	090	09	2	-2.0	2	1	2	-0.6006006006006	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251027120000	https://www.belfastlive.co.uk/news/irish-president-michael-d-higgins-32754339
1270894657	20241027	202410	2024	2024.8137	ISR	ISRAEL	ISR								AUS	AUSTRALIA	AUS								0	075	075	07	2	7.0	1	1	1	1.4218009478673	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251027120000	https://www.jwire.com.au/100-australian-doctors-prepare-to-immigrate-to-israel/
1270894658	20241027	202410	2024	2024.8137	ISR	ISRAEL	ISR								AUS	AUSTRALIAN	AUS								0	075	075	07	2	7.0	6	1	6	1.4218009478673	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251027120000	https://www.jwire.com.au/100-australian-doctors-prepare-to-immigrate-to-israel/
1270894659	20241027	202410	2024	2024.8137	ISR	ISRAEL	ISR								AUS	AUSTRALIA	AUS								0	075	075	07	2	7.0	1	1	1	1.4218009478673	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251027120000	https://www.jwire.com.au/100-australian-doctors-prepare-to-immigrate-to-israel/
1270894660	20241027	202410	2024	2024.8137	MNCUSA	BOEING	USA					MNC													1	120	120	12	3	-4.0	10	1	10	-0.81699346405228	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20251027120000	https://aero-news.net:443/subsite.cfm?do=main.archive&year=2025&month=10&day=18
1270894661	20241027	202410	2024	2024.8137	PAK	ISLAMABAD	PAK								PAKGOV	PAKISTAN	PAK					GOV			0	043	043	04	1	2.8	2	1	2	-5.89622641509434	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251027120000	https://www.indiatvnews.com/news/world/zakir-naik-to-get-red-carpet-welcome-in-bangladesh-nine-years-after-dhaka-attack-and-ban-by-sheikh-hasina-govt-latest-updates-2025-10-27-1014577
1270894662	20241027	202410	2024	2024.8137	PAK	ISLAMABAD	PAK								PAKGOV	PAKISTAN	PAK					GOV			0	043	043	04	1	2.8	8	1	8	-5.89622641509434	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251027120000	https://www.indiatvnews.com/news/world/zakir-naik-to-get-red-carpet-welcome-in-bangladesh-nine-years-after-dhaka-attack-and-ban-by-sheikh-hasina-govt-latest-updates-2025-10-27-1014577
1270894663	20241027	202410	2024	2024.8137	PAKGOV	PAKISTAN	PAK					GOV			BGD	BANGLADESH	BGD								0	051	051	05	1	3.4	2	1	2	-5.89622641509434	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251027120000	https://www.indiatvnews.com/news/world/zakir-naik-to-get-red-carpet-welcome-in-bangladesh-nine-years-after-dhaka-attack-and-ban-by-sheikh-hasina-govt-latest-updates-2025-10-27-1014577
1270894664	20241027	202410	2024	2024.8137	PAKGOV	PAKISTAN	PAK					GOV			BGD	BANGLADESH	BGD								0	051	051	05	1	3.4	2	1	2	-5.89622641509434	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251027120000	https://www.indiatvnews.com/news/world/zakir-naik-to-get-red-carpet-welcome-in-bangladesh-nine-years-after-dhaka-attack-and-ban-by-sheikh-hasina-govt-latest-updates-2025-10-27-1014577
