1268053348	20241011	202410	2024	2024.7699	BUS	TRADER						BUS			GOV	PRIME MINISTER						GOV			0	051	051	05	1	3.4	10	1	10	2.71604938271605	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20251011134500	https://www.malaymail.com/news/malaysia/2025/10/11/hope-and-hesitation-budget-2026-education-plans-welcomed-with-caution-on-delivery/194265
1268053349	20241011	202410	2024	2024.7699	JPN	GUNMA	JPN																		0	171	171	17	4	-9.2	7	1	7	-6.52866242038216	5	Gunma, Gumma, Japan	JA	JA10	34057	36.5075	138.982	-228029	0								5	Gunma, Gumma, Japan	JA	JA10	34057	36.5075	138.982	-228029	20251011134500	https://www.express.co.uk/news/world/2120097/horror-pensioner-head-ripped-by-bear
1268053350	20241011	202410	2024	2024.7699	PRK	NORTH KOREAN	PRK								UKR	UKRAINE	UKR								0	190	190	19	4	-10.0	1	1	1	3.81471389645777	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	1	Ukraine	UP	UP		49	32	UP	20251011134500	http://www.japanherald.com/news/278630553/north-korea-holds-massive-military-parade
1268053351	20241011	202410	2024	2024.7699	PRK	NORTH KOREAN	PRK								UKR	UKRAINIAN	UKR								0	190	190	19	4	-10.0	7	1	7	3.81471389645777	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251011134500	http://www.japanherald.com/news/278630553/north-korea-holds-massive-military-parade
1268053352	20241011	202410	2024	2024.7699	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	6	1	6	-2.72952853598015	3	Northside School, Illinois, United States	US	USIL	IL023	39.3931	-87.6953	414679	0								3	Northside School, Illinois, United States	US	USIL		39.3931	-87.6953	414679	20251011134500	https://qconline.com/news/local/education/article_34b81a28-e8c7-41a3-9add-67f4a02b5add.html
1268053353	20250911	202509	2025	2025.6877	IND	CALCUTTA	IND								BGD	BANGLADESH	BGD								0	063	063	06	2	7.4	2	1	2	-9.85324947589094	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20251011134500	https://indianexpress.com/article/world/bangladesh-court-to-indict-pregnant-indian-woman-3-others-on-intrusion-charges-10301321/
1268053354	20250911	202509	2025	2025.6877	IND	CALCUTTA	IND								BGD	BANGLADESH	BGD								0	063	063	06	2	7.4	2	1	2	-9.85324947589094	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20251011134500	https://indianexpress.com/article/world/bangladesh-court-to-indict-pregnant-indian-woman-3-others-on-intrusion-charges-10301321/
1268053355	20250911	202509	2025	2025.6877	INDJUD	CALCUTTA	IND					JUD			BGD	BANGLADESH	BGD								0	063	063	06	2	7.4	2	1	2	-9.85324947589094	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20251011134500	https://indianexpress.com/article/world/bangladesh-court-to-indict-pregnant-indian-woman-3-others-on-intrusion-charges-10301321/
1268053356	20250911	202509	2025	2025.6877	JUD	HIGH COURT						JUD			BGD	BANGLADESH	BGD								0	063	063	06	2	7.4	4	1	4	-9.85324947589094	4	Calcutta, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20251011134500	https://indianexpress.com/article/world/bangladesh-court-to-indict-pregnant-indian-woman-3-others-on-intrusion-charges-10301321/
1268053357	20250911	202509	2025	2025.6877	MED	MEDIA						MED			CHN	CHINA	CHN								1	061	061	06	2	6.4	2	1	2	-3.37662337662337	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251011134500	https://www.presstv.ir/Detail/2025/10/11/756691/Trump-threatens-to-impose-additional-100-percent-tariff-on-China
1268053358	20250911	202509	2025	2025.6877	MED	MEDIA						MED			CHN	CHINA	CHN								1	061	061	06	2	6.4	8	1	8	-3.37662337662337	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251011134500	https://www.presstv.ir/Detail/2025/10/11/756691/Trump-threatens-to-impose-additional-100-percent-tariff-on-China
