1271904212	20241101	202411	2024	2024.8247	ITAJUD	MILAN	ITA					JUD			BUS	COMPANY						BUS			1	090	090	09	2	-2.0	8	1	8	-4.4	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20251101110000	https://www.bbc.co.uk/news/articles/cpq11v5d1rno
1271904213	20241101	202411	2024	2024.8247	LEG	SENATE						LEG			USA	CONNECTICUT	USA								1	060	060	06	2	6.0	2	1	2	-2.01931518876208	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251101110000	https://www.courant.com/2025/11/01/snap-suspension-a-reminder-to-ct-gop-trump-sets-the-agenda/
1271904214	20241101	202411	2024	2024.8247	LEG	SENATE						LEG			USA	CONNECTICUT	USA								1	060	060	06	2	6.0	8	1	8	-2.01931518876208	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251101110000	https://www.courant.com/2025/11/01/snap-suspension-a-reminder-to-ct-gop-trump-sets-the-agenda/
1271904215	20251002	202510	2025	2025.7452	JPN	JAPAN	JPN								USA	WASHINGTON	USA								1	190	190	19	4	-10.0	10	1	10	-0.83682008368201	1	Japan	JA	JA		36	138	JA	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20251101110000	https://www.yahoo.com/news/articles/japans-pm-says-no-plan-102318258.html
1271904216	20251002	202510	2025	2025.7452	OPP	THE OPPOSITION						OPP													1	020	020	02	1	3.0	8	1	8	-2.89156626506024	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251101110000	https://www.hindustantimes.com/world-news/14-fall-in-indian-arrivals-to-canada-as-temp-residents-in-jan-june-since-2024-101761991948460.html
1271904217	20251002	202510	2025	2025.7452	OPP	THE OPPOSITION						OPP			CANGOV	CANADA	CAN					GOV			1	020	020	02	1	3.0	2	1	2	-2.89156626506024	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251101110000	https://www.hindustantimes.com/world-news/14-fall-in-indian-arrivals-to-canada-as-temp-residents-in-jan-june-since-2024-101761991948460.html
1271904218	20251025	202510	2025	2025.8082	CVL	CITIZEN						CVL			EDU	SCHOOL						EDU			0	190	190	19	4	-10.0	8	1	8	-3.95913154533844	3	Waukegan, Illinois, United States	US	USIL	IL097	42.3636	-87.8448	420650	3	Waukegan, Illinois, United States	US	USIL	IL097	42.3636	-87.8448	420650	3	Waukegan, Illinois, United States	US	USIL	IL097	42.3636	-87.8448	420650	20251101110000	https://www.yahoo.com/news/articles/tribune-quotes-week-quiz-nov-100000323.html
1271904219	20251025	202510	2025	2025.8082	CVL	CITIZEN						CVL			EDU	SCHOOL						EDU			0	190	190	19	4	-10.0	2	1	2	-3.95913154533844	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251101110000	https://www.yahoo.com/news/articles/tribune-quotes-week-quiz-nov-100000323.html
1271904220	20251101	202511	2025	2025.8247											AFR	AFRICA	AFR								0	014	014	01	1	0.0	6	1	6	3.125	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20251101110000	https://www.the-star.co.ke/news/2025-11-01-ps-urges-african-countries-to-prioritise-sustainability
1271904221	20251101	202511	2025	2025.8247											AFR	AFRICA	AFR								0	036	036	03	1	4.0	4	1	4	1.04166666666666	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251101110000	https://simpleflying.com/8-routes-where-delta-air-lines-flies-to-africa/
1271904222	20251101	202511	2025	2025.8247											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	3.125	0								4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	20251101110000	https://www.the-star.co.ke/news/2025-11-01-ps-urges-african-countries-to-prioritise-sustainability
1271904223	20251101	202511	2025	2025.8247											AFR	AFRICA	AFR								1	057	057	05	1	8.0	10	1	10	3.57142857142857	0								4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	4	Luanda, Luanda, Angola	AO	AO10	18585	-8.83833	13.2344	-2866283	20251101110000	https://www.newsghana.com.gh/africa-forges-new-us1-5-billion-infrastructure-fund-at-luanda-summit/
1271904224	20251101	202511	2025	2025.8247											AFR	AFRICA	AFR								0	084	084	08	2	7.0	1	1	1	-6.87160940325497	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Umtata, Eastern Cape, South Africa	SF	SF05	77323	-31.5889	28.7844	-1294364	20251101110000	https://www.sowetan.co.za/news/2025-11-01-13-motorists-arrested-for-drunk-driving-in-kzn-roadblock/
1271904225	20251101	202511	2025	2025.8247											AFR	AFRICA	AFR								0	084	084	08	2	7.0	1	1	1	-6.87160940325497	0								4	Umtata, Eastern Cape, South Africa	SF	SF05	77323	-31.5889	28.7844	-1294364	4	Umtata, Eastern Cape, South Africa	SF	SF05	77323	-31.5889	28.7844	-1294364	20251101110000	https://www.sowetan.co.za/news/2025-11-01-13-motorists-arrested-for-drunk-driving-in-kzn-roadblock/
1271904226	20251101	202511	2025	2025.8247											ARE	UNITED ARAB EMIRATES	ARE								1	042	042	04	1	1.9	2	1	2	6.19469026548673	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251101110000	https://tradearabia.com:443/News/329907/Tourism365-to-showcase-Abu-Dhabi
1271904227	20251101	202511	2025	2025.8247											ARG	PAMPAS	ARG								1	036	036	03	1	4.0	5	1	5	4.81727574750831	0								0								0								20251101110000	https://www.courant.com/2025/11/01/in-the-home-time-to-start-thinking-about-thanksgiving-dcor-with-natural-decorations-and-rustic-colors/
1271904228	20251101	202511	2025	2025.8247											ARM	ARMENIA	ARM								0	036	036	03	1	4.0	4	1	4	-10.3092783505155	0								1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20251101110000	https://www.panarmenian.net/eng/news/327700/
1271904229	20251101	202511	2025	2025.8247											AZEGOV	AZERBAIJAN	AZE					GOV			1	040	040	04	1	1.0	1	1	1	2.94117647058824	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251101110000	https://www.panarmenian.net/eng/news/327702/
1271904230	20251101	202511	2025	2025.8247											BUS	BUSINESS						BUS			0	040	040	04	1	1.0	10	1	10	-1.58353127474268	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251101110000	https://www.businessinsider.com/older-american-workers-health-issues-challenges-disabilities-2025-11
1271904231	20251101	202511	2025	2025.8247											BUS	COMPANY						BUS			1	084	084	08	2	7.0	2	1	2	2.90178571428572	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251101110000	https://www.courant.com/2025/11/01/arts-picks-for-nov-2-8/
