1271472685	20241030	202410	2024	2024.8219	ECU	ECUADOR	ECU								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	5	1	5	1.12044817927171	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	4	Guayaquil, Guayas, Ecuador	EC	EC10	18585	-2.16667	-79.9	-927505	20251030053000	https://www.finanznachrichten.de/nachrichten-2025-10/66831192-aebe-ecuador-strengthens-position-as-russia-s-top-banana-supplier-008.htm
1271472686	20250930	202509	2025	2025.7397	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-0.84151472650772	3	Pilgrim Lutheran Church, Rhode Island, United States	US	USRI	RI003	41.7265	-71.4059	1902960	0								3	Pilgrim Lutheran Church, Rhode Island, United States	US	USRI		41.7265	-71.4059	1902960	20251030053000	http://warwickonline.com/stories/freeze-in-food-aid-puts-7300-in-need,315855
1271472687	20251023	202510	2025	2025.8027	BUS	PRODUCER						BUS			RUS	MOSCOW	RUS								1	163	163	16	4	-8.0	5	1	5	-2.83687943262411	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251030053000	https://www.thehindubusinessline.com/companies/ioc-seeks-bids-for-24-million-barrels-of-oil-from-americas-for-march-quarter-document-shows/article70219767.ece
1271472688	20251023	202510	2025	2025.8027	USAELI	UNITED STATES	USA					ELI			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	0.47619047619048	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251030053000	https://bradblog.com/?p=15545
1271472689	20251029	202510	2025	2025.8192	COP	PRISON						COP													1	173	173	17	4	-5.0	6	1	6	-3.53846153846154	3	Columbia University, New York, United States	US	USNY	NY061	40.809	-73.9613	947193	0								3	Columbia University, New York, United States	US	USNY		40.809	-73.9613	947193	20251030053000	https://www.ruthfullyyours.com/2025/10/30/tarek-bazrouk-and-american-domestic-extremism-seth-mandel/
1271472690	20251029	202510	2025	2025.8192	COP	PRISON						COP													1	180	180	18	4	-9.0	6	1	6	-3.53846153846154	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	0								5	Southern District, HaDarom, Israel	IS	IS01	18315	30.6667	34.8333	-779957	20251030053000	https://www.ruthfullyyours.com/2025/10/30/tarek-bazrouk-and-american-domestic-extremism-seth-mandel/
1271472691	20251029	202510	2025	2025.8192	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	2	1	2	-3.53846153846154	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251030053000	https://www.ruthfullyyours.com/2025/10/30/tarek-bazrouk-and-american-domestic-extremism-seth-mandel/
1271472692	20251029	202510	2025	2025.8192	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	2	1	2	-3.53846153846154	3	Columbia University, New York, United States	US	USNY	NY061	40.809	-73.9613	947193	3	Columbia University, New York, United States	US	USNY		40.809	-73.9613	947193	3	Columbia University, New York, United States	US	USNY		40.809	-73.9613	947193	20251030053000	https://www.ruthfullyyours.com/2025/10/30/tarek-bazrouk-and-american-domestic-extremism-seth-mandel/
1271472693	20251029	202510	2025	2025.8192	USA	UNITED STATES	USA								COP	PRISON						COP			1	180	180	18	4	-9.0	4	1	4	-3.53846153846154	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20251030053000	https://www.ruthfullyyours.com/2025/10/30/tarek-bazrouk-and-american-domestic-extremism-seth-mandel/
1271472694	20251030	202510	2025	2025.8219											AUS	NORTHERN TERRITORY	AUS								0	012	012	01	1	-0.4	10	1	10	-3.3214709371293	0								5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20251030053000	https://www.sbs.com.au/news/podcast-episode/new-environment-laws-due-to-be-introduced-parliament-midday-news-bulletin-30-october-2025/doflhc4fa
1271472695	20251030	202510	2025	2025.8219											AUS	NORTHERN TERRITORY	AUS								0	040	040	04	1	1.0	10	1	10	-3.3214709371293	0								5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	5	Northern Territory, Northern Territory, Australia	AS	AS03	40197	-20	134	-1592100	20251030053000	https://www.sbs.com.au/news/podcast-episode/new-environment-laws-due-to-be-introduced-parliament-midday-news-bulletin-30-october-2025/doflhc4fa
1271472696	20251030	202510	2025	2025.8219											AUS	NORTHERN TERRITORY	AUS								0	042	042	04	1	1.9	10	1	10	-3.3214709371293	0								4	Manuka, Queensland, Australia	AS	AS04	5253	-21.7167	143.4	-1585674	4	Manuka, Queensland, Australia	AS	AS04	5253	-21.7167	143.4	-1585674	20251030053000	https://www.sbs.com.au/news/podcast-episode/new-environment-laws-due-to-be-introduced-parliament-midday-news-bulletin-30-october-2025/doflhc4fa
1271472697	20251030	202510	2025	2025.8219											AUS	SYDNEY	AUS								0	043	043	04	1	2.8	10	1	10	0	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251030053000	https://www.breezejmu.org/news/sga-allocates-nearly-4-000-hears-proposals-for-amendments/article_d04ee4ec-706f-47ad-842f-95408e88d2bd.html
1271472698	20251030	202510	2025	2025.8219											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	8	1	8	4.1335453100159	0								4	Tomago, New South Wales, Australia	AS	AS02	5096	-32.8333	151.733	-1605036	4	Tomago, New South Wales, Australia	AS	AS02	5096	-32.8333	151.733	-1605036	20251030053000	https://www.dungogchronicle.com.au/story/9100977/support-for-clean-energy-plan-that-would-sustain-tomago-smelter/
1271472699	20251030	202510	2025	2025.8219											AUS	AUSTRALIA	AUS								1	100	100	10	3	-5.0	20	1	10	-2.05882352941177	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251030053000	https://www.geelongadvertiser.com.au/news/national/back-australia/aussies-back-defence-investment-as-china-fears-grow/news-story/3d17ae0797267205e1891e0c03f2c5f8?nk=15c7f0a99e6f550823f6d37184ff1ce6-1761801412
1271472700	20251030	202510	2025	2025.8219											AUSHLH	AUSTRALIA	AUS					HLH			1	042	042	04	1	1.9	8	1	8	1.25523012552301	0								4	Millmerran, Queensland, Australia	AS	AS04	154700	-27.8791	151.271	-1587669	4	Millmerran, Queensland, Australia	AS	AS04	154700	-27.8791	151.271	-1587669	20251030053000	https://www.abc.net.au/news/2025-10-30/ned-winter-remembered-south-west-qld-to-the-world/105946908
1271472701	20251030	202510	2025	2025.8219											AUT	AUSTRIA	AUT								1	040	040	04	1	1.0	4	1	4	-8.06591500433651	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251030053000	https://www.tribtoday.com/news/local-news/2025/10/man-accused-of-trying-to-bribe-liberty-officers-indicted/
1271472702	20251030	202510	2025	2025.8219											AUT	AUSTRIA	AUT								1	173	173	17	4	-5.0	1	1	1	-8.06591500433651	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251030053000	https://www.tribtoday.com/news/local-news/2025/10/man-accused-of-trying-to-bribe-liberty-officers-indicted/
1271472703	20251030	202510	2025	2025.8219											BEL	BRUSSELS	BEL								1	012	012	01	1	-0.4	10	1	10	-2.64765784114053	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251030053000	https://www.budapesttimes.hu/hungary/orban-stopping-the-war-should-have-been-the-job-of-european-diplomacy/
