1272809070	20241106	202411	2024	2024.8384	BRA	BELEM	BRA								AZE	AZERBAIJAN	AZE								1	046	046	04	1	7.0	7	1	7	0.68027210884354	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20251106170000	https://www.sej.org/headlines/brazil-launches-plan-scale-climate-finance-13-trillion-year
1272809071	20241106	202411	2024	2024.8384	CYP	CYPRUS	CYP								IGOEUREEC	THE EU	EUR	EEC				IGO			1	043	043	04	1	2.8	10	1	10	0.2004008016032	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20251106170000	https://cyprus-mail.com/2025/11/06/eea-chief-praises-cyprus-water-management-as-a-model-for-europe
1272809072	20241106	202411	2024	2024.8384	EUR	EUROPE	EUR								MILHLH	MILITARY						MIL	HLH		0	043	043	04	1	2.8	1	1	1	0.22471910112359	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20251106170000	https://timesofsandiego.com/politics/2025/11/06/nancy-pelosi-retirement-announcement/
1272809073	20241106	202411	2024	2024.8384	IGOEUREEC	THE EU	EUR	EEC				IGO			CYP	CYPRUS	CYP								1	042	042	04	1	1.9	10	1	10	0.2004008016032	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20251106170000	https://cyprus-mail.com/2025/11/06/eea-chief-praises-cyprus-water-management-as-a-model-for-europe
1272809074	20241106	202411	2024	2024.8384	MILHLH	MILITARY						MIL	HLH		EUR	EUROPE	EUR								0	042	042	04	1	1.9	1	1	1	0.22471910112359	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20251106170000	https://timesofsandiego.com/politics/2025/11/06/nancy-pelosi-retirement-announcement/
1272809075	20251007	202510	2025	2025.7589	GOV	GOVERNOR						GOV													0	120	120	12	3	-4.0	10	1	10	-0.66889632107023	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251106170000	https://aninews.in/news/national/politics/congress-sold-itself-to-aimimdont-talk-about-respect-of-hindus-christians-union-minister-kishan-reddy20251106213717/
1272809076	20251007	202510	2025	2025.7589	ISR	ISRAELI	ISR								PSE	WEST BANK	PSE								1	190	190	19	4	-10.0	1	1	1	-3.96498455200824	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20251106170000	https://www.justsecurity.org/124085/early-edition-november-6-2025/
1272809077	20251007	202510	2025	2025.7589	ISR	ISRAELI	ISR								PSE	WEST BANK	PSE								1	190	190	19	4	-10.0	1	1	1	-3.96498455200824	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20251106170000	https://www.justsecurity.org/124085/early-edition-november-6-2025/
1272809078	20251007	202510	2025	2025.7589	MED	PUBLICATION						MED			CRM	PAEDOPHILE						CRM			1	071	071	07	2	7.4	10	1	10	-0.187265917603	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	4	Sandringham, Norfolk, United Kingdom	UK	UKI9	40122	52.8333	0.516667	-2607088	20251106170000	https://metro.co.uk/2025/11/06/king-charles-formally-strips-andrew-dignity-a-prince-24635782/
1272809079	20251007	202510	2025	2025.7589	MIL	FIGHTER JET						MIL			USA	WASHINGTON	USA								1	042	042	04	1	1.9	5	1	5	7.31182795698925	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251106170000	https://www.airforce-technology.com/news/ge-aerospace-shield-ai/
1272809080	20251007	202510	2025	2025.7589	RUS	RUSSIAN	RUS								VEN	CARACAS	VEN								0	042	042	04	1	1.9	7	1	7	-2.83018867924528	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251106170000	https://www.thetimes.com/world/latin-america/article/russia-hypersonic-missiles-venezuela-news-96xhjvrpv
