1265887220	20240929	202409	2024	2024.7370	BUS	COMPANIES						BUS													1	172	172	17	4	-5.0	10	1	10	-3.51648351648352	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20250929204500	https://naharnet.com/stories/en/315513-apple-asks-eu-to-scrap-landmark-digital-competition-law
1265887221	20240929	202409	2024	2024.7370	CAN	CANADA	CAN																		1	017	017	01	1	0.0	2	1	2	-0.43668122270743	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250929204500	https://www.blogto.com/eat_drink/2025/09/imperial-pub-closing-toronto/
1265887222	20240929	202409	2024	2024.7370	NGOBUSWEF	WORLD ECONOMIC FORUM		WEF				NGO	BUS												0	012	012	01	1	-0.4	5	1	5	-2.58358662613982	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	0								4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20250929204500	https://www.ft.lk/it-telecom-tech/Through-deepfakes-and-data-breaches-CEOs-must-lead-cybersecurity-battle/50-782360
1265887223	20240929	202409	2024	2024.7370	UKR	UKRAINE	UKR								MIL	INFANTRY						MIL			0	070	070	07	2	7.0	1	1	1	-2.38907849829351	1	Ukraine	UP	UP		49	32	UP	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250929204500	https://www.theblaze.com/return/thermal-shielding-the-latest-tactic-to-survive-today-s-drone-swarmed-battlefields
1265887224	20240929	202409	2024	2024.7370	UKR	UKRAINE	UKR								SWE	SWEDEN	SWE								0	070	070	07	2	7.0	4	1	4	-2.38907849829351	1	Ukraine	UP	UP		49	32	UP	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250929204500	https://www.theblaze.com/return/thermal-shielding-the-latest-tactic-to-survive-today-s-drone-swarmed-battlefields
1265887225	20250830	202508	2025	2025.6575	BMU	BERMUDA	BMU								LEG	SENATE						LEG			1	010	010	01	1	0.0	4	1	4	2.461257976299	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20250929204500	https://www.royalgazette.com/politics/news/article/20250929/prison-service-to-be-bolstered-with-new-hires/
1265887226	20250830	202508	2025	2025.6575	GOV	MINIST OF JUSTICE						GOV			LEG	SENATE						LEG			1	013	013	01	1	0.4	10	1	10	2.461257976299	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20250929204500	https://www.royalgazette.com/politics/news/article/20250929/prison-service-to-be-bolstered-with-new-hires/
1265887227	20250830	202508	2025	2025.6575	USAEDU	ILLINOIS	USA					EDU			USA	AMERICAN	USA								1	090	090	09	2	-2.0	6	1	6	0.86206896551724	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250929204500	https://www.wsiu.org/siu/2025-09-29/siu-to-host-international-gathering-on-philosopher-john-deweys-orienting-text
1265887228	20250830	202508	2025	2025.6575	USAEDU	ILLINOIS	USA					EDU			USA	AMERICAN	USA								1	090	090	09	2	-2.0	4	1	4	0.86206896551724	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250929204500	https://www.wsiu.org/siu/2025-09-29/siu-to-host-international-gathering-on-philosopher-john-deweys-orienting-text
1265887229	20250922	202509	2025	2025.7178											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	10	1	10	0.70671378091872	0								3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20250929204500	https://oregonbusiness.com/amid-a-challenging-new-normal-portlands-design-community-reimagines-the-downtown-waterfront/
1265887230	20250922	202509	2025	2025.7178											MHL	MARSHALL ISLANDS	MHL								1	010	010	01	1	0.0	2	1	2	-1.75182481751824	0								1	Palau	PS	PS		6	134	PS	1	Palau	PS	PS		6	134	PS	20250929204500	https://www.yahoo.com/news/articles/developing-countries-accuse-rich-broken-202422171.html
