1269923234	20241022	202410	2024	2024.8000	COP	POLICE OFFICER						COP			MDV	MALE	MDV								1	0841	084	08	2	7.0	10	1	10	-6.50224215246637	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251022000000	https://www.belfastlive.co.uk/news/northern-ireland/belfast-courier-custodian-drugs-cash-32722009
1269923235	20241022	202410	2024	2024.8000	GOV	GOVERNMENT						GOV			USA	THE US	USA								1	042	042	04	1	1.9	10	1	10	0.31023784901758	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20251022000000	https://www.middleeasteye.net/news/visa-mortgage-restrictions-may-already-restricting-flow-indian-nationals-us
1269923236	20241022	202410	2024	2024.8000	LEG	SENATE						LEG			EDU	SCHOOL						EDU			1	071	071	07	2	7.4	3	1	3	-2.84431137724551	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251022000000	https://www.witf.org/2025/10/21/268025/
1269923237	20241022	202410	2024	2024.8000	MIL	JOINT CHIEFS OF STAFF						MIL													1	154	154	15	4	-7.2	21	7	21	-1.41324698891195	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20251022000000	https://www.mendocinobeacon.com/2025/10/21/pentagon-army-vice-chief/
1269923238	20241022	202410	2024	2024.8000	USA	UNITED STATES	USA																		0	172	172	17	4	-5.0	1	1	1	-3.36134453781513	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251022000000	https://www.theguardian.com/us-news/2025/oct/21/trump-nominee-paul-ingrassia-racist-texts
1269923239	20241022	202410	2024	2024.8000	USA	PENNSYLVANIA	USA								EDU	SCHOOL						EDU			1	071	071	07	2	7.4	5	1	5	-2.84431137724551	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251022000000	https://www.witf.org/2025/10/21/268025/
1269923240	20241022	202410	2024	2024.8000	USA	THE US	USA								GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	10	1	10	0.31023784901758	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20251022000000	https://www.middleeasteye.net/news/visa-mortgage-restrictions-may-already-restricting-flow-indian-nationals-us
1269923241	20241022	202410	2024	2024.8000	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	010	010	01	1	0.0	4	1	4	-0.31578947368421	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251022000000	https://www.yahoo.com/news/articles/mass-ag-campbell-sidesteps-congress-223310573.html
1269923242	20241022	202410	2024	2024.8000	USA	UNITED STATES	USA								LEG	LEGISLATURE						LEG			0	090	090	09	2	-2.0	4	1	4	-0.31578947368421	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	3	New Bedford, Massachusetts, United States	US	USMA		41.6362	-70.9342	613714	20251022000000	https://www.yahoo.com/news/articles/mass-ag-campbell-sidesteps-congress-223310573.html
1269923243	20241022	202410	2024	2024.8000	USA	UNITED STATES	USA								MIL	JOINT CHIEFS OF STAFF						MIL			1	154	154	15	4	-7.2	18	6	18	-1.43737166324435	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.mendocinobeacon.com/2025/10/21/pentagon-army-vice-chief/
1269923244	20241022	202410	2024	2024.8000	VEN	VENEZUELA	VEN																		1	154	154	15	4	-7.2	6	6	6	-1.43737166324435	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251022000000	https://www.mendocinobeacon.com/2025/10/21/pentagon-army-vice-chief/
1269923245	20241022	202410	2024	2024.8000	VEN	VENEZUELA	VEN																		1	154	154	15	4	-7.2	1	1	1	-1.26849894291755	1	Venezuela	VE	VE		8	-66	VE	0								1	Venezuela	VE	VE		8	-66	VE	20251022000000	https://www.defensenews.com/news/pentagon-congress/2025/10/21/trump-taps-hegseths-top-military-aide-for-army-vice-chief-of-staff/
1269923246	20241022	202410	2024	2024.8000	VEN	VENEZUELA	VEN								MIL	JOINT CHIEFS OF STAFF						MIL			1	154	154	15	4	-7.2	3	1	3	-1.26849894291755	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Venezuela	VE	VE		8	-66	VE	20251022000000	https://www.defensenews.com/news/pentagon-congress/2025/10/21/trump-taps-hegseths-top-military-aide-for-army-vice-chief-of-staff/
1269923247	20250922	202509	2025	2025.7178											USA	MARYLAND	USA								1	043	043	04	1	2.8	2	1	2	0	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251022000000	https://www.capitalgazette.com/2025/10/21/wes-moore-to-headline-texas-political-festival/
1269923248	20250922	202509	2025	2025.7178	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								1	051	051	05	1	3.4	1	1	1	-5.31400966183575	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20251022000000	https://www.yahoo.com/news/articles/ice-arrests-18-people-west-232955785.html
1269923249	20250922	202509	2025	2025.7178	USA	MARYLAND	USA																		1	042	042	04	1	1.9	2	1	2	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251022000000	https://www.capitalgazette.com/2025/10/21/wes-moore-to-headline-texas-political-festival/
1269923250	20251015	202510	2025	2025.7808	CVL	VOTER						CVL			USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	-3.24324324324324	3	Washoe County, Nevada, United States	US	USNV	NV031	40.7502	-119.626	858608	3	Washoe County, Nevada, United States	US	USNV		40.7502	-119.626	858608	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923251	20251015	202510	2025	2025.7808	GOV	SECRETARY OF STATE						GOV			HUN	BUDAPEST	HUN								1	046	046	04	1	7.0	6	1	6	-2.23285486443381	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269923252	20251015	202510	2025	2025.7808	GOV	MAYOR						GOV			USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	21	7	21	-4.91730759879087	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251022000000	https://www.pasadenastarnews.com/2025/10/21/federal-enforcement-san-francisco/
1269923253	20251015	202510	2025	2025.7808	HUN	BUDAPEST	HUN								GOV	SECRETARY OF STATE						GOV			1	046	046	04	1	7.0	6	1	6	-2.23285486443381	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269923254	20251015	202510	2025	2025.7808	HUN	HUNGARY	HUN								RUS	MOSCOW	RUS								0	138	138	13	3	-7.0	1	1	1	-1.60818713450292	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923255	20251015	202510	2025	2025.7808	HUN	HUNGARY	HUN								RUS	MOSCOW	RUS								0	138	138	13	3	-7.0	1	1	1	-1.60818713450292	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923256	20251015	202510	2025	2025.7808	HUN	BUDAPEST	HUN								UKR	UKRAINE	UKR								1	046	046	04	1	7.0	1	1	1	-2.23285486443381	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269923257	20251015	202510	2025	2025.7808	HUN	BUDAPEST	HUN								UKR	UKRAINE	UKR								1	046	046	04	1	7.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269923258	20251015	202510	2025	2025.7808	HUN	HUNGARY	HUN								UKR	UKRAINE	UKR								0	080	080	08	2	5.0	2	1	2	-1.60818713450292	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923259	20251015	202510	2025	2025.7808	HUN	HUNGARY	HUN								UKR	KYIV	UKR								0	138	138	13	3	-7.0	2	1	2	-1.60818713450292	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923260	20251015	202510	2025	2025.7808	RUS	MOSCOW	RUS								UKR	KYIV	UKR								0	138	138	13	3	-7.0	2	1	2	-1.60818713450292	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923261	20251015	202510	2025	2025.7808	RUS	MOSCOW	RUS								UKR	KYIV	UKR								0	190	190	19	4	-10.0	2	1	2	-1.60818713450292	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923262	20251015	202510	2025	2025.7808	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	190	190	19	4	-10.0	1	1	1	-1.60818713450292	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923263	20251015	202510	2025	2025.7808	UKR	UKRAINE	UKR								HUN	BUDAPEST	HUN								1	046	046	04	1	7.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269923264	20251015	202510	2025	2025.7808	UKR	UKRAINE	UKR								HUN	BUDAPEST	HUN								1	046	046	04	1	7.0	1	1	1	-2.23285486443381	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20251022000000	https://www.yasstribune.com.au/story/9094138/wasted-meeting-trump-putin-talks-on-ukraine-shelved/
1269923265	20251015	202510	2025	2025.7808	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	1	1	1	-1.60818713450292	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20251022000000	https://www.hometownregister.com/news/national/trump-says-doesnt-want-wasted-meeting-with-putin/article_2b8cd951-663c-50f2-b724-5a5e1d2e3336.html
1269923266	20251015	202510	2025	2025.7808	USA	UNITED STATES	USA								CVL	VOTER						CVL			1	043	043	04	1	2.8	2	1	2	-3.24324324324324	3	Washoe County, Nevada, United States	US	USNV	NV031	40.7502	-119.626	858608	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923267	20251015	202510	2025	2025.7808	USA	NEW YORK	USA								MED	MEDIA						MED			1	120	120	12	3	-4.0	20	2	20	-1.4018691588785	0								0								0								20251022000000	https://thetandd.com/life-entertainment/nation-world/music/article_1b7ae3f6-750e-56c0-92ba-ba8828e06a42.html
1269923268	20251015	202510	2025	2025.7808	USA	UNITED STATES	USA								USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	14	7	14	-4.91730759879087	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251022000000	https://www.pasadenastarnews.com/2025/10/21/federal-enforcement-san-francisco/
1269923269	20251015	202510	2025	2025.7808	USA	NEVADA	USA								was	WASHOE			was						1	042	042	04	1	1.9	1	1	1	-3.24324324324324	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	3	Washoe County, Nevada, United States	US	USNV		40.7502	-119.626	858608	3	Washoe County, Nevada, United States	US	USNV		40.7502	-119.626	858608	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923270	20251015	202510	2025	2025.7808	USA	NEVADA	USA								was	WASHOE			was						1	042	042	04	1	1.9	2	1	2	-3.24324324324324	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	3	Washoe County, Nevada, United States	US	USNV		40.7502	-119.626	858608	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923271	20251015	202510	2025	2025.7808	USAGOV	UNITED STATES	USA					GOV			USAMED	THE ASSOCIATED PRESS	USA					MED			1	013	013	01	1	0.4	14	7	14	-4.91730759879087	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251022000000	https://www.pasadenastarnews.com/2025/10/21/federal-enforcement-san-francisco/
1269923272	20251015	202510	2025	2025.7808	USAJUD	UNITED STATES	USA					JUD													1	016	016	01	1	-2.0	1	1	1	-10.0840336134453	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20251022000000	https://1019bigwaax.iheart.com/content/2025-10-21-father-facing-charges-after-son-2-dies-in-floodwaters/
1269923273	20251015	202510	2025	2025.7808	was	WASHOE			was						USA	NEVADA	USA								1	043	043	04	1	2.8	1	1	1	-3.24324324324324	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923274	20251015	202510	2025	2025.7808	was	WASHOE			was						USA	NEVADA	USA								1	043	043	04	1	2.8	1	1	1	-3.24324324324324	3	Washoe County, Nevada, United States	US	USNV	NV031	40.7502	-119.626	858608	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	3	Washoe, California, United States	US	USCA	CA097	38.3057	-122.736	1701283	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923275	20251015	202510	2025	2025.7808	was	WASHOE			was						USA	NEVADA	USA								1	043	043	04	1	2.8	1	1	1	-3.24324324324324	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251022000000	https://nevadanewsandviews.com/how-washoe-county-is-turning-a-blind-eye-to-dirty-voter-rolls-rov-caught-red-handed-rejecting-proof-of-out-of-state-voters/
1269923276	20251022	202510	2025	2025.8000											AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		0	110	110	11	3	-2.0	6	1	6	0	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251022000000	https://www.wgbh.org/news/2025-10-21/just-because-she-won-a-nobel-doesnt-mean-malala-didnt-break-some-rules-in-college
1269923277	20251022	202510	2025	2025.8000											AFGINSTALUAF	TALIBAN	AFG	TAL				INS	UAF		0	110	110	11	3	-2.0	4	1	4	0	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Pakistan	PK	PK		30	70	PK	20251022000000	https://www.wgbh.org/news/2025-10-21/just-because-she-won-a-nobel-doesnt-mean-malala-didnt-break-some-rules-in-college
1269923278	20251022	202510	2025	2025.8000											AUS	SYDNEY	AUS								0	020	020	02	1	3.0	20	2	20	4.532408335003	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20251022000000	https://www.manilatimes.net/2025/10/22/tmt-newswire/globenewswire/hyspec-homes-expands-custom-home-building-services-across-wollongong-and-greater-sydney/2205630
1269923279	20251022	202510	2025	2025.8000											AUS	AUSTRALIAN	AUS								1	030	030	03	1	4.0	10	1	10	3.55191256830601	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251022000000	https://www.bandt.com.au/omnicom-to-seal-ipg-takeover-in-november-apac-revenue-down-by-3-7-in-q3/
1269923280	20251022	202510	2025	2025.8000											AUS	BRISBANE	AUS								1	036	036	03	1	4.0	5	1	5	2.60586319218241	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20251022000000	https://www.miragenews.com/anz-hackathon-boosts-queenslands-cyber-workforce-1555174/
1269923281	20251022	202510	2025	2025.8000											AUS	SYDNEY	AUS								0	042	042	04	1	1.9	12	2	12	4.532408335003	0								4	Sutherland Shire, New South Wales, Australia	AS	AS02	5086	-34.0833	151.05	-1603016	4	Sutherland Shire, New South Wales, Australia	AS	AS02	5086	-34.0833	151.05	-1603016	20251022000000	https://www.manilatimes.net/2025/10/22/tmt-newswire/globenewswire/hyspec-homes-expands-custom-home-building-services-across-wollongong-and-greater-sydney/2205630
1269923282	20251022	202510	2025	2025.8000											AUS	SYDNEY	AUS								0	042	042	04	1	1.9	8	2	8	4.532408335003	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20251022000000	https://www.manilatimes.net/2025/10/22/tmt-newswire/globenewswire/hyspec-homes-expands-custom-home-building-services-across-wollongong-and-greater-sydney/2205630
1269923283	20251022	202510	2025	2025.8000											AUS	AUSTRALIAN	AUS								1	046	046	04	1	7.0	10	1	10	3.55191256830601	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251022000000	https://www.bandt.com.au/omnicom-to-seal-ipg-takeover-in-november-apac-revenue-down-by-3-7-in-q3/
1269923284	20251022	202510	2025	2025.8000											AUS	BRISBANE	AUS								0	0874	087	08	2	10.0	10	1	10	0.14673514306676	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20251022000000	https://cleantechnica.com/2025/10/21/energy-independence-with-home-batteries/
1269923285	20251022	202510	2025	2025.8000											AUS	MELBOURNE	AUS								1	112	112	11	3	-2.0	8	1	8	-6.86567164179105	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20251022000000	https://www.yasstribune.com.au/story/9094188/labubu-dolls-recovered-as-melbourne-suspect-faces-theft-charges/
1269923286	20251022	202510	2025	2025.8000											AUSBUS	AUSTRALIA	AUS					BUS			1	173	173	17	4	-5.0	4	1	4	-13.4615384615384	0								4	Penrith, New South Wales, Australia	AS	AS02	5068	-33.75	150.7	-1594531	4	Penrith, New South Wales, Australia	AS	AS02	5068	-33.75	150.7	-1594531	20251022000000	https://www.skynews.com.au/australia-news/crime/sydney-woman-37-charged-with-dangerous-driving-after-deadly-motorcycle-collision-in-marsden-park/news-story/3854476044daa90d2a12535cfd1dd49b?nk=d4321a606acdebfdabe3002b44723271-1761090422
1269923287	20251022	202510	2025	2025.8000											BUS	EMPLOYER						BUS			0	020	020	02	1	3.0	5	1	5	1.39442231075697	0								0								0								20251022000000	https://www.yahoo.com/news/articles/councilors-holding-town-hall-thursday-233700685.html
1269923288	20251022	202510	2025	2025.8000											BUS	COMPANY						BUS			0	031	031	03	1	5.2	10	1	10	1.99004975124378	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20251022000000	https://www.rashtranews.com/elon-musk-parag-agrawal-twitter-ceo-parag-agrawal-welcomes-elon-musk-to-companys-board-says-he-will-add-great-value/
1269923289	20251022	202510	2025	2025.8000											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	10	1	10	1.91986644407346	0								0								0								20251022000000	https://www.wlky.com/article/publix-plans-prospect-store-tenants-relocate/69112368
1269923290	20251022	202510	2025	2025.8000											BUS	INDUSTRY						BUS			1	042	042	04	1	1.9	4	1	4	5.45746388443018	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251022000000	https://www.foundry-planet.com/d/alfed-women-attend-the-women-with-metal-conference-2025/
1269923291	20251022	202510	2025	2025.8000											BUS	EMPLOYER						BUS			0	100	100	10	3	-5.0	5	1	5	1.39442231075697	0								0								0								20251022000000	https://www.yahoo.com/news/articles/councilors-holding-town-hall-thursday-233700685.html
1269923292	20251022	202510	2025	2025.8000											BUS	CORPORATION						BUS			1	130	130	13	3	-4.4	10	1	10	-1.36986301369863	0								4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	4	Rabat, Rabat-Saléemmour-ZaëMO, Morocco	MO	MO49	21812	34.02	-6.83	-43376	20251022000000	https://www.moroccoworldnews.com/2025/10/264592/memory-chip-market-tightens-as-ai-infrastructure-race-escalates/
1269923293	20251022	202510	2025	2025.8000											BUS	BUSINESS						BUS			1	173	173	17	4	-5.0	2	1	2	-13.4615384615384	0								4	Penrith, New South Wales, Australia	AS	AS02	5068	-33.75	150.7	-1594531	4	Penrith, New South Wales, Australia	AS	AS02	5068	-33.75	150.7	-1594531	20251022000000	https://www.skynews.com.au/australia-news/crime/sydney-woman-37-charged-with-dangerous-driving-after-deadly-motorcycle-collision-in-marsden-park/news-story/3854476044daa90d2a12535cfd1dd49b?nk=d4321a606acdebfdabe3002b44723271-1761090422
1269923294	20251022	202510	2025	2025.8000											CAN	YUKON	CAN								0	042	042	04	1	1.9	2	1	2	3.45423143350604	0								4	Dawson City, Yukon, Canada	CA	CA12	25042	64.0667	-139.417	-563371	4	Dawson City, Yukon, Canada	CA	CA12	25042	64.0667	-139.417	-563371	20251022000000	https://www.westerlynews.ca/news/yukon-inspires-vancouver-chamber-choirs-true-north-concert-series-8313980
1269923295	20251022	202510	2025	2025.8000											CAN	CANADA	CAN								1	042	042	04	1	1.9	12	2	12	-1.30842950028125	0								4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	4	Sudbury, Ontario, Canada	CA	CA08	12683	46.5	-80.9667	-574311	20251022000000	https://www.draytonvalleywesternreview.com:443/life/greater-sudbury-public-library-offers-radon-test-challenge
