1272813676	20151109	201511	2015	2015.8466	UZB	UZBEKISTAN	UZB								IGOUNOLABILO	INTERNATIONAL LABOUR ORGANIZATION		UNO				IGO	LAB		0	082	082	08	2	5.0	10	1	10	3.16856780735107	5	Namangan, Namangan, Uzbekistan	UZ	UZ06	39809	40.9975	71.2478	-3431450	5	Namangan, Namangan, Uzbekistan	UZ	UZ06	39809	40.9975	71.2478	-3431450	5	Namangan, Namangan, Uzbekistan	UZ	UZ06	39809	40.9975	71.2478	-3431450	20251106173000	https://www.euronews.com/business/2025/11/06/uzbekistan-strengthens-labour-rights-through-union-led-reforms
1272813677	20241106	202411	2024	2024.8384											GOV	ADMINISTRATION						GOV			1	120	120	12	3	-4.0	6	1	6	0.13210039630119	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251106173000	https://www.cnn.com/2025/11/06/politics/weight-loss-drugs-medicare-deals
1272813678	20241106	202411	2024	2024.8384											USA	UNITED STATES	USA								1	043	043	04	1	2.8	12	1	6	3.7542662116041	0								3	Carew Tower, Ohio, United States	US	USOH		39.1009	-84.513	1731339	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20251106173000	https://www.wlwt.com/article/cincinnati-christmas-2025-shillitos-elves-carew-tower/69273637
1272813679	20241106	202411	2024	2024.8384											USA	UNITED STATES	USA								1	051	051	05	1	3.4	6	1	6	3.7542662116041	0								3	Carew Tower, Ohio, United States	US	USOH		39.1009	-84.513	1731339	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20251106173000	https://www.wlwt.com/article/cincinnati-christmas-2025-shillitos-elves-carew-tower/69273637
1272813680	20241106	202411	2024	2024.8384	BUS	SERVER						BUS													1	070	070	07	2	7.0	10	1	10	3.36134453781513	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20251106173000	https://www.taipeitimes.com/News/biz/archives/2025/11/07/2003846765
1272813681	20241106	202411	2024	2024.8384	IRN	IRAN	IRN								BUS	CARGO SHIP						BUS			0	100	100	10	3	-5.0	8	1	8	-0.98389982110912	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20251106173000	https://americanisraelite.com/international-briefs-october-31-november-6/
1272813682	20241106	202411	2024	2024.8384	IRN	IRAN	IRN								BUS	CARGO SHIP						BUS			0	100	100	10	3	-5.0	2	1	2	-0.98389982110912	1	Panama	PM	PM		9	-80	PM	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251106173000	https://americanisraelite.com/international-briefs-october-31-november-6/
1272813683	20241106	202411	2024	2024.8384	RUS	RUSSIAN	RUS								UKR	UKRAINIAN	UKR								1	060	060	06	2	6.0	4	1	4	-10.2981029810298	4	Amelina, Kurganskaya Oblast', Russia	RS	RS40	25067	55.0172	65.0519	9146990	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Amelina, Kurganskaya Oblast', Russia	RS	RS40	25067	55.0172	65.0519	9146990	20251106173000	https://www.kyivpost.com/post/63796
1272813684	20241106	202411	2024	2024.8384	RUS	RUSSIAN	RUS								UKR	UKRAINIAN	UKR								1	173	173	17	4	-5.0	2	1	2	-10.2981029810298	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20251106173000	https://www.kyivpost.com/post/63796
1272813685	20241106	202411	2024	2024.8384	RUS	RUSSIAN	RUS								UKR	UKRAINIAN	UKR								1	173	173	17	4	-5.0	2	1	2	-10.2981029810298	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Amelina, Kurganskaya Oblast', Russia	RS	RS40	25067	55.0172	65.0519	9146990	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20251106173000	https://www.kyivpost.com/post/63796
1272813686	20241106	202411	2024	2024.8384	RUS	RUSSIAN	RUS								UKRUAF	UKRAINIAN	UKR					UAF			1	060	060	06	2	6.0	6	1	6	-10.2981029810298	4	Amelina, Kurganskaya Oblast', Russia	RS	RS40	25067	55.0172	65.0519	9146990	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Amelina, Kurganskaya Oblast', Russia	RS	RS40	25067	55.0172	65.0519	9146990	20251106173000	https://www.kyivpost.com/post/63796
1272813687	20241106	202411	2024	2024.8384	RUS	RUSSIAN	RUS								UKRUAF	UKRAINIAN	UKR					UAF			1	173	173	17	4	-5.0	6	1	6	-10.2981029810298	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	4	Lviv, L'vivs'ka Oblast', Ukraine	UP	UP15	28555	49.8407	24.0305	-1045268	20251106173000	https://www.kyivpost.com/post/63796
1272813688	20241106	202411	2024	2024.8384	USA	UNITED STATES	USA																		1	017	017	01	1	0.0	7	1	5	3.7542662116041	3	Carew Tower, Ohio, United States	US	USOH	OH061	39.1009	-84.513	1731339	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20251106173000	https://www.wlwt.com/article/cincinnati-christmas-2025-shillitos-elves-carew-tower/69273637
