1263497051	20240916	202409	2024	2024.7014	CAN	TORONTO	CAN								GOV	CABINET						GOV			1	0831	083	08	2	5.0	4	1	4	-0.77220077220077	4	Canada Point, Nunavut, Canada	CA	CA14	12638	73.25	-80.8	-562065	4	Canada Point, Nunavut, Canada	CA	CA14	12638	73.25	-80.8	-562065	4	Canada Point, Nunavut, Canada	CA	CA14	12638	73.25	-80.8	-562065	20250916191500	https://www.mymotherlode.com/news/world/4316989/chrystia-freeland-exits-cabinet-of-canadian-prime-minister-mark-carney.html
1263497052	20240916	202409	2024	2024.7014	IGOUNOJUDICJ	INTERNATIONAL COURT OF JUSTICE		UNO				IGO	JUD		ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	5	1	5	-6.92464358452138	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250916191500	https://www.yahoo.com/news/articles/tragedy-charging-israel-genocide-181937759.html
1263497053	20240916	202409	2024	2024.7014	NLD	DUTCH	NLD								NLDGOV	NETHERLANDS	NLD					GOV			1	071	071	07	2	7.4	4	1	4	0	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20250916191500	https://www.marinelink.com/news/dutch-government-grant-b-subsidies-530088
1263497054	20240916	202409	2024	2024.7014	NLDGOV	DUTCH	NLD					GOV			NLD	DUTCH	NLD								1	071	071	07	2	7.4	6	1	6	0	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20250916191500	https://www.marinelink.com/news/dutch-government-grant-b-subsidies-530088
1263497055	20240916	202409	2024	2024.7014	RUS	RUSSIA	RUS								BLR	BELARUS	BLR								0	012	012	01	1	-0.4	4	1	4	-3.18664643399089	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Zapad, Mahilyowskaya Voblasts', Belarus	BO	BO04	39961	53.9019	27.4462	11248037	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250916191500	https://economictimes.indiatimes.com/news/defence/moscow-and-minsk-rehearse-launch-of-nuclear-weapons-deployed-in-belarus-lukashenko-says/articleshow/123928784.cms
1263497056	20240916	202409	2024	2024.7014	RUS	RUSSIA	RUS								BLR	BELARUS	BLR								0	012	012	01	1	-0.4	1	1	1	-3.18664643399089	1	Ukraine	UP	UP		49	32	UP	4	Zapad, Mahilyowskaya Voblasts', Belarus	BO	BO04	39961	53.9019	27.4462	11248037	1	Ukraine	UP	UP		49	32	UP	20250916191500	https://economictimes.indiatimes.com/news/defence/moscow-and-minsk-rehearse-launch-of-nuclear-weapons-deployed-in-belarus-lukashenko-says/articleshow/123928784.cms
1263497057	20250817	202508	2025	2025.6219											AUSGOVHLH	AUSTRALIA	AUS					GOV	HLH		1	040	040	04	1	1.0	4	1	4	-4.375	0								4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	20250916191500	https://www.brisbanetimes.com.au/healthcare/silent-and-preventable-illness-that-kills-more-than-12-000-australians-each-year-20250911-p5muet.html
1263497058	20250817	202508	2025	2025.6219											AUSGOVHLH	AUSTRALIA	AUS					GOV	HLH		1	046	046	04	1	7.0	4	1	4	-4.375	0								4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	20250916191500	https://www.brisbanetimes.com.au/healthcare/silent-and-preventable-illness-that-kills-more-than-12-000-australians-each-year-20250911-p5muet.html
1263497059	20250817	202508	2025	2025.6219											GOVHLH	HEALTH MINIST						GOV	HLH		1	040	040	04	1	1.0	2	1	2	-4.375	0								4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	20250916191500	https://www.brisbanetimes.com.au/healthcare/silent-and-preventable-illness-that-kills-more-than-12-000-australians-each-year-20250911-p5muet.html
1263497060	20250817	202508	2025	2025.6219											GOVHLH	HEALTH MINIST						GOV	HLH		1	046	046	04	1	7.0	2	1	2	-4.375	0								4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	4	Ryan Park, New South Wales, Australia	AS	AS02	5096	-29.4485	153.201	11357250	20250916191500	https://www.brisbanetimes.com.au/healthcare/silent-and-preventable-illness-that-kills-more-than-12-000-australians-each-year-20250911-p5muet.html
1263497061	20250817	202508	2025	2025.6219											MCOELI	ALBERT	MCO					ELI			1	042	042	04	1	1.9	6	1	6	0	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250916191500	https://www.mirror.co.uk/tv/tv-news/eastenders-drops-huge-hint-zoe-35910857
