1274228735	20241114	202411	2024	2024.8603	ESP	MADRID	ESP								THAMIL	THAI	THA					MIL			1	036	036	03	1	4.0	3	1	3	2.28215767634855	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	1	Thailand	TH	TH		15	100	TH	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20251114180000	https://aviationweek.com/defense/aircraft-propulsion/airbus-mrtt-tanker-demand-may-support-doubling-output
1274228736	20241114	202411	2024	2024.8603	FRA	FRANCE	FRA																		1	084	084	08	2	7.0	10	1	10	-6.97247706422018	1	Netherlands	NL	NL		52.5	5.75	NL	0								1	Netherlands	NL	NL		52.5	5.75	NL	20251114180000	https://metro.co.uk/2025/11/14/disgusting-horror-flick-becomes-first-dutch-film-receive-rare-ban-24709829/
1274228737	20241114	202411	2024	2024.8603	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	1	1	1	-3.16957210776545	4	Beckton, Newham, United Kingdom	UK	UKI8	40110	51.5167	0.066667	-2589539	0								4	Beckton, Newham, United Kingdom	UK	UKI8	40110	51.5167	0.066667	-2589539	20251114180000	https://www.thisislocallondon.co.uk/news/25623795.beckton-man-jailed-stealing-banky-print-fitzrovia-gallery/
1274228738	20241114	202411	2024	2024.8603	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	3	1	3	-3.16957210776545	4	Beckton, Newham, United Kingdom	UK	UKI8	40110	51.5167	0.066667	-2589539	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251114180000	https://www.thisislocallondon.co.uk/news/25623795.beckton-man-jailed-stealing-banky-print-fitzrovia-gallery/
1274228739	20241114	202411	2024	2024.8603	GBR	MANCHESTER	GBR																		1	110	110	11	3	-2.0	10	1	10	5.90339892665474	0								0								0								20251114180000	https://www.manchestereveningnews.co.uk/news/fashion-news/superdrug-shoppers-can-pretty-jewellery-32874163
1274228740	20241114	202411	2024	2024.8603	GOV	GOVERNOR						GOV													1	129	129	12	3	-5.0	8	1	8	-2.19298245614035	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251114180000	https://veropatriot.iheart.com/featured/florida-news/content/2025-11-14-new-law-regulating-low-thc-hemp-threatens-florida-smoke-shops/
1274228741	20241114	202411	2024	2024.8603	RWA	RWANDA	RWA								GOV	DIRECTOR GENERAL						GOV			1	036	036	03	1	4.0	2	1	2	0.73619631901841	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20251114180000	https://allafrica.com/stories/202511140564.html
1274228742	20241114	202411	2024	2024.8603	THAMIL	THAI	THA					MIL			ESP	MADRID	ESP								1	036	036	03	1	4.0	3	1	3	2.28215767634855	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251114180000	https://aviationweek.com/defense/aircraft-propulsion/airbus-mrtt-tanker-demand-may-support-doubling-output
1274228743	20241114	202411	2024	2024.8603	USAGOV	UNITED STATES	USA					GOV													1	129	129	12	3	-5.0	2	1	2	-2.19298245614035	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251114180000	https://veropatriot.iheart.com/featured/florida-news/content/2025-11-14-new-law-regulating-low-thc-hemp-threatens-florida-smoke-shops/
1274228744	20251015	202510	2025	2025.7808	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	013	013	01	1	0.4	3	1	3	3.37837837837838	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251114180000	https://finance.yahoo.com/news/one-americas-most-recognizable-restaurants-173041925.html
1274228745	20251015	202510	2025	2025.7808	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	0841	084	08	2	7.0	3	1	3	3.37837837837838	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251114180000	https://finance.yahoo.com/news/one-americas-most-recognizable-restaurants-173041925.html
1274228746	20251015	202510	2025	2025.7808	EDU	STUDENT						EDU			GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	3	1	3	-3.07203389830509	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251114180000	https://www.independent.co.uk/news/world/middle-east/gaza-scholarship-student-mother-children-uk-b2863214.html
