1262220344	20240909	202409	2024	2024.6822	MED	PUBLICATION						MED			VNM	VIETNAM	VNM								1	061	061	06	2	6.4	2	1	2	-0.757575757575758	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20250909230000	https://easttexasradio.com/trump-to-impose-tariffs-on-imported-furniture/
1262220345	20250810	202508	2025	2025.6027	AUSGOV	AUSTRALIA	AUS					GOV			USA	UNITED STATES	USA								0	030	030	03	1	4.0	2	1	2	-1.37362637362638	1	Australia	AS	AS		-25	135	AS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250909230000	https://gazette.com/news/wex/murdoch-family-s-news-corp-succession-battle-ends-with-eldest-son-retaining-control/article_7d875e6b-e971-5469-b5ad-b4afed073147.html
1262220346	20250810	202508	2025	2025.6027	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	030	030	03	1	4.0	2	1	2	-1.37362637362638	1	Australia	AS	AS		-25	135	AS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250909230000	https://gazette.com/news/wex/murdoch-family-s-news-corp-succession-battle-ends-with-eldest-son-retaining-control/article_7d875e6b-e971-5469-b5ad-b4afed073147.html
1262220347	20250810	202508	2025	2025.6027	GOV	PRESIDENT						GOV			USAMED	WALL STREET JOURNAL	USA					MED			0	030	030	03	1	4.0	6	1	6	-1.37362637362638	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250909230000	https://gazette.com/news/wex/murdoch-family-s-news-corp-succession-battle-ends-with-eldest-son-retaining-control/article_7d875e6b-e971-5469-b5ad-b4afed073147.html
1262220348	20250810	202508	2025	2025.6027	ISR	ISRAEL	ISR								QAT	QATARI	QAT								1	043	043	04	1	2.8	6	1	6	-3.34549878345499	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250909230000	https://www.middleeasteye.net/opinion/israels-attack-qatar-should-be-wake-call-arab-world
1262220349	20250810	202508	2025	2025.6027	ISR	ISRAELI	ISR								QATGOV	QATARI	QAT					GOV			1	043	043	04	1	2.8	6	1	6	-2.50912408759124	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250909230000	https://www.middleeasteye.net/live-blog/live-blog-update/opinion-israels-attack-qatar-should-be-wake-call-arab-world
1262220350	20250810	202508	2025	2025.6027	JUD	ATTORNEY						JUD													0	115	115	11	3	-2.0	3	1	3	-6.8421052631579	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250909230000	https://www.rollingstone.com/music/music-news/twenty-one-pilots-accuse-temu-fake-merch-lawsuit-1235424229/
1262220351	20250810	202508	2025	2025.6027	LEG	PARLIAMENT HOUSE						LEG			LAB	WORKER						LAB			1	010	010	01	1	0.0	10	1	10	2.46350364963504	4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	4	Blue Mountains, Queensland, Australia	AS	AS04	154701	-21.6333	148.967	-1559960	20250909230000	https://www.bluemountainsgazette.com.au/story/9061279/ais-role-in-enhancing-australian-workplaces/
1262220352	20250810	202508	2025	2025.6027	LEG	PARLIAMENT HOUSE						LEG			LAB	WORKER						LAB			1	010	010	01	1	0.0	10	1	10	2.30627306273063	4	Yass, New South Wales, Australia	AS	AS02	154643	-34.8404	148.91	-1611784	4	Yass, New South Wales, Australia	AS	AS02	154643	-34.8404	148.91	-1611784	4	Yass, New South Wales, Australia	AS	AS02	154643	-34.8404	148.91	-1611784	20250909230000	https://www.yasstribune.com.au/story/9061279/ais-role-in-enhancing-australian-workplaces/
1262220353	20250810	202508	2025	2025.6027	QAT	QATARI	QAT								ISR	ISRAEL	ISR								1	042	042	04	1	1.9	6	1	6	-3.34549878345499	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250909230000	https://www.middleeasteye.net/opinion/israels-attack-qatar-should-be-wake-call-arab-world
1262220354	20250810	202508	2025	2025.6027	QATGOV	QATARI	QAT					GOV			ISR	ISRAELI	ISR								1	042	042	04	1	1.9	6	1	6	-2.50912408759124	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20250909230000	https://www.middleeasteye.net/live-blog/live-blog-update/opinion-israels-attack-qatar-should-be-wake-call-arab-world
1262220355	20250810	202508	2025	2025.6027	USA	UNITED STATES	USA																		0	115	115	11	3	-2.0	2	1	2	-6.8421052631579	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250909230000	https://www.rollingstone.com/music/music-news/twenty-one-pilots-accuse-temu-fake-merch-lawsuit-1235424229/
1262220356	20250810	202508	2025	2025.6027	USA	UNITED STATES	USA								AUSGOV	AUSTRALIA	AUS					GOV			0	030	030	03	1	4.0	2	1	2	-1.37362637362638	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Australia	AS	AS		-25	135	AS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250909230000	https://gazette.com/news/wex/murdoch-family-s-news-corp-succession-battle-ends-with-eldest-son-retaining-control/article_7d875e6b-e971-5469-b5ad-b4afed073147.html
1262220357	20250810	202508	2025	2025.6027	USA	UNITED STATES	USA								GOV	PRESIDENT						GOV			0	030	030	03	1	4.0	2	1	2	-1.37362637362638	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Australia	AS	AS		-25	135	AS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250909230000	https://gazette.com/news/wex/murdoch-family-s-news-corp-succession-battle-ends-with-eldest-son-retaining-control/article_7d875e6b-e971-5469-b5ad-b4afed073147.html
1262220358	20250810	202508	2025	2025.6027	USA	ALASKA	USA								GOV	PRESIDENT						GOV			0	036	036	03	1	4.0	1	1	1	-5.22875816993465	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	20250909230000	https://www.yahoo.com/news/articles/ukraine-drones-attack-sochi-soon-222355336.html
1262220359	20250810	202508	2025	2025.6027	USA	UNITED STATES	USA								JUD	ATTORNEY						JUD			0	115	115	11	3	-2.0	2	1	2	-6.8421052631579	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250909230000	https://www.rollingstone.com/music/music-news/twenty-one-pilots-accuse-temu-fake-merch-lawsuit-1235424229/
1262220360	20250810	202508	2025	2025.6027	USA	CHARLOTTE	USA								UKR	UKRAINIAN	UKR								1	173	173	17	4	-5.0	2	1	2	-11.9718309859155	3	Charlotte, North Carolina, United States	US	USNC	NC119	35.2271	-80.8431	1019610	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250909230000	https://wlos.com/news/local/man-accused-killing-ukrainian-refugee-north-carolina-train-charged-federal-crime-death-penalty-decarlos-brown-jr-charlotte-commuter-train-iryna-zarutska-attack-criminal-justice-court-records-first-degree-murder-suspect
1262220361	20250810	202508	2025	2025.6027	USA	CHARLOTTE	USA								UKRREF	UKRAINIAN	UKR					REF			1	173	173	17	4	-5.0	6	1	6	-11.9718309859155	3	Charlotte, North Carolina, United States	US	USNC	NC119	35.2271	-80.8431	1019610	1	Ukraine	UP	UP		49	32	UP	3	Charlotte, North Carolina, United States	US	USNC	NC119	35.2271	-80.8431	1019610	20250909230000	https://wlos.com/news/local/man-accused-killing-ukrainian-refugee-north-carolina-train-charged-federal-crime-death-penalty-decarlos-brown-jr-charlotte-commuter-train-iryna-zarutska-attack-criminal-justice-court-records-first-degree-murder-suspect
1262220362	20250810	202508	2025	2025.6027	USA	ALASKA	USA								USAGOV	UNITED STATES	USA					GOV			0	036	036	03	1	4.0	1	1	1	-5.22875816993465	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	4	Sochi, Krasnodarskiy Kray, Russia	RS	RS38	25065	43.5992	39.7257	-3006514	20250909230000	https://www.yahoo.com/news/articles/ukraine-drones-attack-sochi-soon-222355336.html
