1274157124	20251107	202511	2025	2025.8411	MED	MEDIA						MED			USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-1.74081237911025	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20251114100000	https://www.georgeherald.com/News/Article/National-News/ntshavheni-us-attitude-towards-south-africa-has-nothing-to-do-with-g20-202511140821
1274157125	20251107	202511	2025	2025.8411	PAK	PAKISTAN	PAK																		1	036	036	03	1	4.0	6	1	6	2.89156626506024	4	Ghulam Ali, Sindh, Pakistan	PK	PK05	40399	25.1243	68.8901	-2775684	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251114100000	https://propakistani.pk/2025/11/14/sindh-boards-are-launching-a-new-modern-smart-exam-system-for-matric-and-inter/
1274157126	20251107	202511	2025	2025.8411	PAK	PAKISTAN	PAK																		1	036	036	03	1	4.0	2	1	2	2.89156626506024	4	Ghulam Ali, Sindh, Pakistan	PK	PK05	40399	25.1243	68.8901	-2775684	0								4	Ghulam Ali, Sindh, Pakistan	PK	PK05	40399	25.1243	68.8901	-2775684	20251114100000	https://propakistani.pk/2025/11/14/sindh-boards-are-launching-a-new-modern-smart-exam-system-for-matric-and-inter/
1274157127	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	2	1	2	0	1	Netherlands	NL	NL		52.5	5.75	NL	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20251114100000	https://www.wsbtv.com/news/local/georgia-snap-recipients-who-got-partial-payments-will-get-rest-their-funds-next-week/YQ3GTR6YMZCB3GTVZ4AUZQGVSY/
1274157128	20251107	202511	2025	2025.8411	USA	UNITED STATES	USA								MED	MEDIA						MED			0	036	036	03	1	4.0	2	1	2	-1.74081237911025	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20251114100000	https://www.georgeherald.com/News/Article/National-News/ntshavheni-us-attitude-towards-south-africa-has-nothing-to-do-with-g20-202511140821
1274157129	20251114	202511	2025	2025.8603											AFR	AFRICA	AFR								0	043	043	04	1	2.8	8	1	8	-6.95296523517383	0								4	Groblersdal, Mpumalanga, South Africa	SF	SF07	77355	-25.1684	29.3941	-1233101	4	Monsterlus, Limpopo, South Africa	SF	SF09	77355	-25.0252	29.7332	-1261959	20251114100000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=65080
1274157130	20251114	202511	2025	2025.8603											AFR	AFRICA	AFR								1	043	043	04	1	2.8	1	1	1	5.32859680284192	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	20251114100000	https://www.firstpost.com/opinion/president-murmu-botswana-visit-india-africa-partnership-13950615.html
1274157131	20251114	202511	2025	2025.8603											AFR	AFRICA	AFR								1	043	043	04	1	2.8	5	1	5	5.32859680284192	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114100000	https://www.firstpost.com/opinion/president-murmu-botswana-visit-india-africa-partnership-13950615.html
1274157132	20251114	202511	2025	2025.8603											AFR	AFRICA	AFR								0	051	051	05	1	3.4	10	1	10	5.70522979397781	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251114100000	https://www.roadsafety.co.za/2025-11/2026-george-old-car-show-will-pay-tribute-to-the-pioneers-of-motoring/
1274157133	20251114	202511	2025	2025.8603											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	2	1	2	-8.18181818181818	0								4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	20251114100000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=65077
1274157134	20251114	202511	2025	2025.8603											AUS	AUSTRALIAN	AUS								1	042	042	04	1	1.9	16	2	16	4.59811433149148	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251114100000	https://www.mirror.co.uk/tv/tv-news/bbc-death-paradise-star-addresses-36245076
1274157135	20251114	202511	2025	2025.8603											AZE	AZERBAIJAN	AZE								1	042	042	04	1	1.9	2	1	2	-2.87539936102236	0								1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20251114100000	https://www.dailysabah.com/politics/turkiye-lays-to-rest-20-soldiers-killed-in-plane-crash/news
1274157136	20251114	202511	2025	2025.8603											BUS	COMPANY						BUS			0	014	014	01	1	0.0	2	1	2	4.02684563758389	0								5	Bong County, Bong, Liberia	LI	LI01	147278	7	-9.66667	-2130603	5	Bong County, Bong, Liberia	LI	LI01	147278	7	-9.66667	-2130603	20251114100000	https://www.liberianobserver.com/news/aml-opens-two-day-stakeholder-engagement-conference-for-affected-counties/article_e6d70b07-860e-4b51-bf3b-965cebe33051.html
1274157137	20251114	202511	2025	2025.8603											BUS	COMPANY						BUS			0	014	014	01	1	0.0	3	1	3	4.02684563758389	0								4	Grand Bassa, Grand Bassa, Liberia	LI	LI11	147175	5.88083	-10.0467	-2130737	4	Grand Bassa, Grand Bassa, Liberia	LI	LI11	147175	5.88083	-10.0467	-2130737	20251114100000	https://www.liberianobserver.com/news/aml-opens-two-day-stakeholder-engagement-conference-for-affected-counties/article_e6d70b07-860e-4b51-bf3b-965cebe33051.html
1274157138	20251114	202511	2025	2025.8603											BUS	BUSINESS						BUS			1	051	051	05	1	3.4	5	1	5	8.10055865921788	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251114100000	https://www.premiumtimesng.com/promoted/835382-fidelity-bank-grows-gross-earnings-by-46-to-%E2%82%A6748-7-billion-for-h1-2025.html
1274157139	20251114	202511	2025	2025.8603											BUS	MANUFACTURER						BUS			1	057	057	05	1	8.0	40	1	40	3.84670017482518	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251114100000	https://udaipurkiran.com/tag/excel-industries-capex-plan/
1274157140	20251114	202511	2025	2025.8603											BWA	BOTSWANA	BWA								0	060	060	06	2	6.0	2	1	2	5.32859680284192	0								4	Ghanzi, Ghanzi, Botswana	BC	BC03	6324	-21.5667	21.7833	-1397386	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20251114100000	https://www.firstpost.com/opinion/president-murmu-botswana-visit-india-africa-partnership-13950615.html
1274157141	20251114	202511	2025	2025.8603											BWA	BOTSWANA	BWA								0	060	060	06	2	6.0	8	1	8	5.32859680284192	0								4	Ghanzi, Ghanzi, Botswana	BC	BC03	6324	-21.5667	21.7833	-1397386	1	South Africa	SF	SF		-30	26	SF	20251114100000	https://www.firstpost.com/opinion/president-murmu-botswana-visit-india-africa-partnership-13950615.html
1274157142	20251114	202511	2025	2025.8603											BWA	BOTSWANA	BWA								0	061	061	06	2	6.4	1	1	1	5.32859680284192	0								4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	20251114100000	https://www.firstpost.com/opinion/president-murmu-botswana-visit-india-africa-partnership-13950615.html
1274157143	20251114	202511	2025	2025.8603											BWA	BOTSWANA	BWA								0	061	061	06	2	6.4	6	1	6	5.32859680284192	0								4	Gaborone, South East, Botswana	BC	BC09	6330	-24.6464	25.9119	-1397372	4	Surat, Gujarat, India	IN	IN09	70127	20.9667	72.9	-2098110	20251114100000	https://www.firstpost.com/opinion/president-murmu-botswana-visit-india-africa-partnership-13950615.html
1274157144	20251114	202511	2025	2025.8603											CHN	BEIJING	CHN								0	190	190	19	4	-10.0	1	1	1	-4.03868031854379	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20251114100000	https://www.thetimes.com/world/asia/article/how-a-hunt-for-himalayan-viagra-laid-bare-chinas-iron-grip-on-tibet-6plrjpnz3
1274157145	20251114	202511	2025	2025.8603											CHN	CHINA	CHN								0	190	190	19	4	-10.0	2	1	2	-4.03868031854379	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20251114100000	https://www.thetimes.com/world/asia/article/how-a-hunt-for-himalayan-viagra-laid-bare-chinas-iron-grip-on-tibet-6plrjpnz3
1274157146	20251114	202511	2025	2025.8603											CHN	BEIJING	CHN								0	190	190	19	4	-10.0	5	1	5	-4.03868031854379	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	India	IN	IN		20	77	IN	20251114100000	https://www.thetimes.com/world/asia/article/how-a-hunt-for-himalayan-viagra-laid-bare-chinas-iron-grip-on-tibet-6plrjpnz3
1274157147	20251114	202511	2025	2025.8603											CHN	CHINA	CHN								0	190	190	19	4	-10.0	4	1	4	-4.03868031854379	0								5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	1	Bhutan	BT	BT		27.5	90.5	BT	20251114100000	https://www.thetimes.com/world/asia/article/how-a-hunt-for-himalayan-viagra-laid-bare-chinas-iron-grip-on-tibet-6plrjpnz3
1274157148	20251114	202511	2025	2025.8603											CHN	CHINA	CHN								0	190	190	19	4	-10.0	1	1	1	-4.03868031854379	0								1	India	IN	IN		20	77	IN	5	Tibet, Xizang, China	CH	CH14	13213	32	90	-1934604	20251114100000	https://www.thetimes.com/world/asia/article/how-a-hunt-for-himalayan-viagra-laid-bare-chinas-iron-grip-on-tibet-6plrjpnz3
1274157149	20251114	202511	2025	2025.8603											COP	DETECTIVE						COP			0	036	036	03	1	4.0	10	2	10	4.48287903374895	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251114100000	https://www.mirror.co.uk/tv/tv-news/bbc-death-paradise-star-addresses-36245076
