1271106634	20241028	202410	2024	2024.8164	GBR	UNITED KINGDOM	GBR								BUS	COMPANY						BUS			1	186	186	18	4	-10.0	10	1	10	1.25786163522013	4	Voort, Limburg, Netherlands	NL	NL05	16551	51.4372	6.16883	-2155020	4	Voort, Limburg, Netherlands	NL	NL05	16551	51.4372	6.16883	-2155020	4	Voort, Limburg, Netherlands	NL	NL05	16551	51.4372	6.16883	-2155020	20251028121500	https://www.theglobalrecruiter.com/global-hiring-to-outpace-local-recruitment-by-2026/
1271106635	20241028	202410	2024	2024.8164	GOV	PRESIDENT						GOV													1	138	138	13	3	-7.0	3	1	3	-1.55844155844156	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251028121500	https://www.rawstory.com/jonathan-karl-retribution-trump/
1271106636	20241028	202410	2024	2024.8164	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	138	138	13	3	-7.0	1	1	1	-1.55844155844156	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251028121500	https://www.rawstory.com/jonathan-karl-retribution-trump/
1271106637	20241028	202410	2024	2024.8164	OPP	PRISONER						OPP													0	0841	084	08	2	7.0	10	1	10	-8.29694323144102	4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	0								4	Chelmsford, Essex, United Kingdom	UK	UKE4	40108	51.7333	0.483333	-2592339	20251028121500	https://www.independent.co.uk/news/uk/home-news/hadush-kebatu-prison-released-sex-offender-freed-fraudster-b2853130.html
1271106638	20241028	202410	2024	2024.8164	PTY	POLITICIAN									GBRLEG	WELSH	GBR					LEG			0	020	020	02	1	3.0	10	1	10	-0.88495575221239	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251028121500	https://www.independent.co.uk/news/uk/politics/labour-polling-reform-green-party-yougov-b2853503.html
1271106639	20241028	202410	2024	2024.8164	PTY	POLITICIAN									sco	SCOTTISH			sco						0	020	020	02	1	3.0	10	1	10	-0.88495575221239	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251028121500	https://www.independent.co.uk/news/uk/politics/labour-polling-reform-green-party-yougov-b2853503.html
1271106640	20241028	202410	2024	2024.8164	USAGOV	UNITED STATES	USA					GOV													1	138	138	13	3	-7.0	1	1	1	-1.55844155844156	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251028121500	https://www.rawstory.com/jonathan-karl-retribution-trump/
1271106641	20250928	202509	2025	2025.7342	AUS	ADELAIDE	AUS								GOV	PRINCE						GOV			0	192	192	19	4	-9.5	8	1	8	0.35714285714286	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20251028121500	https://www.dailyrecord.co.uk/entertainment/celebrity/prince-andrew-welcomed-epstein-maxwell-36143879
1271106642	20250928	202509	2025	2025.7342	IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		USA	NEW YORK	USA								1	042	042	04	1	1.9	2	1	2	1.27877237851662	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251028121500	https://ianslive.in/cyprus-foreign-minister-to-begin-india-visit-from-wednesday--20251028163820
1271106643	20250928	202509	2025	2025.7342	IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		USA	NEW YORK	USA								1	042	042	04	1	1.9	2	1	2	1.27877237851662	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251028121500	https://ianslive.in/cyprus-foreign-minister-to-begin-india-visit-from-wednesday--20251028163820
1271106644	20250928	202509	2025	2025.7342	USA	NEW YORK	USA								IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		1	043	043	04	1	2.8	2	1	2	1.27877237851662	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251028121500	https://ianslive.in/cyprus-foreign-minister-to-begin-india-visit-from-wednesday--20251028163820
1271106645	20250928	202509	2025	2025.7342	USA	NEW YORK	USA								IGOUNOLEG	UNITED NATIONS		UNO				IGO	LEG		1	043	043	04	1	2.8	2	1	2	1.27877237851662	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251028121500	https://ianslive.in/cyprus-foreign-minister-to-begin-india-visit-from-wednesday--20251028163820
1271106646	20251021	202510	2025	2025.7973	GOV	FIRE DEPARTMENT						GOV			BUS	COMPANY						BUS			1	071	071	07	2	7.4	1	1	1	4.88245931283906	3	Apalachin, New York, United States	US	USNY	NY107	42.0695	-76.1546	942517	3	Apalachin, New York, United States	US	USNY	NY107	42.0695	-76.1546	942517	3	Apalachin, New York, United States	US	USNY	NY107	42.0695	-76.1546	942517	20251028121500	https://cnynews.com/ixp/498/p/nichols-firefighters-fundraiser-food-truck/
1271106647	20251021	202510	2025	2025.7973	MIL	AIRCRAFT CARRIER						MIL													0	195	195	19	4	-10.0	10	1	10	-10.1876675603217	1	Venezuela	VE	VE		8	-66	VE	0								1	Venezuela	VE	VE		8	-66	VE	20251028121500	https://www.rawstory.com/venezuela-2674238999/
1271106648	20251021	202510	2025	2025.7973	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	071	071	07	2	7.4	2	1	2	4.88245931283906	3	Apalachin, New York, United States	US	USNY	NY107	42.0695	-76.1546	942517	3	Apalachin, New York, United States	US	USNY	NY107	42.0695	-76.1546	942517	3	Apalachin, New York, United States	US	USNY	NY107	42.0695	-76.1546	942517	20251028121500	https://cnynews.com/ixp/498/p/nichols-firefighters-fundraiser-food-truck/
1271106649	20251021	202510	2025	2025.7973	USA	THE US	USA								RUS	RUSSIA	RUS								1	163	163	16	4	-8.0	10	1	10	-2.31884057971014	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20251028121500	https://www.channelnewsasia.com/world/finland-foreign-minister-ukraine-russia-war-pressure-5429711
1271106650	20251027	202510	2025	2025.8137	BMU	BERMUDA	BMU								CRM	PERPETRATOR						CRM			1	060	060	06	2	6.0	2	1	2	-3.79048931771192	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20251028121500	https://www.royalgazette.com/general/news/article/20251028/service-providers-step-in-to-break-domestic-violence-cycle/
1271106651	20251027	202510	2025	2025.8137	CRM	PERPETRATOR						CRM													1	060	060	06	2	6.0	3	1	3	-3.79048931771192	1	Bermuda	BD	BD		32.333333	-64.75	BD	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	20251028121500	https://www.royalgazette.com/general/news/article/20251028/service-providers-step-in-to-break-domestic-violence-cycle/
1271106652	20251027	202510	2025	2025.8137	LEG	LAWMAKER						LEG													1	022	022	02	1	3.2	2	1	2	-0.774500532247825	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251028121500	https://www.wisbusiness.com/2025/dem-bill-would-create-10m-grant-program-for-landlord-fire-prevention/
1271106653	20251027	202510	2025	2025.8137	USA	MILWAUKEE	USA								LEG	LAWMAKER						LEG			1	022	022	02	1	3.2	18	1	18	-0.774500532247825	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251028121500	https://www.wisbusiness.com/2025/dem-bill-would-create-10m-grant-program-for-landlord-fire-prevention/
1271106654	20251028	202510	2025	2025.8164											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	112	112	11	3	-2.0	5	1	5	-7.83758262511802	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20251028121500	https://www.theregister.com/2025/10/28/impact_afghan_data_breach/
1271106655	20251028	202510	2025	2025.8164											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	182	182	18	4	-9.5	5	1	5	-7.83758262511802	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20251028121500	https://www.theregister.com/2025/10/28/impact_afghan_data_breach/
1271106656	20251028	202510	2025	2025.8164											AFR	AFRICA	AFR								1	040	040	04	1	1.0	2	1	2	7.76699029126214	0								4	Elsenburg, Western Cape, South Africa	SF	SF11	77338	-33.8457	18.8437	-1226714	4	Elsenburg, Western Cape, South Africa	SF	SF11	77338	-33.8457	18.8437	-1226714	20251028121500	https://www.bizcommunity.com/article/south-africas-fruit-sector-showcases-innovation-trade-and-sustainability-737822a
1271106657	20251028	202510	2025	2025.8164											AZE	AZERBAIJANI	AZE								1	172	172	17	4	-5.0	2	1	2	-8.11258278145696	0								4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	4	Tbilisi, Georgia (general), Georgia	GG	GG00	16525	41.725	44.7908	-2330077	20251028121500	https://www.eng.kavkaz-uzel.eu/articles/69275
1271106658	20251028	202510	2025	2025.8164											AZEGOV	ILHAM ALIYEV	AZE					GOV			1	043	043	04	1	2.8	10	1	10	0	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20251028121500	https://www.azernews.az/nation/249455.html
1271106659	20251028	202510	2025	2025.8164											AZEMED	AZERBAIJANI	AZE					MED			1	172	172	17	4	-5.0	4	1	4	-8.11258278145696	0								0		GG	GG			42	GG	0		GG	GG			42	GG	20251028121500	https://www.eng.kavkaz-uzel.eu/articles/69275
1271106660	20251028	202510	2025	2025.8164											AZEMED	AZERBAIJAN	AZE					MED			1	172	172	17	4	-5.0	2	1	2	-8.11258278145696	0								1	Turkey	TU	TU		39.059012	34.911546	TU	0		GG	GG			42	GG	20251028121500	https://www.eng.kavkaz-uzel.eu/articles/69275
1271106661	20251028	202510	2025	2025.8164											BMU	BERMUDA	BMU								0	036	036	03	1	4.0	10	1	10	-0.80645161290323	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20251028121500	https://www.royalgazette.com/opinion-writer/opinion/article/20251028/alexa-lightbourne-if-only-i-lived-on-a-private-island/
1271106662	20251028	202510	2025	2025.8164											BMU	BERMUDA	BMU								1	110	110	11	3	-2.0	2	1	2	-0.80645161290323	0								1	Bermuda	BD	BD		32.333333	-64.75	BD	1	Bermuda	BD	BD		32.333333	-64.75	BD	20251028121500	https://www.royalgazette.com/opinion-writer/opinion/article/20251028/alexa-lightbourne-if-only-i-lived-on-a-private-island/
