1271976658	20251026	202510	2025	2025.8110	JPN	OSAKA	JPN								COP	POLICE						COP			1	090	090	09	2	-2.0	2	1	2	-1.0989010989011	4	Miyakojima, Saitama, Japan	JA	JA34	35922	36.25	139.183	-236871	4	Miyakojima, Saitama, Japan	JA	JA34	35922	36.25	139.183	-236871	4	Miyakojima, Saitama, Japan	JA	JA34	35922	36.25	139.183	-236871	20251102004500	https://www.tokyoreporter.com/japan/osaka/woman-finds-husband-hanged-in-osaka-residence/
1271976659	20251101	202511	2025	2025.8247											TCD	CHAD	TCD								1	173	173	17	4	-5.0	10	1	10	-8.39160839160839	0								0								0								20251102004500	https://www.yahoo.com/news/articles/joplin-man-charged-dwi-hitting-232927610.html
1271976660	20251102	202511	2025	2025.8274											AZE	BAKU	AZE								1	036	036	03	1	4.0	14	1	14	5.74144408910831	0								4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	20251102004500	https://www.trend.az/azerbaijan/4112006.html
1271976661	20251102	202511	2025	2025.8274											BUS	COMPANIES						BUS			1	030	030	03	1	4.0	10	1	10	0	0								0								0								20251102004500	https://www.newscentermaine.com/article/news/health/northern-light-anthem-contract-negotiations-insurance-health-care-maine/97-5a544099-04b8-4985-bb23-9269626d0d59
1271976662	20251102	202511	2025	2025.8274											BUS	COMPANY						BUS			1	173	173	17	4	-5.0	30	1	10	-3.2319391634981	0								0								0								20251102004500	https://www.kens5.com/article/syndication/associatedpress/nascar-driver-kyle-busch-sues-insurance-company-for-85-million-alleging-deceptive-practices/616-587a6fd7-8414-40d2-90f7-5f42047915c1
1271976663	20251102	202511	2025	2025.8274											BUS	BUSINESS						BUS			1	190	190	19	4	-10.0	10	1	10	7.25806451612903	0								0								0								20251102004500	https://www.castanetkamloops.net/news/Penticton/581512/South-Okanagan-fire-crews-come-out-for-Halloween-fun
1271976664	20251102	202511	2025	2025.8274											COP	POLICE OFFICER						COP			0	043	043	04	1	2.8	2	1	2	-7.42857142857142	0								3	Nampa, Idaho, United States	US	USID	ID027	43.5407	-116.563	396943	3	Nampa, Idaho, United States	US	USID	ID027	43.5407	-116.563	396943	20251102004500	https://www.idahopress.com/news/local/police-responding-to-report-of-friday-night-attack-shoot-wound-nampa-teen-suspect/article_f73996ca-cbb1-44c2-92b6-747aa850e962.html
1271976665	20251102	202511	2025	2025.8274											COP	POLICE						COP			0	173	173	17	4	-5.0	4	1	4	-7.61421319796955	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251102004500	https://www.nbclosangeles.com/news/national-international/two-new-suspects-preliminary-charges-louvre-heist/3799612/
1271976666	20251102	202511	2025	2025.8274											COP	POLICE						COP			1	173	173	17	4	-5.0	4	1	4	-12.0401337792642	0								3	Stanislaus County, California, United States	US	USCA		37.5499	-121.002	277314	3	Stanislaus County, California, United States	US	USCA		37.5499	-121.002	277314	20251102004500	https://www.kcra.com/article/ceres-kidnapping-arrests-bank-false-identity/69226219
1271976667	20251102	202511	2025	2025.8274											COP	POLICE						COP			1	173	173	17	4	-5.0	6	1	6	-12.0401337792642	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251102004500	https://www.kcra.com/article/ceres-kidnapping-arrests-bank-false-identity/69226219
1271976668	20251102	202511	2025	2025.8274											CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	10	1	10	3.1813361611877	0								4	Janitzio, Michoacáde Ocampo, Mexico	MX	MX16	20887	19.55	-101.667	-1671466	4	Janitzio, Michoacáde Ocampo, Mexico	MX	MX16	20887	19.55	-101.667	-1671466	20251102004500	https://www.el-balad.com/6752508
