1269909833	20241021	202410	2024	2024.7973	ESP	SPANISH	ESP								CVL	COMMUNITY						CVL			1	190	190	19	4	-10.0	10	1	10	0.15243902439024	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20251021220000	https://www.fox10tv.com/2025/10/21/she-loved-so-hard-friend-remembers-murder-suicide-victim-while-police-ask-publics-help-with-investigation/
1269909834	20241021	202410	2024	2024.7973	GOV	GOVERNMENT						GOV													0	072	072	07	2	8.3	5	1	5	-0.20408163265306	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20251021220000	https://www.rashtranews.com/narcl-procedural-delays-led-to-non-transfer-of-npas-worth-rs-50000-crore-by-march-31/
1269909835	20241021	202410	2024	2024.7973	ISR	ISRAEL	ISR								BUS	COMPANY						BUS			1	114	114	11	3	-2.0	2	1	2	0.71174377224199	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251021220000	https://www.cnbc.com/2025/10/21/microsoft-ceo-satya-nadellas-total-comp-rises-to-96point5-million.html
1269909836	20241021	202410	2024	2024.7973	LCAGOV	STEPHENSON	LCA					GOV													1	070	070	07	2	7.0	8	1	8	2.65957446808511	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251021220000	https://www.yahoo.com/news/articles/police-wait-tables-shop-cop-203441769.html
1269909837	20241021	202410	2024	2024.7973	MED	SPOKESMAN						MED			GBR	SCOTLAND	GBR								1	130	130	13	3	-4.4	10	1	10	-1.93965517241379	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251021220000	https://www.dailymail.co.uk/news/article-15213917/Scotland-getting-sicker-SNP-HALF-population-suffers-long-term-health-problems.html
1269909838	20241021	202410	2024	2024.7973	USA	UNITED STATES	USA								MIL	JOINT CHIEFS OF STAFF						MIL			1	154	154	15	4	-7.2	6	2	6	-0.71428571428571	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20251021220000	https://www.niagarafallsreview.ca/news/world/united-states/trump-nominates-new-army-vice-chief-with-current-general-just-two-years-into-the-role/article_7dc7880b-d451-5501-8d98-35bf2128588b.html
1269909839	20241021	202410	2024	2024.7973	VEN	VENEZUELA	VEN																		1	154	154	15	4	-7.2	2	2	2	-0.71428571428571	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20251021220000	https://www.niagarafallsreview.ca/news/world/united-states/trump-nominates-new-army-vice-chief-with-current-general-just-two-years-into-the-role/article_7dc7880b-d451-5501-8d98-35bf2128588b.html
1269909840	20250921	202509	2025	2025.7151	GBR	UNITED KINGDOM	GBR								GBRMED	UNITED KINGDOM	GBR					MED			0	042	042	04	1	1.9	1	1	1	-4.32145564821835	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20251021220000	https://www.dailymail.co.uk/news/article-15214037/EUAN-McCOLM-disturbing-attacks-against-Graham-Linehan-prove-time-trans-bullies-feel-force-law.html
1269909841	20250921	202509	2025	2025.7151	GBR	UNITED KINGDOM	GBR								MED	WRITER						MED			0	042	042	04	1	1.9	1	1	1	-4.32145564821835	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20251021220000	https://www.dailymail.co.uk/news/article-15214037/EUAN-McCOLM-disturbing-attacks-against-Graham-Linehan-prove-time-trans-bullies-feel-force-law.html
1269909842	20250921	202509	2025	2025.7151	GBRMED	UNITED KINGDOM	GBR					MED			GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	1	1	1	-4.32145564821835	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20251021220000	https://www.dailymail.co.uk/news/article-15214037/EUAN-McCOLM-disturbing-attacks-against-Graham-Linehan-prove-time-trans-bullies-feel-force-law.html
1269909843	20250921	202509	2025	2025.7151	GBRMED	UNITED KINGDOM	GBR					MED			GBR	UNITED KINGDOM	GBR								0	173	173	17	4	-5.0	1	1	1	-4.32145564821835	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20251021220000	https://www.dailymail.co.uk/news/article-15214037/EUAN-McCOLM-disturbing-attacks-against-Graham-Linehan-prove-time-trans-bullies-feel-force-law.html
