1267556466	20151012	201510	2015	2015.7726	CVL	POPULATION						CVL			SGP	SINGAPOREAN	SGP								0	084	084	08	2	7.0	5	1	5	-5.57377049180328	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20251009001500	https://www.straitstimes.com/singapore/breaking-the-silence-on-financial-abuse-of-the-elderly-before-it-breaks-them
1267556467	20241009	202410	2024	2024.7644	COP	LAW ENFORCEMENT AUTHORITIES						COP													0	174	174	17	4	-5.0	8	1	8	-13.5	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	0								2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	20251009001500	https://www.fox10tv.com/2025/10/08/judge-declares-mistrial-mobile-capital-murder-case/
1267556468	20241009	202410	2024	2024.7644	ELI	KOFI ANNAN						ELI													0	073	073	07	2	7.4	2	1	2	2.90674202664513	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251009001500	https://president.ie/en/media-library/speeches/speech-by-president-michael-d-higgins-on-the-occasion-of-an-official-visit-of-h.e-cyril-ramaphosa-president-of-south-africa
1267556469	20241009	202410	2024	2024.7644	ELI	KOFI ANNAN						ELI													0	073	073	07	2	7.4	8	1	8	2.90674202664513	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	0								4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20251009001500	https://president.ie/en/media-library/speeches/speech-by-president-michael-d-higgins-on-the-occasion-of-an-official-visit-of-h.e-cyril-ramaphosa-president-of-south-africa
1267556470	20241009	202410	2024	2024.7644	GOV	GOVERNMENT						GOV			AGR	FARMER						AGR			0	013	013	01	1	0.4	5	1	5	-0.20703933747412	4	Luganville, Sanma, Vanuatu	NH	NH13	31852	-15.5333	167.167	-2137959	4	Luganville, Sanma, Vanuatu	NH	NH13	31852	-15.5333	167.167	-2137959	4	Luganville, Sanma, Vanuatu	NH	NH13	31852	-15.5333	167.167	-2137959	20251009001500	https://www.dailypost.vu/news/kava-exports-reached-vt5-3b-last-year/article_aeb90b44-5c7b-516b-bb0b-9321c4a3ffce.html
1267556471	20241009	202410	2024	2024.7644	JUD	HIGH COURT						JUD			CHR	CHRISTIAN				CHR					0	010	010	01	1	0.0	5	1	5	-2.91120815138282	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251009001500	https://www.metroweekly.com/2025/10/alito-supreme-court-gay-marriage-ruling/
1267556472	20241009	202410	2024	2024.7644	JUD	HIGH COURT						JUD			CHR	CHRISTIAN				CHR					0	120	120	12	3	-4.0	5	1	5	-2.91120815138282	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251009001500	https://www.metroweekly.com/2025/10/alito-supreme-court-gay-marriage-ruling/
1267556473	20241009	202410	2024	2024.7644	SLB	SOLOMON ISLAND	SLB																		1	080	080	08	2	5.0	4	1	4	1.35135135135135	1	Solomon Islands	BP	BP		-8	159	BP	0								1	Solomon Islands	BP	BP		-8	159	BP	20251009001500	https://www.dailypost.vu/news/cacao-farmers-must-plant-more-trees-says-investor/article_e4218354-9b17-5e62-8f06-bd43bd6fa3e7.html
1267556474	20241009	202410	2024	2024.7644	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	0.26666666666667	3	Bushnell Park, Connecticut, United States	US	USCT	CT003	41.7634	-72.6765	205885	0								3	Bushnell Park, Connecticut, United States	US	USCT		41.7634	-72.6765	205885	20251009001500	https://hartfordbusiness.com/article/gut-wrenching-but-worthwhile-spinnaker-nears-finish-of-67m-hartford-office-to-housing-conversion/
1267556475	20241009	202410	2024	2024.7644	USA	IOWA	USA																		1	015	015	01	1	0.0	10	1	10	-13.768115942029	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20251009001500	https://www.ktiv.com/2025/10/08/northwest-iowa-woman-sentenced-after-hit-and-run-involving-5-year-old-bicyclist/
1267556476	20250909	202509	2025	2025.6822											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	0.18975332068311	0								3	Chinese Camp, California, United States	US	USCA		37.871	-120.433	233668	3	Chinese Camp, California, United States	US	USCA		37.871	-120.433	233668	20251009001500	https://www.uniondemocrat.com/news/article_770cb01a-ad52-4770-84cc-3279d3c74510.html
1267556477	20250909	202509	2025	2025.6822	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-5.83333333333334	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251009001500	https://www.980waav.com/2025/10/08/judiciary-dems-escalate-homan-bribery-investigation-2/
1267556478	20250909	202509	2025	2025.6822	JUD	FEDERAL JUDGE						JUD			USA	LOS ANGELES	USA								0	153	153	15	4	-7.2	8	1	8	-4.18149466192171	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251009001500	https://www.nbcbayarea.com/news/national-international/trump-admin-seriously-discussing-insurrection-act-sources/3960759/
1267556479	20250909	202509	2025	2025.6822	OPP	PROTESTER						OPP			USA	CHICAGO	USA								1	173	173	17	4	-5.0	10	1	10	-8.2051282051282	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009001500	https://www.rawstory.com/ice-arrests-2674167177/
1267556480	20250909	202509	2025	2025.6822	PAK	PAKISTAN	PAK								IGOUNO	UN SECURITY COUNCIL		UNO				IGO			0	036	036	03	1	4.0	2	1	2	-1.47540983606557	4	Taj Mahal, Punjab, Pakistan	PK	PK04	40381	30.4833	72.8	-2775518	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Taj Mahal, Punjab, Pakistan	PK	PK04	40381	30.4833	72.8	-2775518	20251009001500	https://www.hindustantimes.com/india-news/taliban-foreign-min-to-visit-taj-deoband-after-talks-with-eam-101759948727900.html
1267556481	20250909	202509	2025	2025.6822	PAK	PAKISTAN	PAK								IGOUNO	UN SECURITY COUNCIL		UNO				IGO			0	036	036	03	1	4.0	2	1	2	-1.47540983606557	4	Taj Mahal, Punjab, Pakistan	PK	PK04	40381	30.4833	72.8	-2775518	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251009001500	https://www.hindustantimes.com/india-news/taliban-foreign-min-to-visit-taj-deoband-after-talks-with-eam-101759948727900.html
1267556482	20250909	202509	2025	2025.6822	PAK	PAKISTAN	PAK								IGOUNO	UN SECURITY COUNCIL		UNO				IGO			0	172	172	17	4	-5.0	2	1	2	-1.47540983606557	4	Taj Mahal, Punjab, Pakistan	PK	PK04	40381	30.4833	72.8	-2775518	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251009001500	https://www.hindustantimes.com/india-news/taliban-foreign-min-to-visit-taj-deoband-after-talks-with-eam-101759948727900.html
1267556483	20250909	202509	2025	2025.6822	PAK	PAKISTAN	PAK								IGOUNO	UN SECURITY COUNCIL		UNO				IGO			0	172	172	17	4	-5.0	2	1	2	-1.47540983606557	4	Taj Mahal, Punjab, Pakistan	PK	PK04	40381	30.4833	72.8	-2775518	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251009001500	https://www.hindustantimes.com/india-news/taliban-foreign-min-to-visit-taj-deoband-after-talks-with-eam-101759948727900.html
1267556484	20250909	202509	2025	2025.6822	USA	CALIFORNIA	USA								CHN	CHINESE	CHN								1	190	190	19	4	-10.0	4	1	4	0.18975332068311	3	Chinese Camp, California, United States	US	USCA	CA109	37.871	-120.433	233668	3	Chinese Camp, California, United States	US	USCA		37.871	-120.433	233668	3	Chinese Camp, California, United States	US	USCA		37.871	-120.433	233668	20251009001500	https://www.uniondemocrat.com/news/article_770cb01a-ad52-4770-84cc-3279d3c74510.html
1267556485	20250909	202509	2025	2025.6822	USA	UNITED STATES	USA								COP	POSSE						COP			0	153	153	15	4	-7.2	2	1	2	-4.18149466192171	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251009001500	https://www.nbcbayarea.com/news/national-international/trump-admin-seriously-discussing-insurrection-act-sources/3960759/
1267556486	20251002	202510	2025	2025.7452											HLH	HOSPITAL						HLH			0	030	030	03	1	4.0	10	1	10	0.44444444444444	0								3	Jackson Hospital, Alabama, United States	US	USAL		31.531	-87.895	154551	3	Jackson Hospital, Alabama, United States	US	USAL		31.531	-87.895	154551	20251009001500	https://www.wbrc.com/2025/10/08/montgomerys-city-council-passes-resolution-support-financially-ailing-jackson-hospital/
1267556487	20251002	202510	2025	2025.7452											USA	LOS ANGELES	USA								1	0842	084	08	2	7.0	10	1	10	-3.6144578313253	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251009001500	https://kosi101.com/stolen-gas-station-dinosaur-returned-to-l-a-with-apology-note/
1267556488	20251002	202510	2025	2025.7452	ISR	ISRAEL	ISR								AUS	AUSTRALIA	AUS								1	017	017	01	1	0.0	4	1	4	-5.77507598784195	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009001500	https://www.sbs.com.au/news/article/opera-house-protest-banned-by-court/f87xn5r5c
1267556489	20251002	202510	2025	2025.7452	PSE	PALESTINE	PSE								AUS	SYDNEY	AUS								1	017	017	01	1	0.0	6	1	6	-5.77507598784195	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009001500	https://www.sbs.com.au/news/article/opera-house-protest-banned-by-court/f87xn5r5c
1267556490	20251002	202510	2025	2025.7452	USA	NEW YORK	USA																		1	043	043	04	1	2.8	7	1	7	0.5952380952381	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251009001500	https://www.bloggingtheboys.com/dallas-cowboys-injuries/184460/kavontae-turpin-update-likely-out-panthers
1267556491	20251002	202510	2025	2025.7452	USA	CHICAGO	USA																		1	111	111	11	3	-2.0	10	1	10	-5.46318289786223	3	First Presbyterian Church, Illinois, United States	US	USIL	IL161	41.507	-90.4412	425757	0								3	First Presbyterian Church, Illinois, United States	US	USIL		41.507	-90.4412	425757	20251009001500	https://www.rawstory.com/chicago-ice-raid-2674166967/
1267556492	20251002	202510	2025	2025.7452	USA	UNITED STATES	USA								GOV	COUNCIL OF STATE						GOV			1	013	013	01	1	0.4	4	1	4	-2.13270142180095	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251009001500	https://www.carolinajournal.com/stein-redrawing-maps-for-2026-ridiculous/
1267556493	20251008	202510	2025	2025.7616	ISR	ISRAEL	ISR								PSE	WEST BANK	PSE								0	173	173	17	4	-5.0	2	1	2	-16.6666666666667	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Dhahiriya, West Bank (general), West Bank	WE	WE00	18315	31.4097	34.9733	-793680	4	Dhahiriya, West Bank (general), West Bank	WE	WE00	18315	31.4097	34.9733	-793680	20251009001500	https://www.presstv.ir/Detail/2025/10/08/756545/Palestine-Ahmad-Hatem-Muhammad-Khdeirat-PPS-West-Bank-Gaza-Israel
