1273247083	20151112	201511	2015	2015.8548	CAN	CANADA	CAN								IGOUNO	THE UN		UNO				IGO			0	026	026	02	1	4.0	8	2	8	0.367890211640218	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251109120000	https://www.winnipegfreepress.com/arts-and-life/life/greenpage/2025/11/09/cop30-primer-heres-what-to-know-about-the-annual-un-climate-talks-and-canadas-role
1273247084	20151112	201511	2015	2015.8548	CAN	CANADA	CAN								IGOUNO	THE UN		UNO				IGO			0	026	026	02	1	4.0	2	1	2	0.54012345679013	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20251109120000	https://www.winnipegfreepress.com/arts-and-life/life/greenpage/2025/11/09/cop30-primer-heres-what-to-know-about-the-annual-un-climate-talks-and-canadas-role
1273247085	20241109	202411	2024	2024.8466	CAN	CANADA	CAN																		1	042	042	04	1	1.9	1	1	1	-1.47347740667977	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20251109120000	https://www.wellandtribune.ca/business/baby-boomers-lead-shift-away-from-u-s-visits-younger-people-go-quiet-travelling/article_c844ae31-0568-53cc-a2ef-658bcf9cc505.html
1273247086	20241109	202411	2024	2024.8466	CAN	CANADA	CAN																		1	042	042	04	1	1.9	1	1	1	-1.34874759152216	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20251109120000	https://www.winnipegfreepress.com/business/2025/11/09/baby-boomers-lead-shift-away-from-u-s-visits-younger-people-go-quiet-travelling
1273247087	20241109	202411	2024	2024.8466	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	050	050	05	1	3.5	6	2	6	0.4023368606702	1	China	CH	CH		35	105	CH	1	United States	US	US		39.828175	-98.5795	US	1	China	CH	CH		35	105	CH	20251109120000	https://www.winnipegfreepress.com/arts-and-life/life/greenpage/2025/11/09/cop30-primer-heres-what-to-know-about-the-annual-un-climate-talks-and-canadas-role
1273247088	20241109	202411	2024	2024.8466	REB	UPRISING						REB													0	145	145	14	3	-7.5	10	1	10	-6.89655172413794	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251109120000	https://www.arabnews.com/node/2621976/world
1273247089	20241109	202411	2024	2024.8466	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	-1.98511166253101	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251109120000	https://www.nme.com/news/music/watch-hayley-williams-join-rico-nasty-for-smack-a-bitch-at-la-show-3906620
1273247090	20251010	202510	2025	2025.7671	CVL	TENANTS						CVL													0	020	020	02	1	3.0	5	1	5	1.34408602150538	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251109120000	https://bankerandtradesman.com/change-to-condo-conversion-law-doubles-number-of-protected-rental-homes/
1273247091	20251010	202510	2025	2025.7671	LAB	WORKER						LAB													0	010	010	01	1	0.0	3	1	3	0.33760972316002	3	Chillicothe, Ohio, United States	US	USOH	OH141	39.3331	-82.9824	1060960	0								3	Chillicothe, Ohio, United States	US	USOH	OH141	39.3331	-82.9824	1060960	20251109120000	https://www.bostonglobe.com/2025/11/09/business/maga-senator-promised-hope-dying-ohio-mill-then-reality-set/
1273247092	20251010	202510	2025	2025.7671	LAB	WORKER						LAB			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	0.33760972316002	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251109120000	https://www.bostonglobe.com/2025/11/09/business/maga-senator-promised-hope-dying-ohio-mill-then-reality-set/
1273247093	20251010	202510	2025	2025.7671	MEX	MEXICAN	MEX								MEXGOV	MEXICO	MEX					GOV			0	020	020	02	1	3.0	3	1	3	-3.80952380952381	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20251109120000	https://www.arabnews.com/node/2621972/world
