1272226486	20151106	201511	2015	2015.8384	CAN	CANADA	CAN								GOV	GOVERNMENT						GOV			1	110	110	11	3	-2.0	10	1	10	1.36674259681093	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20251103184500	https://www.winnipegfreepress.com/business/2025/11/03/oecd-recommends-canada-reform-supply-management-policy
1272226487	20241103	202411	2024	2024.8301	DEU	MUNICH	DEU								NLD	DUTCHMAN	NLD								0	042	042	04	1	1.9	1	1	1	1.65094339622642	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Volendam, Noord-Holland, Netherlands	NL	NL07	22373	52.4971	5.07447	-2154955	4	Volendam, Noord-Holland, Netherlands	NL	NL07	22373	52.4971	5.07447	-2154955	20251103184500	https://thehardtackle.com/transfer-news/2025/11/03/arsenal-manchester-city-bayern-munich-run-rule-over-givairo-read/
1272226488	20241103	202411	2024	2024.8301	DEU	MUNICH	DEU								NLD	DUTCHMAN	NLD								0	042	042	04	1	1.9	3	1	3	1.65094339622642	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Volendam, Noord-Holland, Netherlands	NL	NL07	22373	52.4971	5.07447	-2154955	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251103184500	https://thehardtackle.com/transfer-news/2025/11/03/arsenal-manchester-city-bayern-munich-run-rule-over-givairo-read/
1272226489	20241103	202411	2024	2024.8301	DEU	MUNICH	DEU								NLD	DUTCHMAN	NLD								0	042	042	04	1	1.9	1	1	1	1.65094339622642	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251103184500	https://thehardtackle.com/transfer-news/2025/11/03/arsenal-manchester-city-bayern-munich-run-rule-over-givairo-read/
1272226490	20241103	202411	2024	2024.8301	GBR	WALES	GBR								GBREDU	WALES	GBR					EDU			1	042	042	04	1	1.9	6	1	6	4.19426048565121	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20251103184500	https://www.rimonthly.com/amanda-rotondi-jwu-catering-events/
1272226491	20241103	202411	2024	2024.8301	GBREDU	WALES	GBR					EDU			GBR	WALES	GBR								1	043	043	04	1	2.8	6	1	6	4.19426048565121	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20251103184500	https://www.rimonthly.com/amanda-rotondi-jwu-catering-events/
1272226492	20241103	202411	2024	2024.8301	GBREDU	WALES	GBR					EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	4.19426048565121	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20251103184500	https://www.rimonthly.com/amanda-rotondi-jwu-catering-events/
1272226493	20241103	202411	2024	2024.8301	JUD	JUDGE						JUD													1	010	010	01	1	0.0	1	1	1	-5.00424088210347	4	Louth, Louth, Ireland	EI	EI19	18297	53.9486	-6.54139	-1504338	0								4	Louth, Louth, Ireland	EI	EI19	18297	53.9486	-6.54139	-1504338	20251103184500	https://www.sundayworld.com/crime/courts/boss-of-gun-running-ring-smuggling-assault-rifles-into-ireland-gets-12-years/a338490655.html
1272226494	20241103	202411	2024	2024.8301	JUD	DISTRICT COURT						JUD													1	020	020	02	1	3.0	10	1	10	-0.74441687344913	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251103184500	https://www.irishtimes.com/business/2025/11/03/dublin-hotel-potential-fire-danger-after-original-construction-issues-discovered/
1272226495	20241103	202411	2024	2024.8301	JUD	JUDGE						JUD													0	112	112	11	3	-2.0	6	1	6	-2.71270036991369	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251103184500	https://www.foxnews.com/politics/mamdani-vows-defy-trump-fiery-final-march-from-brooklyn-bridge-city-hall-ahead-election-day
1272226496	20241103	202411	2024	2024.8301	JUD	JUDGE						JUD			IRL	IRELAND	IRL								1	010	010	01	1	0.0	2	1	2	-5.00424088210347	4	Louth, Louth, Ireland	EI	EI19	18297	53.9486	-6.54139	-1504338	4	Louth, Louth, Ireland	EI	EI19	18297	53.9486	-6.54139	-1504338	4	Louth, Louth, Ireland	EI	EI19	18297	53.9486	-6.54139	-1504338	20251103184500	https://www.sundayworld.com/crime/courts/boss-of-gun-running-ring-smuggling-assault-rifles-into-ireland-gets-12-years/a338490655.html
1272226497	20241103	202411	2024	2024.8301	JUD	JUDGE						JUD			USA	UNITED STATES	USA								0	112	112	11	3	-2.0	4	1	4	-2.71270036991369	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251103184500	https://www.foxnews.com/politics/mamdani-vows-defy-trump-fiery-final-march-from-brooklyn-bridge-city-hall-ahead-election-day
1272226498	20241103	202411	2024	2024.8301	NLD	DUTCHMAN	NLD								DEU	MUNICH	DEU								0	043	043	04	1	2.8	1	1	1	1.65094339622642	4	Volendam, Noord-Holland, Netherlands	NL	NL07	22373	52.4971	5.07447	-2154955	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Volendam, Noord-Holland, Netherlands	NL	NL07	22373	52.4971	5.07447	-2154955	20251103184500	https://thehardtackle.com/transfer-news/2025/11/03/arsenal-manchester-city-bayern-munich-run-rule-over-givairo-read/
1272226499	20241103	202411	2024	2024.8301	NLD	DUTCHMAN	NLD								DEU	MUNICH	DEU								0	043	043	04	1	2.8	3	1	3	1.65094339622642	4	Volendam, Noord-Holland, Netherlands	NL	NL07	22373	52.4971	5.07447	-2154955	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251103184500	https://thehardtackle.com/transfer-news/2025/11/03/arsenal-manchester-city-bayern-munich-run-rule-over-givairo-read/
1272226500	20241103	202411	2024	2024.8301	NLD	DUTCHMAN	NLD								DEU	MUNICH	DEU								0	043	043	04	1	2.8	1	1	1	1.65094339622642	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20251103184500	https://thehardtackle.com/transfer-news/2025/11/03/arsenal-manchester-city-bayern-munich-run-rule-over-givairo-read/
1272226501	20241103	202411	2024	2024.8301	RUS	RUSSIA	RUS								UKR	UKRAINIAN	UKR								0	190	190	19	4	-10.0	8	1	8	-5.17711171662125	4	Kursk, Kurskaya Oblast', Russia	RS	RS41	25068	51.7373	36.1873	-2941648	4	Kramatorsk, Donets'ka Oblast', Ukraine	UP	UP05	28549	48.723	37.5563	-1043300	4	Pokrovsk, Mordoviya, Russia	RS	RS46	25110	54.768	45.837	-2985097	20251103184500	https://www.independent.co.uk/news/world/europe/battle-of-pokrovsk-ukraine-russia-b2857638.html
