1272855796	20241106	202411	2024	2024.8384	ARG	ARGENTINE	ARG																		0	125	125	12	3	-5.0	2	1	2	-5.70342205323194	4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	0								4	Amazon River, Brazil (general), Brazil	BR	BR00	18585	-0.166667	-49	-624599	20251106221500	https://www.castanetkamloops.net/news/World/582552/At-UN-climate-summit-world-leaders-say-time-is-running-short-to-stop-the-worst-effects-of-warming
1272855797	20241106	202411	2024	2024.8384	ISR	ISRAEL	ISR								ISRUAF	ISRAEL	ISR					UAF			0	090	090	09	2	-2.0	2	1	2	-0.13157894736842	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251106221500	https://www.algemeiner.com/2025/11/06/us-military-establish-presence-damascus-airbase-sources-say/
1272855798	20241106	202411	2024	2024.8384	ISR	ISRAEL	ISR								PSEUAF	PALESTINIAN	PSE					UAF			0	090	090	09	2	-2.0	1	1	1	-0.13157894736842	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251106221500	https://www.algemeiner.com/2025/11/06/us-military-establish-presence-damascus-airbase-sources-say/
1272855799	20241106	202411	2024	2024.8384	LBN	LEBANON	LBN								GOV	REGIME						GOV			0	1712	171	17	4	-9.2	10	1	10	-7.79753761969904	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Abbasiya, HaMerkaz, Israel	IS	IS02	18311	32.035	34.8861	-781736	4	Abbasiya, HaMerkaz, Israel	IS	IS02	18311	32.035	34.8861	-781736	20251106221500	https://www.presstv.ir/Detail/2025/11/06/758330/Lebanon-Hezbollah-Israel-US-
1272855800	20251007	202510	2025	2025.7589	ISR	ISRAEL	ISR								TUR	TURKISH	TUR								0	012	012	01	1	-0.4	2	1	2	-3.00518134715026	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251106221500	https://www.algemeiner.com/2025/11/06/us-start-un-negotiations-thursday-international-gaza-force-mandate/
1272855801	20251007	202510	2025	2025.7589	ISR	ISRAEL	ISR								TUR	TURKISH	TUR								0	030	030	03	1	4.0	2	1	2	-3.00518134715026	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251106221500	https://www.algemeiner.com/2025/11/06/us-start-un-negotiations-thursday-international-gaza-force-mandate/
1272855802	20251007	202510	2025	2025.7589	MNCGBRHLH	ASTRAZENECA	GBR					MNC	HLH		BUS	MANUFACTURER						BUS			0	030	030	03	1	4.0	10	1	10	0.69565217391304	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251106221500	https://www.fox32chicago.com/news/trump-announces-price-cuts-wegovy-zepbound
1272855803	20251030	202510	2025	2025.8219	AUT	VIENNA	AUT								USA	UNITED STATES	USA								1	036	036	03	1	4.0	1	1	1	-4.0625	3	Boynton Beach, Florida, United States	US	USFL	FL099	26.5253	-80.0664	279303	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Boynton Beach, Florida, United States	US	USFL		26.5253	-80.0664	279303	20251106221500	https://www.castanetkamloops.net/news/World/582506/Travellers-brace-for-chaos-as-US-government-shutdown-threatens-holiday-flights
1272855804	20251030	202510	2025	2025.8219	AUT	VIENNA	AUT								USA	UNITED STATES	USA								1	036	036	03	1	4.0	1	1	1	-4.0625	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251106221500	https://www.castanetkamloops.net/news/World/582506/Travellers-brace-for-chaos-as-US-government-shutdown-threatens-holiday-flights
1272855805	20251106	202511	2025	2025.8384											BUS	PRODUCER						BUS			1	040	040	04	1	1.0	3	1	3	1.62162162162162	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20251106221500	https://www.oxfordmail.co.uk/news/25603208.jeremy-clarkson-shares-emotional-top-gear-statement/
1272855806	20251106	202511	2025	2025.8384											BUS	PRODUCER						BUS			1	084	084	08	2	7.0	3	1	3	1.62162162162162	0								1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20251106221500	https://www.oxfordmail.co.uk/news/25603208.jeremy-clarkson-shares-emotional-top-gear-statement/
1272855807	20251106	202511	2025	2025.8384											CAN	TORONTO	CAN								0	036	036	03	1	4.0	2	1	2	-4.0625	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	3	Erie, Pennsylvania, United States	US	USPA	PA049	42.1292	-80.0851	1174305	20251106221500	https://www.castanetkamloops.net/news/World/582506/Travellers-brace-for-chaos-as-US-government-shutdown-threatens-holiday-flights
1272855808	20251106	202511	2025	2025.8384											CAN	CANADA	CAN								0	037	037	03	1	5.0	1	1	1	-3.88726919339165	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251106221500	https://globalnews.ca/news/11514695/intercepted-communications-india-temple-assassination-canada/
1272855809	20251106	202511	2025	2025.8384											CAN	CANADA	CAN								0	037	037	03	1	5.0	4	1	4	-3.88726919339165	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20251106221500	https://globalnews.ca/news/11514695/intercepted-communications-india-temple-assassination-canada/
1272855810	20251106	202511	2025	2025.8384											CAN	CANADA	CAN								1	100	100	10	3	-5.0	6	1	6	1.27118644067797	0								4	Moncton, New Brunswick, Canada	CA	CA04	12606	46.0833	-64.7667	-569498	4	Moncton, New Brunswick, Canada	CA	CA04	12606	46.0833	-64.7667	-569498	20251106221500	https://www.stcatharinesstandard.ca/news/canada/new-brunswick-hospital-ordered-to-pay-man-5k-because-staff-didnt-speak-french/article_6c38b0b5-b9c0-5a7a-bdcc-b2aa1f545637.html
1272855811	20251106	202511	2025	2025.8384											COL	COLOMBIAN	COL								1	040	040	04	1	1.0	3	1	3	-1.51228733459357	0								4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	20251106221500	https://www.elciudadano.com/en/social-movements-mobilize-in-colombia-iii-summit-calls-for-end-to-u-s-intervention/11/06/
1272855812	20251106	202511	2025	2025.8384											COL	COLOMBIA	COL								1	046	046	04	1	7.0	5	1	5	-1.51228733459357	0								4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	20251106221500	https://www.elciudadano.com/en/social-movements-mobilize-in-colombia-iii-summit-calls-for-end-to-u-s-intervention/11/06/
1272855813	20251106	202511	2025	2025.8384											COP	POLICE						COP			1	014	014	01	1	0.0	4	1	4	-1.16279069767441	0								3	Delta College, Michigan, United States	US	USMI		43.5589	-83.9858	624534	3	Delta College, Michigan, United States	US	USMI		43.5589	-83.9858	624534	20251106221500	https://www.mlive.com/news/saginaw-bay-city/2025/11/michigan-woman-federally-charged-with-shoving-person-into-burning-fire-pit.html
1272855814	20251106	202511	2025	2025.8384											COP	POLICE OFFICER						COP			1	020	020	02	1	3.0	9	1	9	2.17785843920145	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20251106221500	https://nehandaradio.com/2025/11/06/zimbabwe-govt-promises-access-to-mbuya-nehanda-statue-after-tourist-youtuber-raises-concern/
1272855815	20251106	202511	2025	2025.8384											COP	POLICE OFFICER						COP			1	020	020	02	1	3.0	1	1	1	2.17785843920145	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	1	Afghanistan	AF	AF		33	66	AF	20251106221500	https://nehandaradio.com/2025/11/06/zimbabwe-govt-promises-access-to-mbuya-nehanda-statue-after-tourist-youtuber-raises-concern/
1272855816	20251106	202511	2025	2025.8384											COP	DEPUTIES						COP			1	040	040	04	1	1.0	5	1	5	-13.3333333333334	0								3	Kankakee, Indiana, United States	US	USIN	IN091	41.5084	-86.5395	437160	3	Kankakee, Indiana, United States	US	USIN	IN091	41.5084	-86.5395	437160	20251106221500	https://www.wthr.com/article/news/crime/northwestern-indiana-18-year-old-brock-petty-arrested-fight-park-child-porn/531-6b954513-0038-4161-a2a6-b1209898d238
