1269508208	20151022	201510	2015	2015.8000	TWN	TAIWAN	TWN								CVL	TOURIST						CVL			1	120	120	12	3	-4.0	10	1	10	0	4	Kenting, Pingdong Xian, Taiwan	TW	TW18	13277	21.9453	120.8	-2632489	4	Kenting, Pingdong Xian, Taiwan	TW	TW18	13277	21.9453	120.8	-2632489	4	Kenting, Pingdong Xian, Taiwan	TW	TW18	13277	21.9453	120.8	-2632489	20251019194500	https://www.taipeitimes.com/News/biz/archives/2025/10/20/2003845747
1269508209	20241019	202410	2024	2024.7918											MIL	COMMANDER						MIL			0	130	130	13	3	-4.4	6	1	6	-3.25	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20251019194500	https://timesofindia.indiatimes.com/technology/tech-news/top-us-army-general-says-he-uses-chatgpt-but-not-to-make-combat-decisions-but-/articleshow/124693972.cms
1269508210	20241019	202410	2024	2024.7918	CRM	DEALER						CRM			MED	MEDIA						MED			0	020	020	02	1	3.0	2	1	2	-3.54545454545454	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251019194500	https://timesofindia.indiatimes.com/business/india-business/silver-market-crisis-2025-panic-in-london-how-the-market-broke-is-india-to-blame/articleshow/124693366.cms
1269508211	20241019	202410	2024	2024.7918	CRM	DEALER						CRM			MED	MEDIA						MED			0	020	020	02	1	3.0	4	1	4	-3.54545454545454	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251019194500	https://timesofindia.indiatimes.com/business/india-business/silver-market-crisis-2025-panic-in-london-how-the-market-broke-is-india-to-blame/articleshow/124693366.cms
1269508212	20241019	202410	2024	2024.7918	RUS	RUSSIA	RUS								MIL	COMMANDER						MIL			0	130	130	13	3	-4.4	4	1	4	-3.25	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20251019194500	https://timesofindia.indiatimes.com/technology/tech-news/top-us-army-general-says-he-uses-chatgpt-but-not-to-make-combat-decisions-but-/articleshow/124693972.cms
1269508213	20251012	202510	2025	2025.7726	CVL	MIGRANT						CVL			MLT	MALTA	MLT								0	193	193	19	4	-10.0	2	1	2	-6.28019323671498	1	Cote D'ivoire	IV	IV		8	-5	IV	1	Malta	MT	MT		35.916667	14.433333	MT	1	Cote D'ivoire	IV	IV		8	-5	IV	20251019194500	https://www.arabnews.com/node/2619466/world
1269508214	20251012	202510	2025	2025.7726	GBR	BRITISH	GBR																		1	013	013	01	1	0.4	2	1	2	-0.87527352297593	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20251019194500	https://www.taipeitimes.com/News/editorials/archives/2025/10/20/2003845753
1269508215	20251012	202510	2025	2025.7726	GBR	BRITISH	GBR								GBRGOV	BRITISH	GBR					GOV			1	013	013	01	1	0.4	3	1	3	-0.87527352297593	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251019194500	https://www.taipeitimes.com/News/editorials/archives/2025/10/20/2003845753
1269508216	20251012	202510	2025	2025.7726	USA	MINNEAPOLIS	USA								CRM	CRIMINAL						CRM			1	114	114	11	3	-2.0	5	1	5	-6.94444444444444	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20251019194500	https://www.fox9.com/news/minneapolis-drug-raid-nets-nearly-10-pounds-fentanyl
1269508217	20251019	202510	2025	2025.7918											AFR	AFRICA	AFR								1	040	040	04	1	1.0	10	1	10	1.18483412322275	0								0								0								20251019194500	https://www.cnbcafrica.com/media/6263393307001/african-leaders-unite-to-support-ida20-replenishment-
1269508218	20251019	202510	2025	2025.7918											ARG	ARGENTINA	ARG								1	080	080	08	2	5.0	6	1	6	0.15408320493066	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20251019194500	https://radaronline.com/p/saturday-night-live-comedian-colin-jost-dark-joke-donald-trump-argentinia-president-javier-milei/
1269508219	20251019	202510	2025	2025.7918											ARG	ARGENTINA	ARG								1	080	080	08	2	5.0	4	1	4	0.15408320493066	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251019194500	https://radaronline.com/p/saturday-night-live-comedian-colin-jost-dark-joke-donald-trump-argentinia-president-javier-milei/
