1268105077	20241012	202410	2024	2024.7726	BUS	COMPANY						BUS			GOVBUS	STATE OWNED ENTERPRISE						GOV	BUS		1	015	015	01	1	0.0	10	1	10	0.45402951191827	4	Atuabo, Western, Ghana	GH	GH09	190590	4.98056	-2.55495	-2070264	4	Atuabo, Western, Ghana	GH	GH09	190590	4.98056	-2.55495	-2070264	4	Atuabo, Western, Ghana	GH	GH09	190590	4.98056	-2.55495	-2070264	20251012001500	https://www.newsghana.com.gh/ghana-gas-pledges-discipline-after-turbulent-2024-year/
1268105078	20250912	202509	2025	2025.6904	GOV	PRESIDENT						GOV			USA	MEMPHIS	USA								1	190	190	19	4	-10.0	8	1	8	-4.5822102425876	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251012001500	https://www.idahostatejournal.com/news/national/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/article_a886c315-a79f-574a-b8a4-ebf1fd7f7da1.html
1268105079	20250912	202509	2025	2025.6904	GOV	PRESIDENT						GOV			USA	MEMPHIS	USA								0	190	190	19	4	-10.0	8	1	8	-4.16666666666666	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105080	20250912	202509	2025	2025.6904	USA	ILLINOIS	USA																		0	110	110	11	3	-2.0	3	1	3	-7.22291407222911	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251012001500	https://www.brisbanetimes.com.au/national/this-man-just-had-his-baby-shaking-execution-halted-because-his-conviction-might-be-based-on-junk-science-20251007-p5n0m3.html
1268105081	20250912	202509	2025	2025.6904	USA	ILLINOIS	USA								JUD	JUDGE						JUD			0	110	110	11	3	-2.0	7	1	7	-7.22291407222911	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251012001500	https://www.brisbanetimes.com.au/national/this-man-just-had-his-baby-shaking-execution-halted-because-his-conviction-might-be-based-on-junk-science-20251007-p5n0m3.html
1268105082	20250912	202509	2025	2025.6904	USA	ILLINOIS	USA								JUD	JUDGE						JUD			0	173	173	17	4	-5.0	7	1	7	-7.22291407222911	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251012001500	https://www.brisbanetimes.com.au/national/this-man-just-had-his-baby-shaking-execution-halted-because-his-conviction-might-be-based-on-junk-science-20251007-p5n0m3.html
1268105083	20250912	202509	2025	2025.6904	USAGOV	UNITED STATES	USA					GOV			USA	MEMPHIS	USA								1	190	190	19	4	-10.0	2	1	2	-4.5822102425876	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251012001500	https://www.idahostatejournal.com/news/national/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/article_a886c315-a79f-574a-b8a4-ebf1fd7f7da1.html
1268105084	20250912	202509	2025	2025.6904	USAGOV	UNITED STATES	USA					GOV			USA	MEMPHIS	USA								0	190	190	19	4	-10.0	2	1	2	-4.16666666666666	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20251012001500	https://www.pressdemocrat.com/2025/10/11/as-the-national-guard-enters-memphis-memories-of-mlk-and-1968-unrest-resurface/
1268105085	20251005	202510	2025	2025.7534	CVL	INDIGENOUS PEOPLE						CVL													1	051	051	05	1	3.4	5	1	5	5.28052805280528	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	0								4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20251012001500	https://www.cltampa.com/arts/3-ways-to-celebrate-indigenous-peoples-day-in-tampa-bay/
1268105086	20251005	202510	2025	2025.7534	USA	COLUMBUS	USA								CVL	INDIGENOUS PEOPLE						CVL			1	051	051	05	1	3.4	5	1	5	5.28052805280528	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20251012001500	https://www.cltampa.com/arts/3-ways-to-celebrate-indigenous-peoples-day-in-tampa-bay/
1268105087	20251011	202510	2025	2025.7699											FRA	PARIS	FRA								0	042	042	04	1	1.9	2	1	2	-1.73053152039555	0								4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105088	20251011	202510	2025	2025.7699											USAGOV	UNITED STATES	USA					GOV			0	043	043	04	1	2.8	2	1	2	-7.64192139737991	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105089	20251011	202510	2025	2025.7699											USAGOV	OREGON	USA					GOV			0	043	043	04	1	2.8	4	1	4	-7.64192139737991	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105090	20251011	202510	2025	2025.7699	GOV	MINIST						GOV													0	010	010	01	1	0.0	1	1	1	-4.59905660377358	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	0								4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20251012001500	https://www.dailymail.co.uk/news/article-15184255/Police-secret-messaging-app-Beijing-agents-spy-phones.html
1268105091	20251011	202510	2025	2025.7699	GOV	MINIST						GOV													0	090	090	09	2	-2.0	1	1	1	-4.59905660377358	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	0								4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20251012001500	https://www.dailymail.co.uk/news/article-15184255/Police-secret-messaging-app-Beijing-agents-spy-phones.html
1268105092	20251011	202510	2025	2025.7699	GOV	MINIST						GOV			GBR	UNITED KINGDOM	GBR								0	013	013	01	1	0.4	3	1	3	-4.59905660377358	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	4	Newport, Newport, United Kingdom	UK	UKY6	40181	51.5833	-2.98333	-2604041	20251012001500	https://www.dailymail.co.uk/news/article-15184255/Police-secret-messaging-app-Beijing-agents-spy-phones.html
1268105093	20251011	202510	2025	2025.7699	MOS	ISLAM				MOS					EDU	PROFESSOR						EDU			1	017	017	01	1	0.0	3	1	3	3.35305719921104	4	Mirpur, Bangladesh (general), Bangladesh	BG	BG00	5794	24.6833	90.2	-2728500	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/obituary/news/farewell-beloved-teacher-4007696
1268105094	20251011	202510	2025	2025.7699	USA	UNITED STATES	USA								USAGOV	OREGON	USA					GOV			0	043	043	04	1	2.8	2	1	2	-7.64192139737991	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105095	20251011	202510	2025	2025.7699	USA	UNITED STATES	USA								USAGOV	OREGON	USA					GOV			0	043	043	04	1	2.8	2	1	2	-7.64192139737991	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105096	20251011	202510	2025	2025.7699	USAGOV	UNITED STATES	USA					GOV													0	042	042	04	1	1.9	2	1	2	-7.64192139737991	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105097	20251011	202510	2025	2025.7699	USAGOV	OREGON	USA					GOV													0	042	042	04	1	1.9	4	1	4	-7.64192139737991	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105098	20251011	202510	2025	2025.7699	USAGOV	OREGON	USA					GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-7.64192139737991	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251012001500	https://omaha.com/news/nation-world/article_a2ae713d-0aa5-5cb1-be6e-7fb54b70afc9.html
1268105099	20251012	202510	2025	2025.7726											AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	6	1	6	-0.31847133757961	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105100	20251012	202510	2025	2025.7726											AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	2	1	2	-0.31847133757961	0								4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105101	20251012	202510	2025	2025.7726											AFG	AFGHANISTAN	AFG								0	040	040	04	1	1.0	2	1	2	-0.31847133757961	0								4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105102	20251012	202510	2025	2025.7726											AFG	AFGHANISTAN	AFG								0	043	043	04	1	2.8	2	1	2	-0.31847133757961	0								4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	4	Jamiat, Zabol, Afghanistan	AF	AF28	99895	32.2417	67.7136	-3377761	20251012001500	http://www.arabherald.com/news/278631028/what-is-happening-with-women-in-afghanistan-is-wrong-jamiat-ulema-e-hind-president-after-meeting-taliban-fm
1268105103	20251012	202510	2025	2025.7726											AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	-1.73053152039555	0								4	Shembe, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.675	31.6824	-1282857	4	Shembe, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.675	31.6824	-1282857	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105104	20251012	202510	2025	2025.7726											AFR	AFRICA	AFR								1	043	043	04	1	2.8	4	1	4	-1.73053152039555	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105105	20251012	202510	2025	2025.7726											AFR	AFRICA	AFR								0	112	112	11	3	-2.0	4	1	4	-1.73053152039555	0								4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105106	20251012	202510	2025	2025.7726											AFR	AFRICA	AFR								0	190	190	19	4	-10.0	2	1	2	-1.73053152039555	0								4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	4	Kwambonambi, KwaZulu-Natal, South Africa	SF	SF02	77336	-28.5983	32.0894	-1250025	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105107	20251012	202510	2025	2025.7726											AUS	AUSTRALIA	AUS								1	020	020	02	1	3.0	22	1	8	-10.091743119266	0								4	Yarra, New South Wales, Australia	AS	AS02	154641	-34.7833	149.633	-1611642	4	Yarra, New South Wales, Australia	AS	AS02	154641	-34.7833	149.633	-1611642	20251012001500	https://www.perthnow.com.au/news/father-and-son-allegedly-attacked-by-group-of-teens-on-melbournes-southbank-c-20322104
1268105108	20251012	202510	2025	2025.7726											BGD	BANGLADESH	BGD								1	014	014	01	1	0.0	4	1	4	3.35305719921104	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/obituary/news/farewell-beloved-teacher-4007696
1268105109	20251012	202510	2025	2025.7726											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	20	2	20	5.1197363497683	0								0								0								20251012001500	https://www.castanetkamloops.net/news/Vernon/577333/Vernon-s-annual-Business-Walks-program-takes-place-Wednesday
1268105110	20251012	202510	2025	2025.7726											BUS	COMPANIES						BUS			0	042	042	04	1	1.9	5	1	5	-0.451807228915665	0								0								0								20251012001500	https://www.dailymail.co.uk/tvshowbiz/article-15183791/Kylie-Jenner-HANDCUFFED-lingerie-fans-wild-King-Kylie-comeback-tease.html
1268105111	20251012	202510	2025	2025.7726											BUS	EMPLOYER						BUS			0	050	050	05	1	3.5	3	1	3	1.03092783505155	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20251012001500	https://www.pentictonherald.ca/spare_news/article_9631637c-0b22-5b0d-9ba6-c75a279ee7a7.html
1268105112	20251012	202510	2025	2025.7726											BUS	EMPLOYER						BUS			0	050	050	05	1	3.5	7	1	5	1.03092783505155	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251012001500	https://www.pentictonherald.ca/spare_news/article_9631637c-0b22-5b0d-9ba6-c75a279ee7a7.html
1268105113	20251012	202510	2025	2025.7726											BUS	BANK						BUS			1	051	051	05	1	3.4	10	1	10	0.49751243781094	0								0								0								20251012001500	https://www.castanetkamloops.net/news/West-Kelowna/577124/West-Kelowna-haunted-house-supports-food-bank-Mamas-for-Mamas
1268105114	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								1	018	018	01	1	3.4	10	1	10	4.296875	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251012001500	https://standardbredcanada.ca/notices/10-11-25/fiftydallarbill-passes.html
1268105115	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								1	042	042	04	1	1.9	6	1	6	4.30327868852459	0								3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	20251012001500	https://www.thegazette.com/obituaries/john-gibson/
1268105116	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								1	042	042	04	1	1.9	4	1	4	4.30327868852459	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20251012001500	https://www.thegazette.com/obituaries/john-gibson/
1268105117	20251012	202510	2025	2025.7726											CAN	CANADA	CAN								1	046	046	04	1	7.0	10	1	10	4.296875	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251012001500	https://standardbredcanada.ca/notices/10-11-25/fiftydallarbill-passes.html
1268105118	20251012	202510	2025	2025.7726											CHN	CHINA	CHN								0	060	060	06	2	6.0	6	1	6	0.1601708489055	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
1268105119	20251012	202510	2025	2025.7726											CHN	SHANGHAI	CHN								0	060	060	06	2	6.0	2	1	2	0.1601708489055	0								4	Dushanbe, Tajikistan (general), Tajikistan	TI	TI00	37623	38.56	68.7739	-2555530	4	Dushanbe, Tajikistan (general), Tajikistan	TI	TI00	37623	38.56	68.7739	-2555530	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
1268105120	20251012	202510	2025	2025.7726											CHN	CHINA	CHN								0	112	112	11	3	-2.0	4	1	4	-6.5068493150685	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251012001500	https://www.dailymail.co.uk/news/article-15184253/Starmer-Commons-MPs-collapse-China-spy-trial.html
1268105121	20251012	202510	2025	2025.7726											CHN	CHINA	CHN								1	190	190	19	4	-10.0	10	1	10	-13.3333333333333	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251012001500	https://biztoc.com/x/426f5af9800ade02
1268105122	20251012	202510	2025	2025.7726											COP	SECURITY OFFICIAL						COP			0	010	010	01	1	0.0	6	2	6	-5.24781341107871	0								4	Angoor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	4	Angoor Adda, Paktika, Afghanistan	AF	AF29	3688	32.5192	69.2717	9193749	20251012001500	http://www.vietnamtribune.com/news/278631153/saudi-arabia-calls-for-self-restraint-as-clashes-erupt-along-pak-afghan-border
1268105123	20251012	202510	2025	2025.7726											COP	SECURITY OFFICIAL						COP			1	010	010	01	1	0.0	3	1	3	-6.58135283363802	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251012001500	http://www.vietnamtribune.com/news/278631056/clashes-erupt-between-pakistan-army-and-afghan-forces-along-border
1268105124	20251012	202510	2025	2025.7726											COP	POLICE						COP			0	090	090	09	2	-2.0	2	1	2	-1.73053152039555	0								4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105125	20251012	202510	2025	2025.7726											COP	POLICE						COP			0	173	173	17	4	-5.0	10	1	10	-4.94505494505495	0								0								0								20251012001500	https://www.nzherald.co.nz/nz/dashcam-footage-shows-driver-make-dangerous-overtake-on-state-highway-2-near-paeroa/7RGFLML34BDNRB6IEGNQNDZTEU/
1268105126	20251012	202510	2025	2025.7726											COP	POLICE PERSONNEL						COP			0	190	190	19	4	-10.0	10	1	10	-12.1107266435986	0								4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	20251012001500	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/10/12/at-least-seven-officers-killed-in-police-station-attack
1268105127	20251012	202510	2025	2025.7726											COP	SECURITY FORCE						COP			0	193	193	19	4	-10.0	10	1	10	-12.1107266435986	0								4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	4	Dera Ismail Khan, North-West Frontier, Pakistan	PK	PK03	23655	31.8327	70.9024	-2759095	20251012001500	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/10/12/at-least-seven-officers-killed-in-police-station-attack
1268105128	20251012	202510	2025	2025.7726											CVL	VOTER						CVL			1	022	022	02	1	3.2	10	1	10	3.48101265822785	0								0								0								20251012001500	https://www.nzherald.co.nz/hawkes-bay-today/news/pretty-rapt-wairoa-mayor-craig-little-ahead-but-waiting-on-final-tally/GEF4XHDCUZDCDCPOWYRMEMTCEM/
1268105129	20251012	202510	2025	2025.7726											CVL	COMMUNITY						CVL			1	040	040	04	1	1.0	10	1	10	5.00927643784786	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20251012001500	https://www.news-herald.com/2025/10/11/daughters-of-the-american-revolution-community-members-retire-flags/
1268105130	20251012	202510	2025	2025.7726											CVL	NEIGHBOURHOOD						CVL			1	042	042	04	1	1.9	10	1	10	-5.4858934169279	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251012001500	https://news.sky.com/story/drones-capture-staggering-images-of-gaza-devastation-as-people-find-nothing-left-13448708
1268105131	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	1	1	1	3.21004884856944	0								3	Clinton House Museum, Arkansas, United States	US	USAR		36.0639	-94.1728	2087864	3	Clinton House Museum, Arkansas, United States	US	USAR		36.0639	-94.1728	2087864	20251012001500	https://www.dailymail.co.uk/news/article-15183913/Hillary-Clinton-unrecognizable-throwback-photos-50th-wedding-anniversary.html
1268105132	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	5	1	5	8.91364902506964	0								4	Kohima, Nagaland, India	IN	IN20	17801	25.6667	94.1167	-2101197	4	Kohima, Nagaland, India	IN	IN20	17801	25.6667	94.1167	-2101197	20251012001500	https://nagalandpost.com/state-level-tribal-painting-competition-held/
1268105133	20251012	202510	2025	2025.7726											EDU	STUDENT						EDU			1	052	052	05	1	3.5	10	1	10	0.84269662921348	0								0								0								20251012001500	https://www.thedailystar.net/news/bangladesh/politics/student-union-election/news/students-union-elections-accommodation-top-priority-4007701
1268105134	20251012	202510	2025	2025.7726											EDU	SCHOOL						EDU			1	070	070	07	2	7.0	3	1	3	2.28898426323319	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20251012001500	https://news.sky.com/story/simple-joy-of-jumping-in-puddles-or-climbing-trees-is-out-of-reach-for-millions-of-children-13448084
1268105135	20251012	202510	2025	2025.7726											FRA	PARIS	FRA								0	040	040	04	1	1.0	2	1	2	-1.73053152039555	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105136	20251012	202510	2025	2025.7726											FRA	FRANCE	FRA								0	043	043	04	1	2.8	3	1	3	-1.73053152039555	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251012001500	https://www.timeslive.co.za/politics/2025-10-11-tight-security-for-mthethwas-funeral/
1268105137	20251012	202510	2025	2025.7726											GBR	LONDON	GBR								1	042	042	04	1	1.9	10	1	10	-3.33333333333333	0								0								0								20251012001500	https://www.digitalspy.com/soaps/eastenders/a69007253/eastenders-alex-walkinshaw-ross-vicki-injury-joel/
1268105138	20251012	202510	2025	2025.7726											GOV	KING						GOV			1	010	010	01	1	0.0	1	1	1	-2.52525252525253	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251012001500	https://www.dailymail.co.uk/news/article-15184237/King-Charles-tells-Harry-stop-fighting-government-taxpayer-funded-security-risk-derailing-chance-reconciliation.html
1268105139	20251012	202510	2025	2025.7726											GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	1	1	1	3.53159851301115	0								4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	20251012001500	https://nagalandpost.com/white-house-slams-nobel-committee/
1268105140	20251012	202510	2025	2025.7726											GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	5	1	5	0.21691973969631	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251012001500	https://www.thedailystar.net/news/bangladesh/politics/news/bnp-calls-pr-party-centric-jamaat-says-it-reflects-peoples-voice-4007691
1268105141	20251012	202510	2025	2025.7726											GRC	GREECE	GRC								1	036	036	03	1	4.0	4	1	4	4.21994884910486	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20251012001500	https://www.eonline.com/news/1423714/diane-keaton-death-mandy-moore-pays-tribute
1268105142	20251012	202510	2025	2025.7726											GRC	GREECE	GRC								0	051	051	05	1	3.4	4	1	4	4.21994884910486	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20251012001500	https://www.eonline.com/news/1423714/diane-keaton-death-mandy-moore-pays-tribute
1268105143	20251012	202510	2025	2025.7726											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-7.45762711864407	0								0								0								20251012001500	https://timesofindia.indiatimes.com/city/noida/woman-crossing-road-killed-in-hit-and-run-cops-look-for-driver/articleshow/124489594.cms
1268105144	20251012	202510	2025	2025.7726											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	-10.091743119266	0								4	Yarra, New South Wales, Australia	AS	AS02	154641	-34.7833	149.633	-1611642	4	Yarra, New South Wales, Australia	AS	AS02	154641	-34.7833	149.633	-1611642	20251012001500	https://www.perthnow.com.au/news/father-and-son-allegedly-attacked-by-group-of-teens-on-melbournes-southbank-c-20322104
1268105145	20251012	202510	2025	2025.7726											IGOCAS	SHANGHAI COOPERATION ORGANIZATION	CAS					IGO			0	060	060	06	2	6.0	2	1	2	0.1601708489055	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20251012001500	http://www.arabherald.com/news/278630933/the-post-soviet-era-is-over-the-eurasian-one-just-began
