1268672477	20241015	202410	2024	2024.7808	BUS	INDUSTRY						BUS			LEG	SENATOR						LEG			1	010	010	01	1	0.0	5	1	5	0.74074074074074	5	Negros Occidental, Negros Occidental, Philippines	RP	RPH3	24254	10.4167	123	-2441789	5	Negros Occidental, Negros Occidental, Philippines	RP	RPH3	24254	10.4167	123	-2441789	5	Negros Occidental, Negros Occidental, Philippines	RP	RPH3	24254	10.4167	123	-2441789	20251015051500	https://visayandailystar.com/p1-4b-sida-budget-in-2026-ejercito/
1268672478	20241015	202410	2024	2024.7808	USA	UNITED STATES	USA																		0	111	111	11	3	-2.0	2	1	2	3.55805243445693	3	Boston University, Massachusetts, United States	US	USMA	MA025	42.334	-71.1048	1971024	0								3	Boston University, Massachusetts, United States	US	USMA		42.334	-71.1048	1971024	20251015051500	https://dailyfreepress.com/10/14/21/214962/massachusetts-record-stores-music-fans-embrace-rise-of-record-variants-but-they-come-at-a-cost/
1268672479	20241015	202410	2024	2024.7808	USA	UNITED STATES	USA								BUS	INDUSTRY						BUS			0	020	020	02	1	3.0	2	1	2	3.55805243445693	3	Boston University, Massachusetts, United States	US	USMA	MA025	42.334	-71.1048	1971024	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251015051500	https://dailyfreepress.com/10/14/21/214962/massachusetts-record-stores-music-fans-embrace-rise-of-record-variants-but-they-come-at-a-cost/
1268672480	20250915	202509	2025	2025.6986											NGOGOV	LIONS CLUBS INTERNATIONAL						NGO	GOV		1	046	046	04	1	7.0	5	1	5	6.04395604395605	0								0								0								20251015051500	https://www.thereporteronline.com/2025/10/14/souderon-telford-business-professional-women-to-hold-open-house-oct-23/
1268672481	20250915	202509	2025	2025.6986											USA	UNITED STATES	USA								0	052	052	05	1	3.5	3	1	3	-0.8695652173913	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251015051500	https://www.marinij.com/2025/10/14/newsom-vetoes-californias-ban-on-forever-chemicals-in-cookware/
1268672482	20250915	202509	2025	2025.6986	NGOGOV	LIONS CLUBS INTERNATIONAL						NGO	GOV												1	046	046	04	1	7.0	5	1	5	6.04395604395605	0								0								0								20251015051500	https://www.thereporteronline.com/2025/10/14/souderon-telford-business-professional-women-to-hold-open-house-oct-23/
1268672483	20250915	202509	2025	2025.6986	USAEDU	UTAH	USA					EDU			EDU	COLLEGE						EDU			1	190	190	19	4	-10.0	20	2	20	-8.6805555555556	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20251015051500	http://www.bignewsnetwork.com/news/278637225/us-revokes-visas-for-foreigners-celebrating-charlie-kirks-murder
1268672484	20251008	202510	2025	2025.7616											MED	WRITER						MED			1	036	036	03	1	4.0	1	1	1	1.14942528735632	0								4	Rotorua, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.9	176.217	-1515453	4	Rotorua, New Zealand (general), New Zealand	NZ	NZ00	22389	-37.9	176.217	-1515453	20251015051500	https://waateanews.com/2025/10/15/kupu-maori-writers-festival-returns-to-rotorua-with-reo-maori-focus-and-global-vision/
1268672485	20251008	202510	2025	2025.7616	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								0	195	195	19	4	-10.0	1	1	1	-6.841046277666	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251015051500	https://asianews.network/pakistan-army-responds-to-unprovoked-fire-by-afghan-taliban-ttp-at-kurram-border-state-media/
1268672486	20251008	202510	2025	2025.7616	AFG	AFGHANISTAN	AFG								PAK	PAKISTAN	PAK								0	195	195	19	4	-10.0	1	1	1	-6.841046277666	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20251015051500	https://asianews.network/pakistan-army-responds-to-unprovoked-fire-by-afghan-taliban-ttp-at-kurram-border-state-media/
1268672487	20251008	202510	2025	2025.7616	CVL	COMMUNITY						CVL													1	030	030	03	1	4.0	5	1	5	0.32051282051282	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20251015051500	https://www.click2houston.com/news/local/2025/10/15/16m-houston-city-council-vote-on-specialty-homeless-shelter-delayed-until-next-week/
