1269622874	20241020	202410	2024	2024.7945	CVL	RESIDENTS						CVL			MNCUSA	MICROSOFT	USA					MNC			1	114	114	11	3	-2.0	10	1	10	-6.35696821515893	4	Queretaro, Queréro de Arteaga, Mexico	MX	MX22	20887	20.6	-100.383	-1690669	4	Queretaro, Queréro de Arteaga, Mexico	MX	MX22	20887	20.6	-100.383	-1690669	4	Queretaro, Queréro de Arteaga, Mexico	MX	MX22	20887	20.6	-100.383	-1690669	20251020140000	https://www.tomshardware.com/tech-industry/microsoft-denies-mexico-data-center-linked-to-water-shortages-local-illnesses-and-power-outages-stomach-bugs-and-even-hepatitis-reported-in-region-as-1-5-gigawatt-ai-data-center-buildout-looms
1269622875	20241020	202410	2024	2024.7945	GOV	SPECIAL ENVOY						GOV			LBN	LEBANON	LBN								1	130	130	13	3	-4.4	10	1	10	-8.42391304347826	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	4	Anadolu, Turkey (general), Turkey	TU	TU00	28356	39	35	-735281	20251020140000	https://www.aa.com.tr/en/middle-east/us-envoy-warns-lebanon-of-major-chaos-if-next-year-s-elections-delayed/3721891
1269622876	20241020	202410	2024	2024.7945	MEX	MEXICO	MEX																		1	172	172	17	4	-5.0	2	1	2	-1.85185185185185	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251020140000	https://www.newsweek.com/map-california-cities-home-prices-record-highs-10904235
1269622877	20241020	202410	2024	2024.7945	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	-0.87108013937282	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251020140000	https://masslawyersweekly.com/2025/10/20/smucker-sues-trader-joes-saying-its-new-pbj-sandwiches-too-similar-to-uncrustables/
1269622878	20241020	202410	2024	2024.7945	ZWE	ZIMBABWE	ZWE								OPP	PROTESTER						OPP			1	010	010	01	1	0.0	8	2	8	-5.39473684210526	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20251020140000	https://www.harwichandmanningtreestandard.co.uk/news/national/25557040.just-stop-oil-supporters-sprayed-stonehenge-orange-powder-court-told/
1269622879	20250920	202509	2025	2025.7123	CHN	CHINESE	CHN								USAMED	REUTERS	USA					MED			1	061	061	06	2	6.4	3	1	3	-2.04678362573099	1	South Korea	KS	KS		37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251020140000	https://oilprice.com/Latest-Energy-News/World-News/Chinas-Rare-Earth-Magnets-Exports-Slump-as-Market-Fears-Crunch.html
1269622880	20250920	202509	2025	2025.7123	CHN	CHINESE	CHN								USAMED	REUTERS	USA					MED			1	061	061	06	2	6.4	2	1	2	-2.04678362573099	1	South Korea	KS	KS		37	127.5	KS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	South Korea	KS	KS		37	127.5	KS	20251020140000	https://oilprice.com/Latest-Energy-News/World-News/Chinas-Rare-Earth-Magnets-Exports-Slump-as-Market-Fears-Crunch.html
1269622881	20250920	202509	2025	2025.7123	GBR	UNITED KINGDOM	GBR																		1	0874	087	08	2	10.0	2	1	2	-1.84501845018451	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20251020140000	https://www.mortgagestrategy.co.uk/news/budget-tax-reforms-need-to-pull-build-to-rent-out-of-viability-crisis-bpf/
1269622882	20250920	202509	2025	2025.7123	JPN	JAPANESE	JPN								USAGOV	US OFFICIAL	USA					GOV			0	012	012	01	1	-0.4	2	1	2	0	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20251020140000	https://www.thetimes.com/world/australasia/article/trump-anthony-albanese-meeting-aukus-submarine-deal-27blpx0tn
1269622883	20250920	202509	2025	2025.7123	JPN	JAPANESE	JPN								USAGOV	US OFFICIAL	USA					GOV			0	012	012	01	1	-0.4	2	1	2	0	1	Japan	JA	JA		36	138	JA	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20251020140000	https://www.thetimes.com/world/australasia/article/trump-anthony-albanese-meeting-aukus-submarine-deal-27blpx0tn
1269622884	20250920	202509	2025	2025.7123	JPN	JAPANESE	JPN								USAGOV	US OFFICIAL	USA					GOV			0	012	012	01	1	-0.4	6	1	6	0	1	Japan	JA	JA		36	138	JA	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Japan	JA	JA		36	138	JA	20251020140000	https://www.thetimes.com/world/australasia/article/trump-anthony-albanese-meeting-aukus-submarine-deal-27blpx0tn
1269622885	20250920	202509	2025	2025.7123	JPN	JAPANESE	JPN								USAGOV	US OFFICIAL	USA					GOV			0	080	080	08	2	5.0	2	1	2	0	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20251020140000	https://www.thetimes.com/world/australasia/article/trump-anthony-albanese-meeting-aukus-submarine-deal-27blpx0tn
1269622886	20250920	202509	2025	2025.7123	JPN	JAPANESE	JPN								USAGOV	US OFFICIAL	USA					GOV			0	080	080	08	2	5.0	8	1	8	0	1	Japan	JA	JA		36	138	JA	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	1	Japan	JA	JA		36	138	JA	20251020140000	https://www.thetimes.com/world/australasia/article/trump-anthony-albanese-meeting-aukus-submarine-deal-27blpx0tn
1269622887	20251013	202510	2025	2025.7753	GHA	GHANA	GHA																		1	110	110	11	3	-2.0	2	1	2	5.02958579881657	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20251020140000	https://www.graphic.com.gh/news/politics/ursula-owusu-ekuful-declares-bid-for-npp-general-secretary-position.html
1269622888	20251013	202510	2025	2025.7753	IRN	IRAN	IRN								ISR	ISRAEL	ISR								1	080	080	08	2	5.0	2	1	2	-6.22119815668203	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Iran	IR	IR		32	53	IR	20251020140000	https://www.arabnews.com/node/2619558/middle-east
1269622889	20251013	202510	2025	2025.7753	IRN	IRANIAN	IRN								ISR	ISRAELI	ISR								1	080	080	08	2	5.0	8	1	8	-6.22119815668203	1	Iran	IR	IR		32	53	IR	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Iran	IR	IR		32	53	IR	20251020140000	https://www.arabnews.com/node/2619558/middle-east
1269622890	20251013	202510	2025	2025.7753	SVK	SLOVAK REPUBLIC	SVK								SVKGOV	SLOVAK REPUBLIC	SVK					GOV			0	040	040	04	1	1.0	2	1	2	0.72202166064982	1	Slovak Republic	LO	LO		48.666667	19.5	LO	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	1	Slovak Republic	LO	LO		48.666667	19.5	LO	20251020140000	https://www.kyivpost.com/post/62540
1269622891	20251013	202510	2025	2025.7753	SVK	SLOVAK	SVK								SVKGOV	SLOVAK	SVK					GOV			0	040	040	04	1	1.0	4	1	4	0.72202166064982	1	Slovak Republic	LO	LO		48.666667	19.5	LO	1	Slovak Republic	LO	LO		48.666667	19.5	LO	1	Slovak Republic	LO	LO		48.666667	19.5	LO	20251020140000	https://www.kyivpost.com/post/62540
1269622892	20251013	202510	2025	2025.7753	SVK	SLOVAK	SVK								USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	0.72202166064982	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251020140000	https://www.kyivpost.com/post/62540
