1269197494	20241017	202410	2024	2024.7863	CVL	COMMUNITY						CVL			GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	6	1	6	-3.2520325203252	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251017151500	https://www.el-balad.com/6735113
1269197495	20241017	202410	2024	2024.7863	GBR	UNITED KINGDOM	GBR																		0	111	111	11	3	-2.0	4	1	4	1.34615384615385	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	0								4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	20251017151500	https://www.walesonline.co.uk/news/uk-news/rupert-lowe-given-tory-spot-32699801
1269197496	20241017	202410	2024	2024.7863	GBR	UNITED KINGDOM	GBR																		0	160	160	16	4	-4.0	2	1	2	1.34615384615385	4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	0								4	Great Yarmouth, Norfolk, United Kingdom	UK	UKI9	154724	52.6333	1.75	-2597637	20251017151500	https://www.walesonline.co.uk/news/uk-news/rupert-lowe-given-tory-spot-32699801
1269197497	20250917	202509	2025	2025.7041	EDU	UNIVERSITY						EDU			EDUEDU	UNIVERSITY						EDU	EDU		1	030	030	03	1	4.0	5	1	5	6.08899297423888	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251017151500	https://www.dhakatribune.com/bangladesh/election/394210/ugc-to-launch-mental-health-services-for
1269197498	20250917	202509	2025	2025.7041	HUN	HUNGARIAN	HUN								UKR	UKRAINE	UKR								0	192	192	19	4	-9.5	8	1	8	-2.69230769230769	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20251017151500	https://www.yahoo.com/news/articles/putins-budapest-visit-makes-awkward-144114508.html
1269197499	20250917	202509	2025	2025.7041	HUN	HUNGARY	HUN								UKR	UKRAINE	UKR								0	192	192	19	4	-9.5	4	1	4	-2.69230769230769	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Budapest, Budapest, Hungary	HU	HU05	17514	47.5	19.0833	-850553	20251017151500	https://www.yahoo.com/news/articles/putins-budapest-visit-makes-awkward-144114508.html
1269197500	20250917	202509	2025	2025.7041	IDN	INDONESIA	IDN								USA	AMERICAN	USA								0	0311	031	03	1	5.2	1	1	1	-0.33277870216306	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20251017151500	https://www.alternet.org/trump-corruption-indonesia/
1269197501	20250917	202509	2025	2025.7041	IDN	INDONESIA	IDN								USA	AMERICAN	USA								0	0311	031	03	1	5.2	1	1	1	-0.33277870216306	1	Indonesia	ID	ID		-5	120	ID	1	United States	US	US		39.828175	-98.5795	US	1	Indonesia	ID	ID		-5	120	ID	20251017151500	https://www.alternet.org/trump-corruption-indonesia/
1269197502	20250917	202509	2025	2025.7041	IND	NEW DELHI	IND								USA	THE US	USA								0	030	030	03	1	4.0	5	1	5	-0.32733224222586	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251017151500	https://economictimes.indiatimes.com/news/economy/foreign-trade/india-tries-to-balance-us-russia-ties-in-pursuit-of-trump-deal/articleshow/124634290.cms
1269197503	20250917	202509	2025	2025.7041	LEG	LAWMAKER						LEG													0	129	129	12	3	-5.0	4	1	4	-2.10526315789474	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251017151500	https://el-observador.com/2025/10/17/newsom-signs-controversial-bill-letting-relatives-care-for-kids-if-parents-are-deported/
1269197504	20250917	202509	2025	2025.7041	LEG	LAWMAKER						LEG													0	129	129	12	3	-5.0	6	1	6	-2.10526315789474	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20251017151500	https://el-observador.com/2025/10/17/newsom-signs-controversial-bill-letting-relatives-care-for-kids-if-parents-are-deported/
