1269674492	20241020	202410	2024	2024.7945	BUS	BUSINESS						BUS													1	070	070	07	2	7.0	10	1	10	1	4	Jamnagar, Gujarat, India	IN	IN09	17647	22.4667	70.0667	-2098232	0								4	Jamnagar, Gujarat, India	IN	IN09	17647	22.4667	70.0667	-2098232	20251020191500	https://economictimes.indiatimes.com/industry/renewables/reliance-industries-rs-1-5-lakh-crore-new-energy-venture-to-boost-revenue-from-next-year/articleshow/124709475.cms
1269674493	20241020	202410	2024	2024.7945	GBR	UNITED KINGDOM	GBR																		1	120	120	12	3	-4.0	4	1	4	-5.32786885245901	4	Walsall, Walsall, United Kingdom	UK	UKO8	40136	52.6	-2	-2610816	0								4	Walsall, Walsall, United Kingdom	UK	UKO8	40136	52.6	-2	-2610816	20251020191500	https://www.expressandstar.com/news/crime/2025/10/20/asylum-seeker-accused-of-killing-walsall-hotel-worker-silent-in-police-interview-court/
1269674494	20241020	202410	2024	2024.7945	GOV	GOVERNOR						GOV			USA	OREGON	USA								0	173	173	17	4	-5.0	6	1	6	-2.99806576402321	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251020191500	https://freerepublic.com/tag/*/index?more=4347539
1269674495	20241020	202410	2024	2024.7945	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			0	173	173	17	4	-5.0	2	1	2	-2.99806576402321	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251020191500	https://freerepublic.com/tag/*/index?more=4347539
1269674496	20241020	202410	2024	2024.7945	USAGOV	NASA	USA					GOV													0	035	035	03	1	7.0	2	1	2	0.42238648363253	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20251020191500	https://financialpost.com/news/spacex-us-musk-moon-landing
1269674497	20241020	202410	2024	2024.7945	USAGOV	NASA	USA					GOV													0	045	045	04	1	5.0	2	1	2	0.42238648363253	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20251020191500	https://financialpost.com/news/spacex-us-musk-moon-landing
1269674498	20250920	202509	2025	2025.7123	CUB	CUBAN	CUB								GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	4	1	4	1.55844155844156	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251020191500	https://www.tribune242.com/news/2025/oct/20/darville-cuban-health-workers-direct-hiring-awaits-us-approval/
1269674499	20250920	202509	2025	2025.7123	CUBLAB	CUBAN	CUB					LAB			GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	6	1	6	1.55844155844156	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251020191500	https://www.tribune242.com/news/2025/oct/20/darville-cuban-health-workers-direct-hiring-awaits-us-approval/
1269674500	20250920	202509	2025	2025.7123	GOV	GOVERNMENT						GOV			CUB	CUBAN	CUB								1	020	020	02	1	3.0	4	1	4	1.55844155844156	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251020191500	https://www.tribune242.com/news/2025/oct/20/darville-cuban-health-workers-direct-hiring-awaits-us-approval/
1269674501	20250920	202509	2025	2025.7123	GOV	GOVERNMENT						GOV			CUB	CUBAN	CUB								1	040	040	04	1	1.0	4	1	4	1.55844155844156	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251020191500	https://www.tribune242.com/news/2025/oct/20/darville-cuban-health-workers-direct-hiring-awaits-us-approval/
1269674502	20250920	202509	2025	2025.7123	GOV	GOVERNMENT						GOV			CUBLAB	CUBAN	CUB					LAB			1	020	020	02	1	3.0	6	1	6	1.55844155844156	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251020191500	https://www.tribune242.com/news/2025/oct/20/darville-cuban-health-workers-direct-hiring-awaits-us-approval/
1269674503	20250920	202509	2025	2025.7123	GOV	GOVERNMENT						GOV			CUBLAB	CUBAN	CUB					LAB			1	040	040	04	1	1.0	6	1	6	1.55844155844156	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20251020191500	https://www.tribune242.com/news/2025/oct/20/darville-cuban-health-workers-direct-hiring-awaits-us-approval/
1269674504	20250920	202509	2025	2025.7123	JUD	DISTRICT COURT						JUD													1	115	115	11	3	-2.0	5	1	5	2.83018867924529	0								0								0								20251020191500	https://wyht.iheart.com/content/2025-10-20-ashland-county-democratic-party-files-lawsuit-after-incident-at-fair/
1269674505	20251013	202510	2025	2025.7753											USA	UNITED STATES	USA								0	130	130	13	3	-4.4	1	1	1	-5.07011866235167	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251020191500	https://journalrecord.com/2025/10/20/okc-no-kings-day-of-action-protest/
1269674506	20251013	202510	2025	2025.7753	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	1	1	1	-2.36907730673316	4	Orenburg, Orenburgskaya Oblast', Russia	RS	RS55	25084	51.7727	55.0988	-2974927	4	Orenburg, Orenburgskaya Oblast', Russia	RS	RS55	25084	51.7727	55.0988	-2974927	4	Orenburg, Orenburgskaya Oblast', Russia	RS	RS55	25084	51.7727	55.0988	-2974927	20251020191500	https://www.finanznachrichten.de/nachrichten-2025-10/66742699-crude-oil-falls-as-upcoming-trump-putin-meeting-draws-focus-020.htm
1269674507	20251013	202510	2025	2025.7753	CHN	CHINA	CHN								RUS	RUSSIA	RUS								0	061	061	06	2	6.4	1	1	1	-2.36907730673316	1	China	CH	CH		35	105	CH	4	Orenburg, Orenburgskaya Oblast', Russia	RS	RS55	25084	51.7727	55.0988	-2974927	4	Orenburg, Orenburgskaya Oblast', Russia	RS	RS55	25084	51.7727	55.0988	-2974927	20251020191500	https://www.finanznachrichten.de/nachrichten-2025-10/66742699-crude-oil-falls-as-upcoming-trump-putin-meeting-draws-focus-020.htm
1269674508	20251013	202510	2025	2025.7753	COP	POLICE						COP			USA	VIETNAMESE AMERICAN	USA								1	182	182	18	4	-9.5	2	1	2	-8.55614973262032	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251020191500	https://nextshark.com/san-francisco-family-dead-foreclosure
1269674509	20251013	202510	2025	2025.7753	COP	POLICE						COP			VNM	VIETNAMESE	VNM								1	182	182	18	4	-9.5	8	1	8	-8.55614973262032	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20251020191500	https://nextshark.com/san-francisco-family-dead-foreclosure
1269674510	20251013	202510	2025	2025.7753	EDU	COLLEGE						EDU			USA	ARIZONA	USA								1	042	042	04	1	1.9	10	1	10	8.14814814814815	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20251020191500	https://kyma.com/education/yuma-education/2025/10/20/awc-to-host-catrinas-and-catrines-contest/
