1271401444	20241029	202410	2024	2024.8192											LBY	LIBYAN	LBY								1	040	040	04	1	1.0	1	1	1	-4.24242424242424	0								4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Derna, Sha`biyat Darnah, Libya	LY	LY70	19091	32.767	22.6367	-3165331	20251029201500	https://english.aawsat.com/arab-world/5202946-msf-ordered-leave-libya-november-9
1271401445	20241029	202410	2024	2024.8192	BEL	BELGIUM	BEL								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	0	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251029201500	https://www.mojo4music.com/articles/the-mojo-list/wilcos-best-albums-ranked/
1271401446	20241029	202410	2024	2024.8192	BUSBUS	AEROSPACE						BUS	BUS												1	051	051	05	1	3.4	10	1	10	1.36054421768707	0								0								0								20251029201500	https://www.ksby.com/lompoc-valley/next-planned-spacex-launch-will-mark-8-from-vandenberg-this-month
1271401447	20241029	202410	2024	2024.8192	CRM	CRIMINAL						CRM			HRV	CROATIAN	HRV								1	014	014	01	1	0.0	6	1	6	-8.81763527054108	4	Clondalkin, County South Dublin, Ireland	EI	EI39	18288	53.3244	-6.39722	-1501745	4	Clondalkin, County South Dublin, Ireland	EI	EI39	18288	53.3244	-6.39722	-1501745	4	Clondalkin, County South Dublin, Ireland	EI	EI39	18288	53.3244	-6.39722	-1501745	20251029201500	https://www.irishtimes.com/crime-law/courts/2025/10/29/jury-begins-deliberations-in-trial-of-three-men-accused-of-murdering-josip-strok/
1271401448	20241029	202410	2024	2024.8192	CRM	CRIMINAL						CRM			HRV	CROATIAN	HRV								1	014	014	01	1	0.0	4	1	4	-8.81763527054108	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20251029201500	https://www.irishtimes.com/crime-law/courts/2025/10/29/jury-begins-deliberations-in-trial-of-three-men-accused-of-murdering-josip-strok/
1271401449	20241029	202410	2024	2024.8192	ESP	VALENCIA	ESP																		1	017	017	01	1	0.0	1	1	1	-7.78097982708933	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20251029201500	https://thefrontierpost.com/spain-holds-memorial-ceremony-for-flood-victims-a-year-after-disaster-killed-over-230-people/
1271401450	20241029	202410	2024	2024.8192	GOV	GOVERNMENT						GOV													1	061	061	06	2	6.4	1	1	1	2.4822695035461	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251029201500	https://theindianawaaz.com/india-becomes-worlds-3rd-largest-smartphone-exporter-goyal/
1271401451	20241029	202410	2024	2024.8192	GOV	GOVERNMENT						GOV													1	061	061	06	2	6.4	4	1	4	2.4822695035461	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	0								1	United Kingdom	UK	UK		54	-4	UK	20251029201500	https://theindianawaaz.com/india-becomes-worlds-3rd-largest-smartphone-exporter-goyal/
1271401452	20241029	202410	2024	2024.8192	USA	THE US	USA																		0	013	013	01	1	0.4	4	1	4	-4.70793374019181	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251029201500	https://www.irishtimes.com/world/americas/2025/10/29/venezuela-braces-for-possible-us-strike-amid-military-decay-and-internal-dissent/
1271401453	20241029	202410	2024	2024.8192	USA	THE US	USA																		0	013	013	01	1	0.4	2	1	2	-4.70793374019181	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251029201500	https://www.irishtimes.com/world/americas/2025/10/29/venezuela-braces-for-possible-us-strike-amid-military-decay-and-internal-dissent/
1271401454	20241029	202410	2024	2024.8192	VEN	VENEZUELA	VEN								USA	THE US	USA								0	013	013	01	1	0.4	2	1	2	-4.70793374019181	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251029201500	https://www.irishtimes.com/world/americas/2025/10/29/venezuela-braces-for-possible-us-strike-amid-military-decay-and-internal-dissent/
1271401455	20241029	202410	2024	2024.8192	VEN	VENEZUELA	VEN								USA	THE US	USA								0	013	013	01	1	0.4	1	1	1	-4.70793374019181	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251029201500	https://www.irishtimes.com/world/americas/2025/10/29/venezuela-braces-for-possible-us-strike-amid-military-decay-and-internal-dissent/
1271401456	20241029	202410	2024	2024.8192	VEN	VENEZUELA	VEN								USA	THE US	USA								0	013	013	01	1	0.4	1	1	1	-4.70793374019181	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	1	Cuba	CU	CU		22	-79.5	CU	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251029201500	https://www.irishtimes.com/world/americas/2025/10/29/venezuela-braces-for-possible-us-strike-amid-military-decay-and-internal-dissent/
1271401457	20250929	202509	2025	2025.7370	FRA	FRANCE	FRA								CAN	CANADA	CAN								0	010	010	01	1	0.0	2	1	2	-1.59362549800796	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	12750	47.5	-72	-571850	20251029201500	https://www.cbc.ca/news/canada/montreal/doctors-special-law-exodus-quebec-new-brunswick-9.6958356
1271401458	20250929	202509	2025	2025.7370	USA	DELAWARE	USA																		1	1724	172	17	4	-5.0	8	1	8	-0.91603053435115	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20251029201500	https://www.yahoo.com/news/articles/gov-meyer-declares-state-emergency-190045643.html
1271401459	20251022	202510	2025	2025.8000	EDU	SCHOOL						EDU													1	040	040	04	1	1.0	4	1	4	-3.52369380315917	5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	0								5	Westmeath, Westmeath, Ireland	EI	EI29	18307	53.5	-7.5	-1506168	20251029201500	https://www.irishtimes.com/crime-law/courts/2025/10/29/enoch-burkes-family-stopped-entering-school-grounds-following-threat-to-sequester-cars/
