1266163255	20241001	202410	2024	2024.7425	AUS	AUSTRALIA	AUS								CAN	CANADA	CAN								1	070	070	07	2	7.0	5	1	5	-1.53846153846154	4	Walgett, New South Wales, Australia	AS	AS02	5096	-30.0246	148.116	-1607252	4	Walgett, New South Wales, Australia	AS	AS02	5096	-30.0246	148.116	-1607252	4	Walgett, New South Wales, Australia	AS	AS02	5096	-30.0246	148.116	-1607252	20251001060000	https://www.theland.com.au/story/9078196/price-slide-for-chickpeas-continues-down-35-a-tonne/
1266163256	20241001	202410	2024	2024.7425	GBR	UNITED KINGDOM	GBR								GBRGOV	UNITED KINGDOM	GBR					GOV			1	051	051	05	1	3.4	2	1	2	4.64396284829722	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20251001060000	https://www.thenational.scot/news/25507405.caledonian-sleeper-launches-new-route-birmingham-2026/
1266163257	20241001	202410	2024	2024.7425	GBRGOV	UNITED KINGDOM	GBR					GOV													1	051	051	05	1	3.4	2	1	2	4.64396284829722	4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	0								4	West Midlands, United Kingdom (general), United Kingdom	UK	UK00	40136	52.5	-1.96667	-2611326	20251001060000	https://www.thenational.scot/news/25507405.caledonian-sleeper-launches-new-route-birmingham-2026/
1266163258	20241001	202410	2024	2024.7425	GOV	PRINCE						GOV													0	010	010	01	1	0.0	8	1	8	1.97144799456153	4	Churchtown, Cookstown, United Kingdom	UK	UKR7	40151	54.6833	-6.75	-2592588	0								4	Churchtown, Cookstown, United Kingdom	UK	UKR7	40151	54.6833	-6.75	-2592588	20251001060000	https://www.hellomagazine.com/royalty/858885/prince-william-open-show-of-emotion-signifies-future/
1266163259	20241001	202410	2024	2024.7425	GOV	PRINCE						GOV													0	010	010	01	1	0.0	2	1	2	1.97144799456153	4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	0								4	Southport, Sefton, United Kingdom	UK	UKL8	40121	53.6667	-3	-2608309	20251001060000	https://www.hellomagazine.com/royalty/858885/prince-william-open-show-of-emotion-signifies-future/
1266163260	20241001	202410	2024	2024.7425	GOV	ADMINISTRATION						GOV			PAK	PAKISTAN	PAK								0	141	141	14	3	-6.5	1	1	1	-7.7639751552795	4	Kotli, Punjab, Pakistan	PK	PK04	23677	31.4167	73.45	-2766424	4	Kotli, Punjab, Pakistan	PK	PK04	23677	31.4167	73.45	-2766424	4	Kotli, Punjab, Pakistan	PK	PK04	23677	31.4167	73.45	-2766424	20251001060000	https://www.dawn.com/news/1945767/ajk-witnesses-shutter-down-strike-for-second-day
1266163261	20241001	202410	2024	2024.7425	GOV	ADMINISTRATION						GOV			PAK	PAKISTAN	PAK								0	141	141	14	3	-6.5	1	1	1	-7.7639751552795	4	Rawalakot, Azad Kashmir, Pakistan	PK	PK06	40415	33.8578	73.7604	-2777863	4	Kotli, Punjab, Pakistan	PK	PK04	23677	31.4167	73.45	-2766424	4	Rawalakot, Azad Kashmir, Pakistan	PK	PK06	40415	33.8578	73.7604	-2777863	20251001060000	https://www.dawn.com/news/1945767/ajk-witnesses-shutter-down-strike-for-second-day
1266163262	20241001	202410	2024	2024.7425	LEG	SENATOR						LEG			GOV	INTERIOR MINIST						GOV			0	0214	021	02	1	3.4	4	1	4	-4.69255663430421	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251001060000	https://www.dawn.com/news/1945711/deadline-set-for-completion-of-over-250-inquiries-against-cda-officials
1266163263	20241001	202410	2024	2024.7425	PAKLEG	PAKISTAN	PAK					LEG			GOV	INTERIOR MINIST						GOV			0	0214	021	02	1	3.4	1	1	1	-4.69255663430421	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251001060000	https://www.dawn.com/news/1945711/deadline-set-for-completion-of-over-250-inquiries-against-cda-officials
1266163264	20250901	202509	2025	2025.6603	LEG	SENATE						LEG													0	010	010	01	1	0.0	10	1	10	-4.69255663430421	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20251001060000	https://www.dawn.com/news/1945711/deadline-set-for-completion-of-over-250-inquiries-against-cda-officials
1266163265	20250901	202509	2025	2025.6603	SYR	SYRIA	SYR																		0	073	073	07	2	7.4	2	1	2	-2.89634146341464	4	Sweida, As Suwayda', Syria	SY	SY05	26333	32.709	36.5695	-2539498	0								4	Sweida, As Suwayda', Syria	SY	SY05	26333	32.709	36.5695	-2539498	20251001060000	https://www.winnipegfreepress.com/arts-and-life/life/faith/2025/10/01/druze-seek-sweida-autonomy-and-turn-toward-israel-adding-new-twist-to-syrias-tensions
